LSOA11CD,LSOA11NM,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
E01002327,Havering 009A,E02000472,Havering 009,E09000016,Havering,13.0,5.0,2.0,7.0,2.0,6.0,8.0,10.0,4.0,2.0,2.0
E01002328,Havering 009B,E02000472,Havering 009,E09000016,Havering,11.0,7.0,8.0,4.0,7.0,5.0,10.0,7.0,7.0,0.0,7.0
E01002329,Havering 011D,E02000474,Havering 011,E09000016,Havering,11.0,7.0,3.0,14.0,4.0,15.0,6.0,5.0,9.0,2.0,5.0
E01002330,Havering 011E,E02000474,Havering 011,E09000016,Havering,5.0,15.0,7.0,8.0,7.0,9.0,3.0,4.0,11.0,8.0,14.0
E01002331,Havering 005E,E02000468,Havering 005,E09000016,Havering,4.0,10.0,2.0,2.0,7.0,4.0,5.0,3.0,7.0,4.0,5.0
E01002332,Havering 009C,E02000472,Havering 009,E09000016,Havering,13.0,8.0,4.0,4.0,8.0,5.0,8.0,3.0,5.0,8.0,4.0
E01002333,Havering 008A,E02000471,Havering 008,E09000016,Havering,2.0,15.0,7.0,4.0,4.0,2.0,3.0,8.0,9.0,2.0,2.0
E01002334,Havering 008B,E02000471,Havering 008,E09000016,Havering,11.0,8.0,2.0,5.0,3.0,9.0,8.0,7.0,6.0,10.0,4.0
E01002335,Havering 009D,E02000472,Havering 009,E09000016,Havering,5.0,7.0,4.0,4.0,3.0,5.0,12.0,6.0,6.0,2.0,3.0
E01002336,Havering 008C,E02000471,Havering 008,E09000016,Havering,5.0,6.0,8.0,12.0,7.0,5.0,5.0,4.0,1.0,0.0,7.0
E01002337,Havering 012A,E02000475,Havering 012,E09000016,Havering,7.0,6.0,5.0,8.0,6.0,9.0,7.0,7.0,2.0,2.0,8.0
E01002338,Havering 009E,E02000472,Havering 009,E09000016,Havering,12.0,2.0,10.0,11.0,8.0,5.0,17.0,5.0,14.0,4.0,17.0
E01002339,Havering 008D,E02000471,Havering 008,E09000016,Havering,6.0,2.0,1.0,6.0,9.0,27.0,7.0,4.0,2.0,0.0,3.0
E01002340,Havering 009F,E02000472,Havering 009,E09000016,Havering,9.0,4.0,7.0,5.0,5.0,7.0,6.0,4.0,4.0,16.0,4.0
E01002341,Havering 008E,E02000471,Havering 008,E09000016,Havering,8.0,0.0,6.0,2.0,3.0,4.0,3.0,4.0,0.0,2.0,4.0
E01002342,Havering 030A,E02000493,Havering 030,E09000016,Havering,12.0,19.0,8.0,5.0,8.0,9.0,12.0,18.0,8.0,16.0,7.0
E01002343,Havering 029A,E02000492,Havering 029,E09000016,Havering,5.0,7.0,6.0,3.0,3.0,6.0,14.0,2.0,1.0,10.0,6.0
E01002344,Havering 029B,E02000492,Havering 029,E09000016,Havering,23.0,19.0,7.0,12.0,17.0,17.0,31.0,22.0,16.0,20.0,12.0
E01002345,Havering 030B,E02000493,Havering 030,E09000016,Havering,45.0,40.0,29.0,33.0,23.0,49.0,20.0,23.0,19.0,18.0,16.0
E01002346,Havering 030C,E02000493,Havering 030,E09000016,Havering,13.0,22.0,16.0,9.0,8.0,8.0,14.0,3.0,9.0,2.0,13.0
E01002347,Havering 030D,E02000493,Havering 030,E09000016,Havering,10.0,11.0,11.0,6.0,4.0,21.0,7.0,8.0,6.0,16.0,6.0
E01002348,Havering 029C,E02000492,Havering 029,E09000016,Havering,5.0,3.0,0.0,3.0,9.0,1.0,4.0,2.0,4.0,2.0,2.0
E01002349,Havering 029D,E02000492,Havering 029,E09000016,Havering,6.0,2.0,3.0,4.0,2.0,4.0,9.0,11.0,8.0,10.0,2.0
E01002350,Havering 016B,E02000479,Havering 016,E09000016,Havering,25.0,17.0,17.0,17.0,20.0,14.0,17.0,29.0,25.0,8.0,24.0
E01002351,Havering 016C,E02000479,Havering 016,E09000016,Havering,14.0,4.0,5.0,11.0,3.0,17.0,3.0,10.0,6.0,0.0,3.0
E01002352,Havering 016D,E02000479,Havering 016,E09000016,Havering,11.0,9.0,9.0,8.0,12.0,11.0,4.0,13.0,12.0,10.0,4.0
E01002353,Havering 013B,E02000476,Havering 013,E09000016,Havering,50.0,38.0,41.0,30.0,61.0,55.0,37.0,38.0,41.0,50.0,34.0
E01002354,Havering 012B,E02000475,Havering 012,E09000016,Havering,5.0,7.0,2.0,3.0,7.0,5.0,1.0,11.0,1.0,6.0,6.0
E01002355,Havering 014E,E02000477,Havering 014,E09000016,Havering,3.0,8.0,3.0,6.0,4.0,3.0,5.0,4.0,2.0,0.0,1.0
E01002356,Havering 013C,E02000476,Havering 013,E09000016,Havering,101.0,76.0,59.0,60.0,68.0,78.0,86.0,72.0,79.0,94.0,68.0
E01002358,Havering 016E,E02000479,Havering 016,E09000016,Havering,18.0,14.0,7.0,17.0,21.0,16.0,12.0,20.0,19.0,4.0,11.0
E01002359,Havering 020A,E02000483,Havering 020,E09000016,Havering,10.0,5.0,7.0,8.0,4.0,1.0,5.0,2.0,2.0,4.0,2.0
E01002360,Havering 020B,E02000483,Havering 020,E09000016,Havering,14.0,6.0,15.0,19.0,14.0,11.0,9.0,20.0,11.0,10.0,9.0
E01002361,Havering 020C,E02000483,Havering 020,E09000016,Havering,53.0,29.0,33.0,41.0,24.0,28.0,23.0,33.0,26.0,26.0,18.0
E01002362,Havering 022D,E02000485,Havering 022,E09000016,Havering,7.0,8.0,2.0,7.0,1.0,5.0,12.0,3.0,2.0,0.0,3.0
E01002363,Havering 020D,E02000483,Havering 020,E09000016,Havering,11.0,9.0,7.0,5.0,4.0,7.0,10.0,4.0,3.0,6.0,3.0
E01002364,Havering 023C,E02000486,Havering 023,E09000016,Havering,1.0,5.0,1.0,1.0,3.0,1.0,6.0,0.0,1.0,6.0,4.0
E01002365,Havering 023D,E02000486,Havering 023,E09000016,Havering,7.0,9.0,11.0,3.0,11.0,9.0,13.0,10.0,9.0,2.0,4.0
E01002366,Havering 023E,E02000486,Havering 023,E09000016,Havering,8.0,14.0,6.0,4.0,7.0,7.0,13.0,1.0,5.0,2.0,9.0
E01002367,Havering 020E,E02000483,Havering 020,E09000016,Havering,10.0,11.0,9.0,9.0,7.0,10.0,9.0,14.0,8.0,4.0,9.0
E01002368,Havering 028A,E02000491,Havering 028,E09000016,Havering,10.0,25.0,14.0,10.0,17.0,31.0,12.0,17.0,14.0,18.0,19.0
E01002369,Havering 028B,E02000491,Havering 028,E09000016,Havering,18.0,12.0,15.0,7.0,15.0,20.0,12.0,13.0,10.0,4.0,10.0
E01002370,Havering 028C,E02000491,Havering 028,E09000016,Havering,23.0,14.0,26.0,26.0,45.0,26.0,15.0,19.0,14.0,10.0,16.0
E01002371,Havering 028D,E02000491,Havering 028,E09000016,Havering,13.0,10.0,10.0,8.0,19.0,17.0,12.0,8.0,5.0,6.0,6.0
E01002372,Havering 027C,E02000490,Havering 027,E09000016,Havering,15.0,8.0,8.0,5.0,6.0,4.0,2.0,6.0,3.0,4.0,4.0
E01002373,Havering 027D,E02000490,Havering 027,E09000016,Havering,21.0,5.0,7.0,3.0,10.0,4.0,8.0,4.0,6.0,4.0,5.0
E01002374,Havering 027E,E02000490,Havering 027,E09000016,Havering,13.0,10.0,13.0,10.0,11.0,11.0,8.0,5.0,10.0,10.0,3.0
E01002375,Havering 028E,E02000491,Havering 028,E09000016,Havering,12.0,11.0,20.0,16.0,14.0,9.0,31.0,27.0,9.0,10.0,21.0
E01002376,Havering 012C,E02000475,Havering 012,E09000016,Havering,4.0,3.0,3.0,1.0,5.0,5.0,1.0,3.0,3.0,4.0,4.0
E01002377,Havering 010D,E02000473,Havering 010,E09000016,Havering,8.0,4.0,12.0,6.0,4.0,10.0,7.0,9.0,5.0,4.0,8.0
E01002378,Havering 010E,E02000473,Havering 010,E09000016,Havering,5.0,1.0,11.0,5.0,7.0,6.0,6.0,5.0,5.0,4.0,2.0
E01002379,Havering 012D,E02000475,Havering 012,E09000016,Havering,6.0,6.0,4.0,9.0,8.0,13.0,7.0,3.0,13.0,8.0,9.0
E01002380,Havering 012E,E02000475,Havering 012,E09000016,Havering,10.0,12.0,13.0,12.0,19.0,15.0,13.0,14.0,11.0,8.0,26.0
E01002381,Havering 012F,E02000475,Havering 012,E09000016,Havering,13.0,8.0,7.0,5.0,10.0,2.0,14.0,7.0,9.0,8.0,12.0
E01002382,Havering 014F,E02000477,Havering 014,E09000016,Havering,5.0,9.0,9.0,2.0,3.0,4.0,6.0,1.0,7.0,4.0,7.0
E01002383,Havering 010F,E02000473,Havering 010,E09000016,Havering,0.0,3.0,9.0,9.0,3.0,4.0,10.0,6.0,6.0,10.0,0.0
E01002384,Havering 019D,E02000482,Havering 019,E09000016,Havering,6.0,2.0,8.0,3.0,3.0,4.0,14.0,8.0,6.0,10.0,4.0
E01002385,Havering 024A,E02000487,Havering 024,E09000016,Havering,6.0,4.0,4.0,8.0,12.0,9.0,11.0,13.0,5.0,6.0,3.0
E01002386,Havering 022E,E02000485,Havering 022,E09000016,Havering,15.0,15.0,27.0,19.0,12.0,17.0,24.0,23.0,21.0,6.0,11.0
E01002387,Havering 024B,E02000487,Havering 024,E09000016,Havering,3.0,0.0,1.0,5.0,0.0,8.0,5.0,3.0,3.0,2.0,2.0
E01002388,Havering 024C,E02000487,Havering 024,E09000016,Havering,6.0,3.0,3.0,6.0,0.0,3.0,2.0,1.0,1.0,2.0,1.0
E01002389,Havering 024D,E02000487,Havering 024,E09000016,Havering,5.0,3.0,6.0,4.0,1.0,1.0,7.0,3.0,2.0,2.0,5.0
E01002390,Havering 024E,E02000487,Havering 024,E09000016,Havering,4.0,6.0,1.0,5.0,6.0,5.0,6.0,2.0,5.0,4.0,1.0
E01002391,Havering 018E,E02000481,Havering 018,E09000016,Havering,7.0,5.0,3.0,1.0,8.0,5.0,11.0,5.0,2.0,2.0,8.0
E01002392,Hillingdon 020A,E02000513,Hillingdon 020,E09000017,Hillingdon,37.0,20.0,14.0,13.0,15.0,24.0,19.0,11.0,16.0,18.0,11.0
E01002393,Hillingdon 020B,E02000513,Hillingdon 020,E09000017,Hillingdon,11.0,13.0,12.0,16.0,15.0,11.0,21.0,14.0,16.0,12.0,9.0
E01002394,Hillingdon 021A,E02000514,Hillingdon 021,E09000017,Hillingdon,14.0,8.0,6.0,4.0,3.0,7.0,8.0,7.0,8.0,10.0,5.0
E01002395,Hillingdon 021B,E02000514,Hillingdon 021,E09000017,Hillingdon,18.0,13.0,10.0,12.0,11.0,9.0,6.0,2.0,2.0,16.0,2.0
E01002396,Hillingdon 026A,E02000519,Hillingdon 026,E09000017,Hillingdon,32.0,24.0,16.0,14.0,20.0,18.0,14.0,14.0,14.0,8.0,10.0
E01002397,Hillingdon 021C,E02000514,Hillingdon 021,E09000017,Hillingdon,36.0,32.0,32.0,29.0,27.0,23.0,30.0,31.0,33.0,24.0,17.0
E01002398,Hillingdon 021D,E02000514,Hillingdon 021,E09000017,Hillingdon,11.0,7.0,11.0,3.0,5.0,22.0,11.0,7.0,7.0,18.0,5.0
E01002399,Hillingdon 021E,E02000514,Hillingdon 021,E09000017,Hillingdon,24.0,8.0,12.0,13.0,7.0,9.0,11.0,23.0,8.0,12.0,9.0
E01002400,Hillingdon 024A,E02000517,Hillingdon 024,E09000017,Hillingdon,13.0,12.0,14.0,26.0,12.0,11.0,16.0,15.0,10.0,4.0,8.0
E01002401,Hillingdon 024B,E02000517,Hillingdon 024,E09000017,Hillingdon,17.0,10.0,11.0,14.0,29.0,26.0,26.0,17.0,28.0,22.0,20.0
E01002402,Hillingdon 024C,E02000517,Hillingdon 024,E09000017,Hillingdon,24.0,14.0,11.0,9.0,11.0,12.0,11.0,12.0,20.0,18.0,9.0
E01002403,Hillingdon 024D,E02000517,Hillingdon 024,E09000017,Hillingdon,12.0,10.0,15.0,22.0,15.0,12.0,24.0,10.0,24.0,8.0,4.0
E01002404,Hillingdon 024E,E02000517,Hillingdon 024,E09000017,Hillingdon,33.0,13.0,19.0,22.0,13.0,16.0,17.0,25.0,16.0,16.0,12.0
E01002405,Hillingdon 027A,E02000520,Hillingdon 027,E09000017,Hillingdon,30.0,6.0,15.0,28.0,25.0,26.0,21.0,17.0,12.0,18.0,6.0
E01002406,Hillingdon 027B,E02000520,Hillingdon 027,E09000017,Hillingdon,38.0,28.0,36.0,23.0,37.0,49.0,37.0,29.0,31.0,14.0,19.0
E01002407,Hillingdon 030A,E02000523,Hillingdon 030,E09000017,Hillingdon,25.0,28.0,28.0,30.0,20.0,32.0,35.0,30.0,30.0,22.0,17.0
E01002408,Hillingdon 019A,E02000512,Hillingdon 019,E09000017,Hillingdon,17.0,20.0,18.0,18.0,38.0,17.0,16.0,13.0,7.0,20.0,12.0
E01002409,Hillingdon 019B,E02000512,Hillingdon 019,E09000017,Hillingdon,15.0,14.0,16.0,11.0,22.0,11.0,13.0,3.0,14.0,8.0,5.0
E01002410,Hillingdon 017A,E02000510,Hillingdon 017,E09000017,Hillingdon,18.0,15.0,13.0,12.0,15.0,16.0,19.0,16.0,14.0,18.0,15.0
E01002411,Hillingdon 022A,E02000515,Hillingdon 022,E09000017,Hillingdon,26.0,12.0,15.0,5.0,14.0,22.0,8.0,8.0,10.0,12.0,10.0
E01002412,Hillingdon 017B,E02000510,Hillingdon 017,E09000017,Hillingdon,43.0,41.0,46.0,47.0,40.0,43.0,43.0,32.0,37.0,38.0,23.0
E01002413,Hillingdon 022B,E02000515,Hillingdon 022,E09000017,Hillingdon,37.0,18.0,21.0,15.0,16.0,4.0,18.0,16.0,8.0,14.0,11.0
E01002414,Hillingdon 015A,E02000508,Hillingdon 015,E09000017,Hillingdon,22.0,15.0,17.0,13.0,11.0,18.0,37.0,18.0,16.0,16.0,14.0
E01002415,Hillingdon 010A,E02000503,Hillingdon 010,E09000017,Hillingdon,10.0,7.0,8.0,5.0,7.0,6.0,7.0,5.0,3.0,10.0,4.0
E01002416,Hillingdon 008A,E02000501,Hillingdon 008,E09000017,Hillingdon,12.0,8.0,7.0,8.0,14.0,10.0,6.0,7.0,2.0,10.0,5.0
E01002417,Hillingdon 008B,E02000501,Hillingdon 008,E09000017,Hillingdon,9.0,7.0,5.0,8.0,5.0,7.0,18.0,14.0,11.0,6.0,6.0
E01002418,Hillingdon 006A,E02000499,Hillingdon 006,E09000017,Hillingdon,2.0,3.0,3.0,2.0,6.0,7.0,7.0,10.0,7.0,8.0,4.0
E01002419,Hillingdon 006B,E02000499,Hillingdon 006,E09000017,Hillingdon,11.0,3.0,9.0,9.0,2.0,12.0,9.0,3.0,5.0,8.0,2.0
E01002420,Hillingdon 008C,E02000501,Hillingdon 008,E09000017,Hillingdon,7.0,4.0,6.0,3.0,6.0,15.0,8.0,5.0,7.0,6.0,0.0
E01002421,Hillingdon 008D,E02000501,Hillingdon 008,E09000017,Hillingdon,10.0,16.0,6.0,5.0,9.0,5.0,13.0,11.0,9.0,16.0,5.0
E01002422,Hillingdon 018A,E02000511,Hillingdon 018,E09000017,Hillingdon,18.0,10.0,10.0,11.0,7.0,11.0,6.0,9.0,13.0,14.0,12.0
E01002423,Hillingdon 018B,E02000511,Hillingdon 018,E09000017,Hillingdon,19.0,20.0,10.0,10.0,12.0,14.0,31.0,8.0,18.0,30.0,9.0
E01002424,Hillingdon 018C,E02000511,Hillingdon 018,E09000017,Hillingdon,16.0,6.0,25.0,16.0,10.0,5.0,11.0,7.0,7.0,6.0,4.0
E01002425,Hillingdon 018D,E02000511,Hillingdon 018,E09000017,Hillingdon,16.0,11.0,11.0,11.0,11.0,8.0,14.0,10.0,8.0,14.0,15.0
E01002426,Hillingdon 021F,E02000514,Hillingdon 021,E09000017,Hillingdon,21.0,7.0,10.0,10.0,16.0,10.0,5.0,4.0,10.0,8.0,7.0
E01002427,Hillingdon 018E,E02000511,Hillingdon 018,E09000017,Hillingdon,8.0,2.0,5.0,5.0,2.0,6.0,5.0,2.0,11.0,6.0,5.0
E01002428,Hillingdon 018F,E02000511,Hillingdon 018,E09000017,Hillingdon,12.0,7.0,4.0,6.0,7.0,15.0,9.0,5.0,9.0,8.0,5.0
E01002429,Hillingdon 019C,E02000512,Hillingdon 019,E09000017,Hillingdon,11.0,7.0,7.0,8.0,18.0,24.0,12.0,7.0,8.0,14.0,5.0
E01002430,Hillingdon 007A,E02000500,Hillingdon 007,E09000017,Hillingdon,5.0,3.0,2.0,3.0,1.0,1.0,7.0,5.0,4.0,14.0,5.0
E01002431,Hillingdon 006C,E02000499,Hillingdon 006,E09000017,Hillingdon,3.0,5.0,2.0,1.0,3.0,2.0,5.0,4.0,0.0,2.0,1.0
E01002432,Hillingdon 006D,E02000499,Hillingdon 006,E09000017,Hillingdon,14.0,13.0,16.0,13.0,19.0,12.0,18.0,8.0,7.0,8.0,5.0
E01002433,Hillingdon 004A,E02000497,Hillingdon 004,E09000017,Hillingdon,7.0,15.0,21.0,4.0,24.0,24.0,24.0,33.0,14.0,10.0,10.0
E01002434,Hillingdon 007B,E02000500,Hillingdon 007,E09000017,Hillingdon,8.0,9.0,6.0,13.0,1.0,9.0,7.0,3.0,5.0,2.0,2.0
E01002435,Hillingdon 007C,E02000500,Hillingdon 007,E09000017,Hillingdon,9.0,13.0,4.0,7.0,5.0,0.0,5.0,3.0,8.0,8.0,3.0
E01002436,Hillingdon 004B,E02000497,Hillingdon 004,E09000017,Hillingdon,10.0,12.0,6.0,3.0,6.0,8.0,14.0,4.0,6.0,0.0,8.0
E01002437,Hillingdon 006E,E02000499,Hillingdon 006,E09000017,Hillingdon,4.0,0.0,10.0,1.0,0.0,2.0,3.0,2.0,1.0,4.0,5.0
E01002438,Hillingdon 003A,E02000496,Hillingdon 003,E09000017,Hillingdon,15.0,8.0,11.0,6.0,9.0,5.0,4.0,8.0,6.0,22.0,3.0
E01002439,Hillingdon 003B,E02000496,Hillingdon 003,E09000017,Hillingdon,56.0,36.0,25.0,35.0,23.0,17.0,21.0,6.0,13.0,18.0,13.0
E01002440,Hillingdon 003C,E02000496,Hillingdon 003,E09000017,Hillingdon,6.0,18.0,9.0,23.0,7.0,14.0,8.0,12.0,7.0,24.0,5.0
E01002441,Hillingdon 003D,E02000496,Hillingdon 003,E09000017,Hillingdon,20.0,26.0,26.0,17.0,16.0,25.0,10.0,8.0,16.0,80.0,14.0
E01002442,Hillingdon 003E,E02000496,Hillingdon 003,E09000017,Hillingdon,8.0,7.0,9.0,23.0,20.0,6.0,16.0,10.0,14.0,34.0,15.0
E01002443,Hillingdon 032A,E02000525,Hillingdon 032,E09000017,Hillingdon,38.0,36.0,27.0,19.0,32.0,17.0,31.0,18.0,18.0,24.0,13.0
E01002444,Hillingdon 031A,E02000524,Hillingdon 031,E09000017,Hillingdon,82.0,60.0,68.0,92.0,85.0,87.0,69.0,79.0,90.0,68.0,66.0
E01002445,Hillingdon 029A,E02000522,Hillingdon 029,E09000017,Hillingdon,37.0,21.0,20.0,22.0,23.0,30.0,30.0,15.0,18.0,12.0,25.0
E01002446,Hillingdon 031B,E02000524,Hillingdon 031,E09000017,Hillingdon,15.0,12.0,11.0,20.0,20.0,19.0,24.0,20.0,17.0,20.0,12.0
E01002447,Hillingdon 031C,E02000524,Hillingdon 031,E09000017,Hillingdon,27.0,23.0,28.0,20.0,24.0,28.0,26.0,9.0,19.0,32.0,19.0
E01002448,Hillingdon 032B,E02000525,Hillingdon 032,E09000017,Hillingdon,25.0,23.0,12.0,17.0,14.0,17.0,15.0,15.0,14.0,20.0,12.0
E01002449,Hillingdon 032C,E02000525,Hillingdon 032,E09000017,Hillingdon,31.0,14.0,14.0,20.0,18.0,20.0,25.0,17.0,18.0,20.0,21.0
E01002450,Hillingdon 014A,E02000507,Hillingdon 014,E09000017,Hillingdon,8.0,3.0,6.0,6.0,4.0,7.0,9.0,9.0,6.0,2.0,3.0
E01002451,Hillingdon 014B,E02000507,Hillingdon 014,E09000017,Hillingdon,7.0,4.0,3.0,7.0,3.0,7.0,4.0,3.0,6.0,8.0,3.0
E01002452,Hillingdon 014C,E02000507,Hillingdon 014,E09000017,Hillingdon,3.0,1.0,11.0,4.0,3.0,8.0,12.0,6.0,3.0,10.0,4.0
E01002453,Hillingdon 014D,E02000507,Hillingdon 014,E09000017,Hillingdon,9.0,7.0,18.0,16.0,4.0,3.0,5.0,2.0,7.0,2.0,8.0
E01002454,Hillingdon 014E,E02000507,Hillingdon 014,E09000017,Hillingdon,17.0,13.0,11.0,13.0,9.0,15.0,14.0,17.0,17.0,16.0,16.0
E01002455,Hillingdon 019D,E02000512,Hillingdon 019,E09000017,Hillingdon,16.0,19.0,15.0,9.0,15.0,23.0,30.0,19.0,23.0,10.0,18.0
E01002456,Hillingdon 017C,E02000510,Hillingdon 017,E09000017,Hillingdon,25.0,11.0,8.0,13.0,10.0,7.0,14.0,13.0,12.0,20.0,15.0
E01002457,Hillingdon 019E,E02000512,Hillingdon 019,E09000017,Hillingdon,29.0,21.0,7.0,19.0,27.0,19.0,19.0,7.0,16.0,14.0,11.0
E01002458,Hillingdon 011A,E02000504,Hillingdon 011,E09000017,Hillingdon,7.0,5.0,2.0,1.0,2.0,4.0,2.0,15.0,5.0,8.0,1.0
E01002459,Hillingdon 011B,E02000504,Hillingdon 011,E09000017,Hillingdon,5.0,0.0,6.0,4.0,2.0,0.0,5.0,3.0,4.0,2.0,4.0
E01002460,Hillingdon 011C,E02000504,Hillingdon 011,E09000017,Hillingdon,14.0,14.0,6.0,9.0,14.0,9.0,20.0,10.0,16.0,6.0,6.0
E01002461,Hillingdon 013A,E02000506,Hillingdon 013,E09000017,Hillingdon,3.0,4.0,3.0,6.0,5.0,5.0,7.0,12.0,13.0,28.0,8.0
E01002462,Hillingdon 011D,E02000504,Hillingdon 011,E09000017,Hillingdon,1.0,3.0,2.0,3.0,6.0,2.0,6.0,5.0,6.0,2.0,2.0
E01002463,Hillingdon 013B,E02000506,Hillingdon 013,E09000017,Hillingdon,10.0,9.0,4.0,8.0,6.0,3.0,5.0,1.0,4.0,10.0,2.0
E01002464,Hillingdon 011E,E02000504,Hillingdon 011,E09000017,Hillingdon,8.0,5.0,4.0,7.0,5.0,8.0,3.0,7.0,1.0,0.0,4.0
E01002465,Hillingdon 009A,E02000502,Hillingdon 009,E09000017,Hillingdon,17.0,19.0,11.0,11.0,14.0,13.0,15.0,9.0,9.0,18.0,9.0
E01002466,Hillingdon 010B,E02000503,Hillingdon 010,E09000017,Hillingdon,17.0,7.0,7.0,3.0,7.0,9.0,9.0,7.0,7.0,10.0,7.0
E01002467,Hillingdon 009B,E02000502,Hillingdon 009,E09000017,Hillingdon,6.0,8.0,4.0,3.0,1.0,4.0,8.0,11.0,8.0,16.0,0.0
E01002468,Hillingdon 010C,E02000503,Hillingdon 010,E09000017,Hillingdon,14.0,7.0,9.0,4.0,7.0,6.0,6.0,8.0,11.0,6.0,8.0
E01002469,Hillingdon 010D,E02000503,Hillingdon 010,E09000017,Hillingdon,5.0,7.0,2.0,6.0,4.0,7.0,5.0,6.0,3.0,2.0,4.0
E01002470,Hillingdon 007D,E02000500,Hillingdon 007,E09000017,Hillingdon,19.0,33.0,32.0,32.0,26.0,12.0,15.0,13.0,14.0,20.0,14.0
E01002471,Hillingdon 008E,E02000501,Hillingdon 008,E09000017,Hillingdon,8.0,9.0,3.0,5.0,3.0,5.0,4.0,9.0,7.0,6.0,3.0
E01002472,Hillingdon 002A,E02000495,Hillingdon 002,E09000017,Hillingdon,13.0,3.0,7.0,6.0,4.0,8.0,12.0,5.0,7.0,10.0,3.0
E01002473,Hillingdon 001A,E02000494,Hillingdon 001,E09000017,Hillingdon,4.0,6.0,3.0,6.0,4.0,7.0,6.0,12.0,5.0,2.0,6.0
E01002474,Hillingdon 002B,E02000495,Hillingdon 002,E09000017,Hillingdon,6.0,9.0,4.0,1.0,6.0,3.0,11.0,7.0,8.0,4.0,9.0
E01002475,Hillingdon 001B,E02000494,Hillingdon 001,E09000017,Hillingdon,11.0,4.0,11.0,18.0,4.0,5.0,13.0,7.0,7.0,10.0,18.0
E01002476,Hillingdon 001C,E02000494,Hillingdon 001,E09000017,Hillingdon,2.0,5.0,9.0,2.0,1.0,2.0,4.0,3.0,5.0,2.0,1.0
E01002477,Hillingdon 001D,E02000494,Hillingdon 001,E09000017,Hillingdon,7.0,7.0,3.0,2.0,1.0,6.0,4.0,1.0,4.0,4.0,5.0
E01002478,Hillingdon 002C,E02000495,Hillingdon 002,E09000017,Hillingdon,13.0,15.0,5.0,6.0,5.0,12.0,11.0,5.0,15.0,0.0,12.0
E01002479,Hillingdon 004C,E02000497,Hillingdon 004,E09000017,Hillingdon,16.0,9.0,10.0,7.0,10.0,11.0,6.0,10.0,15.0,18.0,13.0
E01002480,Hillingdon 004D,E02000497,Hillingdon 004,E09000017,Hillingdon,7.0,2.0,4.0,8.0,2.0,4.0,7.0,5.0,2.0,4.0,4.0
E01002481,Hillingdon 004E,E02000497,Hillingdon 004,E09000017,Hillingdon,10.0,9.0,7.0,9.0,10.0,16.0,8.0,7.0,10.0,14.0,7.0
E01002482,Hillingdon 001E,E02000494,Hillingdon 001,E09000017,Hillingdon,6.0,3.0,4.0,4.0,5.0,3.0,3.0,2.0,4.0,0.0,3.0
E01002483,Hillingdon 002D,E02000495,Hillingdon 002,E09000017,Hillingdon,21.0,13.0,8.0,10.0,5.0,8.0,14.0,11.0,11.0,6.0,10.0
E01002484,Hillingdon 002E,E02000495,Hillingdon 002,E09000017,Hillingdon,15.0,10.0,7.0,17.0,8.0,9.0,12.0,5.0,11.0,4.0,12.0
E01002485,Hillingdon 002F,E02000495,Hillingdon 002,E09000017,Hillingdon,25.0,24.0,7.0,12.0,7.0,17.0,15.0,15.0,12.0,8.0,10.0
E01002486,Hillingdon 028A,E02000521,Hillingdon 028,E09000017,Hillingdon,19.0,23.0,9.0,18.0,21.0,14.0,20.0,15.0,19.0,10.0,9.0
E01002487,Hillingdon 028B,E02000521,Hillingdon 028,E09000017,Hillingdon,5.0,17.0,9.0,17.0,8.0,7.0,6.0,12.0,12.0,12.0,16.0
E01002488,Hillingdon 030B,E02000523,Hillingdon 030,E09000017,Hillingdon,10.0,14.0,4.0,7.0,11.0,9.0,9.0,9.0,10.0,12.0,7.0
E01002489,Hillingdon 030C,E02000523,Hillingdon 030,E09000017,Hillingdon,19.0,14.0,9.0,20.0,12.0,9.0,17.0,14.0,16.0,8.0,14.0
E01002490,Hillingdon 030D,E02000523,Hillingdon 030,E09000017,Hillingdon,29.0,16.0,5.0,17.0,11.0,19.0,20.0,13.0,22.0,18.0,11.0
E01002491,Hillingdon 032D,E02000525,Hillingdon 032,E09000017,Hillingdon,21.0,9.0,15.0,15.0,23.0,10.0,5.0,10.0,9.0,18.0,6.0
E01002492,Hillingdon 030E,E02000523,Hillingdon 030,E09000017,Hillingdon,14.0,9.0,14.0,10.0,9.0,7.0,5.0,3.0,4.0,4.0,5.0
E01002493,Hillingdon 032E,E02000525,Hillingdon 032,E09000017,Hillingdon,22.0,13.0,17.0,19.0,19.0,19.0,8.0,8.0,5.0,12.0,9.0
E01002494,Hillingdon 009C,E02000502,Hillingdon 009,E09000017,Hillingdon,11.0,6.0,12.0,6.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0
E01002495,Hillingdon 010E,E02000503,Hillingdon 010,E09000017,Hillingdon,21.0,6.0,3.0,9.0,13.0,8.0,9.0,16.0,10.0,6.0,12.0
E01002496,Hillingdon 033A,E02006796,Hillingdon 033,E09000017,Hillingdon,18.0,10.0,11.0,12.0,15.0,11.0,11.0,12.0,15.0,20.0,10.0
E01002497,Hillingdon 033B,E02006796,Hillingdon 033,E09000017,Hillingdon,20.0,21.0,17.0,19.0,17.0,17.0,18.0,25.0,39.0,24.0,8.0
