LSOA11CD,LSOA11NM,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
E01002147,Harrow 004C,E02000436,Harrow 004,E09000015,Harrow,4.0,5.0,3.0,0.0,3.0,2.0,4.0,1.0,2.0,4.0,1.0
E01002148,Harrow 006B,E02000438,Harrow 006,E09000015,Harrow,9.0,6.0,3.0,3.0,2.0,2.0,4.0,3.0,6.0,6.0,4.0
E01002149,Harrow 004D,E02000436,Harrow 004,E09000015,Harrow,8.0,2.0,1.0,2.0,3.0,0.0,2.0,1.0,2.0,0.0,1.0
E01002150,Harrow 006C,E02000438,Harrow 006,E09000015,Harrow,18.0,9.0,12.0,17.0,6.0,14.0,9.0,6.0,6.0,8.0,7.0
E01002151,Harrow 006D,E02000438,Harrow 006,E09000015,Harrow,19.0,28.0,16.0,10.0,13.0,7.0,12.0,19.0,10.0,10.0,6.0
E01002152,Harrow 006E,E02000438,Harrow 006,E09000015,Harrow,5.0,4.0,2.0,4.0,1.0,0.0,1.0,1.0,3.0,6.0,6.0
E01002153,Harrow 019A,E02000451,Harrow 019,E09000015,Harrow,5.0,3.0,3.0,2.0,5.0,3.0,4.0,0.0,1.0,0.0,6.0
E01002154,Harrow 015A,E02000447,Harrow 015,E09000015,Harrow,5.0,12.0,6.0,10.0,9.0,21.0,11.0,13.0,6.0,8.0,8.0
E01002155,Harrow 019B,E02000451,Harrow 019,E09000015,Harrow,2.0,1.0,2.0,4.0,2.0,2.0,5.0,1.0,4.0,8.0,3.0
E01002156,Harrow 015B,E02000447,Harrow 015,E09000015,Harrow,4.0,2.0,5.0,8.0,5.0,3.0,3.0,2.0,4.0,2.0,5.0
E01002157,Harrow 019C,E02000451,Harrow 019,E09000015,Harrow,9.0,9.0,12.0,8.0,10.0,10.0,12.0,6.0,8.0,18.0,4.0
E01002158,Harrow 019D,E02000451,Harrow 019,E09000015,Harrow,2.0,2.0,1.0,9.0,6.0,6.0,1.0,6.0,1.0,2.0,1.0
E01002159,Harrow 021A,E02000453,Harrow 021,E09000015,Harrow,8.0,12.0,15.0,5.0,8.0,3.0,7.0,7.0,7.0,12.0,5.0
E01002160,Harrow 021B,E02000453,Harrow 021,E09000015,Harrow,8.0,9.0,10.0,8.0,6.0,8.0,10.0,24.0,10.0,8.0,14.0
E01002161,Harrow 021C,E02000453,Harrow 021,E09000015,Harrow,6.0,5.0,8.0,9.0,13.0,10.0,11.0,15.0,15.0,22.0,7.0
E01002162,Harrow 015C,E02000447,Harrow 015,E09000015,Harrow,14.0,3.0,6.0,10.0,4.0,5.0,16.0,8.0,5.0,4.0,5.0
E01002163,Harrow 015D,E02000447,Harrow 015,E09000015,Harrow,3.0,7.0,2.0,4.0,6.0,3.0,2.0,5.0,3.0,2.0,0.0
E01002164,Harrow 021D,E02000453,Harrow 021,E09000015,Harrow,7.0,4.0,4.0,4.0,5.0,8.0,5.0,8.0,3.0,4.0,6.0
E01002165,Harrow 017A,E02000449,Harrow 017,E09000015,Harrow,7.0,8.0,5.0,6.0,9.0,8.0,6.0,2.0,8.0,4.0,1.0
E01002166,Harrow 017B,E02000449,Harrow 017,E09000015,Harrow,3.0,0.0,4.0,2.0,5.0,4.0,4.0,3.0,9.0,2.0,2.0
E01002167,Harrow 017C,E02000449,Harrow 017,E09000015,Harrow,6.0,3.0,9.0,2.0,3.0,4.0,2.0,2.0,5.0,6.0,3.0
E01002168,Harrow 017D,E02000449,Harrow 017,E09000015,Harrow,18.0,9.0,9.0,3.0,6.0,6.0,6.0,6.0,10.0,0.0,3.0
E01002169,Harrow 017E,E02000449,Harrow 017,E09000015,Harrow,4.0,1.0,10.0,5.0,6.0,9.0,6.0,6.0,7.0,2.0,7.0
E01002170,Harrow 033A,E02006882,Harrow 033,E09000015,Harrow,5.0,4.0,9.0,7.0,2.0,1.0,2.0,4.0,0.0,4.0,5.0
E01002171,Harrow 033B,E02006882,Harrow 033,E09000015,Harrow,5.0,1.0,6.0,12.0,5.0,3.0,4.0,7.0,5.0,2.0,5.0
E01002172,Harrow 033C,E02006882,Harrow 033,E09000015,Harrow,12.0,13.0,8.0,5.0,3.0,3.0,14.0,6.0,6.0,10.0,7.0
E01002173,Harrow 033D,E02006882,Harrow 033,E09000015,Harrow,6.0,3.0,7.0,2.0,1.0,6.0,2.0,2.0,2.0,4.0,5.0
E01002174,Harrow 033E,E02006882,Harrow 033,E09000015,Harrow,6.0,0.0,1.0,3.0,4.0,5.0,0.0,1.0,5.0,0.0,4.0
E01002175,Harrow 033F,E02006882,Harrow 033,E09000015,Harrow,16.0,14.0,7.0,8.0,7.0,5.0,6.0,6.0,8.0,16.0,5.0
E01002176,Harrow 033G,E02006882,Harrow 033,E09000015,Harrow,14.0,11.0,5.0,9.0,7.0,6.0,9.0,5.0,11.0,6.0,11.0
E01002177,Harrow 033H,E02006882,Harrow 033,E09000015,Harrow,9.0,7.0,4.0,5.0,5.0,8.0,6.0,8.0,2.0,12.0,2.0
E01002178,Harrow 033I,E02006882,Harrow 033,E09000015,Harrow,5.0,2.0,3.0,10.0,4.0,6.0,5.0,3.0,5.0,2.0,1.0
E01002179,Harrow 013A,E02000445,Harrow 013,E09000015,Harrow,30.0,29.0,29.0,32.0,30.0,28.0,23.0,19.0,15.0,8.0,18.0
E01002180,Harrow 013B,E02000445,Harrow 013,E09000015,Harrow,24.0,15.0,21.0,14.0,26.0,15.0,17.0,16.0,18.0,20.0,24.0
E01002181,Harrow 020C,E02000452,Harrow 020,E09000015,Harrow,10.0,5.0,10.0,13.0,6.0,16.0,7.0,6.0,10.0,4.0,5.0
E01002182,Harrow 020D,E02000452,Harrow 020,E09000015,Harrow,10.0,11.0,18.0,10.0,6.0,9.0,11.0,8.0,8.0,10.0,9.0
E01002183,Harrow 013C,E02000445,Harrow 013,E09000015,Harrow,16.0,5.0,12.0,9.0,8.0,7.0,12.0,6.0,5.0,4.0,6.0
E01002184,Harrow 013D,E02000445,Harrow 013,E09000015,Harrow,7.0,4.0,6.0,18.0,5.0,11.0,6.0,11.0,14.0,14.0,8.0
E01002185,Harrow 009A,E02000441,Harrow 009,E09000015,Harrow,16.0,9.0,7.0,5.0,5.0,17.0,16.0,7.0,11.0,4.0,8.0
E01002186,Harrow 009B,E02000441,Harrow 009,E09000015,Harrow,12.0,8.0,9.0,10.0,9.0,2.0,8.0,15.0,17.0,18.0,8.0
E01002187,Harrow 009C,E02000441,Harrow 009,E09000015,Harrow,12.0,11.0,7.0,10.0,13.0,8.0,5.0,2.0,6.0,14.0,5.0
E01002188,Harrow 016A,E02000448,Harrow 016,E09000015,Harrow,4.0,5.0,1.0,3.0,1.0,5.0,6.0,3.0,3.0,6.0,4.0
E01002189,Harrow 016B,E02000448,Harrow 016,E09000015,Harrow,14.0,12.0,11.0,5.0,6.0,13.0,12.0,14.0,8.0,12.0,12.0
E01002190,Harrow 009D,E02000441,Harrow 009,E09000015,Harrow,14.0,0.0,7.0,2.0,3.0,6.0,2.0,1.0,4.0,2.0,5.0
E01002191,Harrow 022A,E02000454,Harrow 022,E09000015,Harrow,10.0,9.0,2.0,7.0,3.0,3.0,4.0,4.0,1.0,0.0,3.0
E01002192,Harrow 016C,E02000448,Harrow 016,E09000015,Harrow,8.0,2.0,2.0,4.0,7.0,3.0,4.0,6.0,2.0,4.0,3.0
E01002193,Harrow 016D,E02000448,Harrow 016,E09000015,Harrow,9.0,13.0,8.0,4.0,7.0,9.0,7.0,8.0,6.0,4.0,4.0
E01002194,Harrow 022B,E02000454,Harrow 022,E09000015,Harrow,6.0,5.0,1.0,3.0,2.0,5.0,3.0,1.0,3.0,4.0,4.0
E01002195,Harrow 022C,E02000454,Harrow 022,E09000015,Harrow,7.0,6.0,2.0,2.0,6.0,1.0,9.0,0.0,4.0,6.0,1.0
E01002196,Harrow 022D,E02000454,Harrow 022,E09000015,Harrow,4.0,4.0,4.0,2.0,3.0,0.0,12.0,1.0,0.0,4.0,1.0
E01002197,Harrow 012B,E02000444,Harrow 012,E09000015,Harrow,5.0,6.0,1.0,8.0,2.0,2.0,1.0,3.0,4.0,0.0,1.0
E01002198,Harrow 010C,E02000442,Harrow 010,E09000015,Harrow,10.0,3.0,19.0,5.0,6.0,8.0,6.0,4.0,16.0,6.0,5.0
E01002199,Harrow 012C,E02000444,Harrow 012,E09000015,Harrow,3.0,4.0,1.0,3.0,2.0,5.0,2.0,3.0,4.0,2.0,1.0
E01002200,Harrow 010D,E02000442,Harrow 010,E09000015,Harrow,14.0,6.0,3.0,8.0,2.0,18.0,8.0,8.0,3.0,2.0,8.0
E01002201,Harrow 012D,E02000444,Harrow 012,E09000015,Harrow,8.0,9.0,5.0,1.0,6.0,3.0,2.0,2.0,4.0,2.0,2.0
E01002202,Harrow 012E,E02000444,Harrow 012,E09000015,Harrow,14.0,10.0,14.0,7.0,12.0,9.0,17.0,8.0,23.0,14.0,9.0
E01002203,Harrow 010E,E02000442,Harrow 010,E09000015,Harrow,4.0,11.0,4.0,6.0,11.0,4.0,7.0,4.0,2.0,4.0,8.0
E01002204,Harrow 032A,E02006795,Harrow 032,E09000015,Harrow,13.0,7.0,5.0,15.0,10.0,13.0,9.0,21.0,9.0,12.0,5.0
E01002206,Harrow 032B,E02006795,Harrow 032,E09000015,Harrow,6.0,10.0,4.0,10.0,3.0,6.0,2.0,2.0,4.0,6.0,5.0
E01002207,Harrow 032C,E02006795,Harrow 032,E09000015,Harrow,7.0,4.0,6.0,5.0,7.0,10.0,6.0,3.0,4.0,4.0,1.0
E01002208,Harrow 025A,E02000457,Harrow 025,E09000015,Harrow,4.0,2.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0
E01002209,Harrow 025B,E02000457,Harrow 025,E09000015,Harrow,7.0,16.0,8.0,7.0,7.0,3.0,7.0,13.0,12.0,20.0,14.0
E01002210,Harrow 032D,E02006795,Harrow 032,E09000015,Harrow,2.0,4.0,3.0,3.0,7.0,4.0,1.0,2.0,2.0,6.0,2.0
E01002211,Harrow 028A,E02000460,Harrow 028,E09000015,Harrow,11.0,4.0,3.0,9.0,9.0,8.0,14.0,8.0,11.0,22.0,9.0
E01002212,Harrow 028B,E02000460,Harrow 028,E09000015,Harrow,15.0,11.0,10.0,9.0,17.0,10.0,7.0,17.0,20.0,40.0,19.0
E01002213,Harrow 027D,E02000459,Harrow 027,E09000015,Harrow,32.0,14.0,28.0,28.0,20.0,30.0,27.0,21.0,31.0,18.0,26.0
E01002214,Harrow 031A,E02000463,Harrow 031,E09000015,Harrow,14.0,4.0,12.0,14.0,4.0,20.0,10.0,8.0,8.0,10.0,6.0
E01002215,Harrow 031B,E02000463,Harrow 031,E09000015,Harrow,8.0,15.0,12.0,11.0,14.0,18.0,13.0,8.0,13.0,2.0,3.0
E01002216,Harrow 028C,E02000460,Harrow 028,E09000015,Harrow,4.0,10.0,4.0,2.0,9.0,6.0,4.0,3.0,7.0,4.0,2.0
E01002217,Harrow 028D,E02000460,Harrow 028,E09000015,Harrow,18.0,21.0,13.0,8.0,11.0,9.0,9.0,11.0,8.0,10.0,4.0
E01002218,Harrow 030A,E02000462,Harrow 030,E09000015,Harrow,11.0,7.0,8.0,6.0,9.0,8.0,5.0,4.0,5.0,4.0,4.0
E01002219,Harrow 030B,E02000462,Harrow 030,E09000015,Harrow,22.0,18.0,8.0,17.0,23.0,19.0,19.0,17.0,20.0,26.0,13.0
E01002220,Harrow 031C,E02000463,Harrow 031,E09000015,Harrow,8.0,2.0,10.0,2.0,6.0,3.0,6.0,4.0,6.0,6.0,4.0
E01002221,Harrow 030C,E02000462,Harrow 030,E09000015,Harrow,6.0,9.0,18.0,10.0,11.0,5.0,9.0,10.0,5.0,6.0,10.0
E01002222,Harrow 030D,E02000462,Harrow 030,E09000015,Harrow,3.0,5.0,6.0,5.0,8.0,3.0,4.0,5.0,5.0,2.0,6.0
E01002223,Harrow 031D,E02000463,Harrow 031,E09000015,Harrow,17.0,7.0,5.0,9.0,5.0,7.0,7.0,3.0,8.0,4.0,2.0
E01002224,Harrow 031E,E02000463,Harrow 031,E09000015,Harrow,9.0,11.0,6.0,7.0,9.0,4.0,5.0,4.0,9.0,8.0,7.0
E01002225,Harrow 001C,E02000433,Harrow 001,E09000015,Harrow,4.0,2.0,8.0,3.0,2.0,4.0,5.0,3.0,4.0,4.0,2.0
E01002226,Harrow 001D,E02000433,Harrow 001,E09000015,Harrow,31.0,38.0,45.0,42.0,18.0,17.0,17.0,12.0,21.0,12.0,17.0
E01002227,Harrow 003A,E02000435,Harrow 003,E09000015,Harrow,7.0,8.0,12.0,4.0,5.0,14.0,7.0,6.0,14.0,2.0,8.0
E01002228,Harrow 003B,E02000435,Harrow 003,E09000015,Harrow,5.0,12.0,3.0,10.0,18.0,4.0,3.0,3.0,7.0,4.0,7.0
E01002229,Harrow 003C,E02000435,Harrow 003,E09000015,Harrow,14.0,11.0,11.0,10.0,12.0,10.0,13.0,1.0,8.0,4.0,2.0
E01002230,Harrow 003D,E02000435,Harrow 003,E09000015,Harrow,2.0,7.0,2.0,3.0,9.0,6.0,2.0,1.0,3.0,4.0,6.0
E01002231,Harrow 013E,E02000445,Harrow 013,E09000015,Harrow,8.0,7.0,7.0,5.0,5.0,4.0,5.0,11.0,9.0,8.0,8.0
E01002232,Harrow 011A,E02000443,Harrow 011,E09000015,Harrow,15.0,18.0,10.0,17.0,10.0,12.0,20.0,14.0,12.0,22.0,10.0
E01002233,Harrow 011B,E02000443,Harrow 011,E09000015,Harrow,26.0,23.0,10.0,17.0,12.0,21.0,8.0,15.0,16.0,16.0,15.0
E01002234,Harrow 011C,E02000443,Harrow 011,E09000015,Harrow,13.0,13.0,3.0,9.0,15.0,18.0,9.0,9.0,8.0,8.0,6.0
E01002235,Harrow 011D,E02000443,Harrow 011,E09000015,Harrow,9.0,15.0,11.0,9.0,20.0,5.0,14.0,7.0,14.0,10.0,6.0
E01002236,Harrow 011E,E02000443,Harrow 011,E09000015,Harrow,7.0,10.0,5.0,11.0,6.0,5.0,12.0,8.0,14.0,6.0,16.0
E01002237,Harrow 024A,E02000456,Harrow 024,E09000015,Harrow,17.0,14.0,11.0,9.0,12.0,7.0,3.0,3.0,7.0,6.0,6.0
E01002238,Harrow 024B,E02000456,Harrow 024,E09000015,Harrow,13.0,6.0,16.0,20.0,6.0,3.0,15.0,5.0,10.0,2.0,5.0
E01002239,Harrow 025C,E02000457,Harrow 025,E09000015,Harrow,8.0,4.0,10.0,1.0,3.0,3.0,1.0,7.0,3.0,8.0,3.0
E01002240,Harrow 024C,E02000456,Harrow 024,E09000015,Harrow,13.0,10.0,3.0,2.0,8.0,9.0,4.0,8.0,5.0,18.0,3.0
E01002241,Harrow 025D,E02000457,Harrow 025,E09000015,Harrow,11.0,9.0,17.0,8.0,10.0,9.0,5.0,5.0,8.0,4.0,3.0
E01002242,Harrow 024D,E02000456,Harrow 024,E09000015,Harrow,15.0,2.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,6.0,5.0
E01002243,Havering 013A,E02000476,Havering 013,E09000016,Havering,19.0,20.0,24.0,12.0,26.0,25.0,21.0,13.0,9.0,4.0,26.0
E01002244,Havering 011A,E02000474,Havering 011,E09000016,Havering,9.0,10.0,13.0,11.0,13.0,13.0,17.0,9.0,10.0,14.0,10.0
E01002245,Havering 011B,E02000474,Havering 011,E09000016,Havering,13.0,10.0,4.0,9.0,13.0,31.0,4.0,7.0,12.0,8.0,9.0
E01002246,Havering 017A,E02000480,Havering 017,E09000016,Havering,7.0,4.0,13.0,9.0,11.0,11.0,13.0,9.0,10.0,4.0,9.0
E01002247,Havering 017B,E02000480,Havering 017,E09000016,Havering,11.0,11.0,17.0,7.0,17.0,16.0,12.0,7.0,8.0,6.0,8.0
E01002248,Havering 017C,E02000480,Havering 017,E09000016,Havering,24.0,18.0,42.0,25.0,21.0,29.0,43.0,22.0,19.0,22.0,21.0
E01002249,Havering 017D,E02000480,Havering 017,E09000016,Havering,16.0,24.0,11.0,25.0,22.0,43.0,35.0,19.0,33.0,32.0,20.0
E01002250,Havering 017E,E02000480,Havering 017,E09000016,Havering,6.0,6.0,9.0,11.0,11.0,13.0,14.0,12.0,8.0,14.0,10.0
E01002251,Havering 017F,E02000480,Havering 017,E09000016,Havering,15.0,14.0,7.0,11.0,6.0,12.0,4.0,7.0,4.0,6.0,11.0
E01002252,Havering 018A,E02000481,Havering 018,E09000016,Havering,7.0,8.0,0.0,6.0,3.0,5.0,6.0,8.0,7.0,2.0,4.0
E01002253,Havering 019A,E02000482,Havering 019,E09000016,Havering,6.0,5.0,1.0,2.0,6.0,4.0,7.0,2.0,0.0,2.0,4.0
E01002254,Havering 019B,E02000482,Havering 019,E09000016,Havering,17.0,4.0,3.0,7.0,5.0,2.0,11.0,2.0,4.0,4.0,2.0
E01002255,Havering 022A,E02000485,Havering 022,E09000016,Havering,7.0,10.0,5.0,13.0,3.0,3.0,6.0,1.0,3.0,2.0,1.0
E01002256,Havering 018B,E02000481,Havering 018,E09000016,Havering,6.0,3.0,3.0,0.0,4.0,5.0,3.0,2.0,5.0,4.0,0.0
E01002257,Havering 019C,E02000482,Havering 019,E09000016,Havering,4.0,3.0,0.0,6.0,2.0,5.0,5.0,3.0,4.0,0.0,1.0
E01002258,Havering 018C,E02000481,Havering 018,E09000016,Havering,12.0,11.0,5.0,17.0,9.0,9.0,12.0,8.0,10.0,16.0,6.0
E01002259,Havering 018D,E02000481,Havering 018,E09000016,Havering,10.0,10.0,4.0,5.0,1.0,7.0,6.0,4.0,2.0,14.0,4.0
E01002260,Havering 026A,E02000489,Havering 026,E09000016,Havering,8.0,6.0,12.0,5.0,4.0,12.0,4.0,7.0,3.0,2.0,5.0
E01002261,Havering 026B,E02000489,Havering 026,E09000016,Havering,12.0,7.0,12.0,8.0,18.0,16.0,11.0,6.0,6.0,4.0,2.0
E01002262,Havering 026C,E02000489,Havering 026,E09000016,Havering,13.0,8.0,2.0,8.0,12.0,11.0,12.0,9.0,5.0,4.0,8.0
E01002263,Havering 026D,E02000489,Havering 026,E09000016,Havering,7.0,3.0,3.0,4.0,6.0,6.0,3.0,2.0,4.0,8.0,4.0
E01002264,Havering 026E,E02000489,Havering 026,E09000016,Havering,13.0,10.0,11.0,10.0,11.0,15.0,9.0,6.0,7.0,4.0,12.0
E01002265,Havering 025A,E02000488,Havering 025,E09000016,Havering,12.0,3.0,6.0,4.0,8.0,7.0,0.0,5.0,3.0,0.0,3.0
E01002266,Havering 027A,E02000490,Havering 027,E09000016,Havering,8.0,4.0,5.0,7.0,9.0,8.0,4.0,4.0,2.0,12.0,6.0
E01002267,Havering 027B,E02000490,Havering 027,E09000016,Havering,20.0,23.0,9.0,7.0,18.0,15.0,8.0,13.0,24.0,4.0,8.0
E01002268,Havering 010A,E02000473,Havering 010,E09000016,Havering,4.0,9.0,1.0,2.0,2.0,3.0,7.0,6.0,4.0,2.0,4.0
E01002269,Havering 010B,E02000473,Havering 010,E09000016,Havering,10.0,3.0,7.0,4.0,5.0,4.0,6.0,8.0,4.0,4.0,3.0
E01002270,Havering 015A,E02000478,Havering 015,E09000016,Havering,7.0,7.0,1.0,8.0,2.0,2.0,2.0,5.0,5.0,6.0,4.0
E01002271,Havering 015B,E02000478,Havering 015,E09000016,Havering,3.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,4.0,2.0
E01002272,Havering 014A,E02000477,Havering 014,E09000016,Havering,7.0,4.0,7.0,4.0,3.0,2.0,3.0,6.0,3.0,0.0,4.0
E01002273,Havering 015C,E02000478,Havering 015,E09000016,Havering,9.0,2.0,5.0,1.0,4.0,5.0,2.0,4.0,2.0,4.0,12.0
E01002274,Havering 014B,E02000477,Havering 014,E09000016,Havering,3.0,3.0,3.0,5.0,3.0,7.0,5.0,17.0,3.0,2.0,4.0
E01002275,Havering 015D,E02000478,Havering 015,E09000016,Havering,10.0,4.0,5.0,1.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0
E01002276,Havering 001A,E02000464,Havering 001,E09000016,Havering,13.0,11.0,10.0,26.0,11.0,16.0,18.0,20.0,16.0,16.0,14.0
E01002277,Havering 002A,E02000465,Havering 002,E09000016,Havering,13.0,9.0,6.0,17.0,10.0,19.0,19.0,23.0,13.0,10.0,3.0
E01002278,Havering 001B,E02000464,Havering 001,E09000016,Havering,13.0,14.0,11.0,13.0,20.0,12.0,27.0,7.0,13.0,20.0,10.0
E01002279,Havering 002B,E02000465,Havering 002,E09000016,Havering,18.0,11.0,5.0,26.0,13.0,5.0,7.0,8.0,7.0,8.0,10.0
E01002280,Havering 004A,E02000467,Havering 004,E09000016,Havering,17.0,25.0,24.0,26.0,18.0,18.0,24.0,11.0,9.0,10.0,15.0
E01002281,Havering 002C,E02000465,Havering 002,E09000016,Havering,23.0,25.0,18.0,25.0,37.0,27.0,30.0,20.0,20.0,34.0,19.0
E01002282,Havering 004B,E02000467,Havering 004,E09000016,Havering,25.0,26.0,27.0,29.0,41.0,20.0,39.0,18.0,22.0,32.0,21.0
E01002283,Havering 002D,E02000465,Havering 002,E09000016,Havering,8.0,26.0,17.0,12.0,15.0,23.0,10.0,8.0,10.0,14.0,9.0
E01002284,Havering 004C,E02000467,Havering 004,E09000016,Havering,15.0,17.0,9.0,16.0,12.0,14.0,29.0,19.0,14.0,26.0,13.0
E01002285,Havering 025B,E02000488,Havering 025,E09000016,Havering,5.0,1.0,8.0,4.0,3.0,8.0,4.0,3.0,2.0,0.0,2.0
E01002286,Havering 025C,E02000488,Havering 025,E09000016,Havering,5.0,3.0,3.0,3.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0
E01002287,Havering 023A,E02000486,Havering 023,E09000016,Havering,8.0,3.0,9.0,6.0,8.0,5.0,11.0,2.0,4.0,4.0,4.0
E01002288,Havering 025D,E02000488,Havering 025,E09000016,Havering,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01002289,Havering 022B,E02000485,Havering 022,E09000016,Havering,2.0,4.0,9.0,6.0,2.0,3.0,3.0,1.0,4.0,6.0,3.0
E01002290,Havering 025E,E02000488,Havering 025,E09000016,Havering,8.0,3.0,13.0,10.0,2.0,5.0,4.0,4.0,8.0,2.0,6.0
E01002291,Havering 023B,E02000486,Havering 023,E09000016,Havering,17.0,8.0,5.0,8.0,3.0,6.0,6.0,8.0,7.0,4.0,9.0
E01002292,Havering 022C,E02000485,Havering 022,E09000016,Havering,7.0,9.0,29.0,7.0,8.0,9.0,8.0,4.0,9.0,4.0,3.0
E01002293,Havering 007A,E02000470,Havering 007,E09000016,Havering,24.0,23.0,15.0,31.0,38.0,32.0,28.0,22.0,13.0,16.0,27.0
E01002294,Havering 007B,E02000470,Havering 007,E09000016,Havering,6.0,5.0,2.0,1.0,8.0,3.0,11.0,5.0,5.0,2.0,5.0
E01002295,Havering 010C,E02000473,Havering 010,E09000016,Havering,1.0,6.0,7.0,5.0,3.0,20.0,4.0,10.0,6.0,10.0,6.0
E01002296,Havering 007C,E02000470,Havering 007,E09000016,Havering,11.0,4.0,17.0,7.0,7.0,7.0,3.0,10.0,5.0,12.0,5.0
E01002297,Havering 004D,E02000467,Havering 004,E09000016,Havering,22.0,14.0,8.0,15.0,18.0,19.0,32.0,7.0,8.0,14.0,11.0
E01002298,Havering 007D,E02000470,Havering 007,E09000016,Havering,29.0,17.0,11.0,15.0,5.0,11.0,10.0,7.0,7.0,6.0,5.0
E01002299,Havering 002E,E02000465,Havering 002,E09000016,Havering,11.0,24.0,13.0,23.0,14.0,12.0,12.0,9.0,7.0,10.0,1.0
E01002300,Havering 007E,E02000470,Havering 007,E09000016,Havering,7.0,8.0,3.0,5.0,10.0,7.0,8.0,7.0,2.0,0.0,3.0
E01002301,Havering 003A,E02000466,Havering 003,E09000016,Havering,5.0,6.0,2.0,12.0,5.0,7.0,4.0,3.0,3.0,4.0,5.0
E01002302,Havering 005A,E02000468,Havering 005,E09000016,Havering,11.0,16.0,13.0,11.0,13.0,16.0,16.0,8.0,5.0,18.0,4.0
E01002303,Havering 003B,E02000466,Havering 003,E09000016,Havering,17.0,14.0,10.0,15.0,23.0,11.0,12.0,11.0,8.0,4.0,10.0
E01002304,Havering 003C,E02000466,Havering 003,E09000016,Havering,6.0,10.0,2.0,13.0,4.0,6.0,17.0,13.0,8.0,10.0,7.0
E01002305,Havering 005B,E02000468,Havering 005,E09000016,Havering,10.0,6.0,18.0,9.0,11.0,9.0,7.0,6.0,8.0,4.0,5.0
E01002306,Havering 003D,E02000466,Havering 003,E09000016,Havering,22.0,13.0,15.0,12.0,23.0,14.0,21.0,19.0,20.0,6.0,8.0
E01002307,Havering 003E,E02000466,Havering 003,E09000016,Havering,5.0,6.0,7.0,5.0,7.0,8.0,7.0,4.0,5.0,6.0,4.0
E01002308,Havering 005C,E02000468,Havering 005,E09000016,Havering,13.0,10.0,19.0,10.0,11.0,5.0,13.0,9.0,11.0,10.0,6.0
E01002309,Havering 006A,E02000469,Havering 006,E09000016,Havering,12.0,10.0,8.0,8.0,12.0,8.0,13.0,9.0,4.0,6.0,5.0
E01002310,Havering 006B,E02000469,Havering 006,E09000016,Havering,6.0,16.0,20.0,25.0,25.0,26.0,22.0,15.0,17.0,24.0,19.0
E01002311,Havering 006C,E02000469,Havering 006,E09000016,Havering,14.0,9.0,8.0,17.0,10.0,8.0,10.0,16.0,11.0,20.0,11.0
E01002312,Havering 001C,E02000464,Havering 001,E09000016,Havering,21.0,11.0,8.0,18.0,7.0,12.0,7.0,7.0,9.0,14.0,9.0
E01002313,Havering 001D,E02000464,Havering 001,E09000016,Havering,13.0,9.0,5.0,12.0,12.0,12.0,14.0,7.0,10.0,18.0,10.0
E01002314,Havering 004E,E02000467,Havering 004,E09000016,Havering,11.0,30.0,17.0,17.0,26.0,28.0,24.0,26.0,24.0,8.0,12.0
E01002315,Havering 006D,E02000469,Havering 006,E09000016,Havering,12.0,8.0,6.0,14.0,15.0,9.0,16.0,8.0,6.0,16.0,5.0
E01002316,Havering 004F,E02000467,Havering 004,E09000016,Havering,15.0,24.0,22.0,22.0,17.0,16.0,24.0,17.0,19.0,12.0,19.0
E01002317,Havering 014C,E02000477,Havering 014,E09000016,Havering,3.0,1.0,5.0,9.0,3.0,6.0,2.0,3.0,5.0,2.0,4.0
E01002318,Havering 014D,E02000477,Havering 014,E09000016,Havering,5.0,4.0,7.0,2.0,2.0,3.0,8.0,5.0,1.0,4.0,6.0
E01002319,Havering 016A,E02000479,Havering 016,E09000016,Havering,18.0,11.0,16.0,8.0,14.0,24.0,20.0,21.0,24.0,16.0,18.0
E01002320,Havering 021A,E02000484,Havering 021,E09000016,Havering,7.0,6.0,3.0,4.0,3.0,5.0,8.0,3.0,4.0,0.0,3.0
E01002321,Havering 021B,E02000484,Havering 021,E09000016,Havering,18.0,13.0,12.0,8.0,8.0,7.0,11.0,2.0,6.0,8.0,8.0
E01002322,Havering 021C,E02000484,Havering 021,E09000016,Havering,10.0,6.0,8.0,2.0,10.0,5.0,1.0,8.0,5.0,10.0,4.0
E01002323,Havering 021D,E02000484,Havering 021,E09000016,Havering,4.0,4.0,2.0,5.0,12.0,5.0,6.0,6.0,3.0,0.0,3.0
E01002324,Havering 021E,E02000484,Havering 021,E09000016,Havering,17.0,11.0,3.0,3.0,5.0,9.0,8.0,3.0,12.0,18.0,2.0
E01002325,Havering 011C,E02000474,Havering 011,E09000016,Havering,14.0,7.0,6.0,2.0,8.0,11.0,10.0,10.0,12.0,6.0,9.0
E01002326,Havering 005D,E02000468,Havering 005,E09000016,Havering,11.0,12.0,7.0,17.0,16.0,10.0,18.0,13.0,12.0,12.0,15.0
