MSOA21CD,NO2-2019-min,NO2-2019-max,NO2-2019-mean,NO2-2019-std,NO2-2019-median
E02000549,23.677,66.366,25.723,2.855,25.026
E02000550,23.925,47.104,24.971,1.547,24.705
E02000551,23.38,69.514,25.779,4.326,24.551
E02000552,22.407,40.172,23.756,1.513,23.401
E02000553,22.116,53.675,24.771,3.728,23.815
E02006792,27.551,89.674,32.24,7.37,29.899
E02006972,27.192,74.509,30.981,6.687,28.848
E02006973,26.096,83.616,30.674,7.378,28.862
E02000554,28.453,55.045,30.31,2.513,29.642
E02000555,28.623,58.2,30.919,3.345,29.909
E02000556,29.1,63.394,30.663,2.455,30.107
E02000557,29.383,61.164,32.06,3.941,30.734
E02000558,29.433,72.437,32.411,4.125,31.309
E02000559,29.813,64.282,31.298,2.808,30.463
E02000560,30.319,66.197,33.785,4.366,32.396
E02000561,29.684,57.816,30.848,1.816,30.462
E02000562,29.826,49.626,31.277,2.029,30.682
E02000563,30.324,72.902,32.937,4.037,31.834
E02000564,30.495,90.906,33.776,5.237,32.306
E02000565,30.237,50.909,32.322,2.494,31.628
E02000566,30.258,75.166,33.722,4.639,32.669
E02000567,30.616,64.765,33.382,2.817,32.513
E02000568,31.64,60.834,34.188,2.825,33.442
E02000569,31.459,74.474,35.039,4.749,33.706
E02000570,32.723,58.369,34.511,2.413,33.814
E02000571,32.404,62.381,34.685,3.239,33.717
E02000572,33.303,81.167,36.74,4.412,35.557
E02000573,33.354,112.841,36.616,6.395,35.138
E02000574,34.578,103.116,38.457,7.49,36.423
E02000575,35.289,110.916,39.004,7.156,36.98
E02000576,35.48,113.71,38.566,7.93,36.453
E02000577,28.936,80.173,32.085,5.264,31.086
E02000578,29.241,48.92,30.639,1.658,30.242
E02000579,29.506,85.211,35.277,7.244,32.658
E02000580,31.174,75.426,34.396,5.292,32.874
E02000581,30.652,113.29,33.068,5.328,31.809
E02000582,31.515,67.5,34.048,3.858,32.948
E02000583,30.67,99.666,33.619,5.41,31.952
E02000584,30.985,110.341,34.086,6.368,32.655
E02000585,30.928,113.845,34.061,7.263,32.155
E02000586,32.148,131.511,34.704,7.121,33.332
E02000587,31.146,108.771,34.559,8.062,32.561
E02000588,33.605,139.26,37.502,10.489,34.864
E02000589,31.958,132.096,36.129,12.435,32.652
E02000590,33.145,123.02,37.199,8.927,34.51
E02000591,31.611,124.434,38.181,12.181,32.819
E02000592,32.189,114.468,36.551,9.796,33.818
E02000593,30.627,106.102,34.732,8.544,31.972
E02000594,32.618,98.184,36.033,6.895,33.76
E02000595,31.996,97.745,34.96,6.187,33.142
E02000596,30.607,103.495,33.715,6.753,32.07
E02000597,30.138,96.145,35.26,8.989,31.943
E02000598,23.33,45.011,24.857,1.857,24.481
E02000599,24.057,74.999,26.006,3.566,24.846
E02000600,24.124,51.015,26.295,2.793,25.559
E02000601,23.515,46.293,25.205,2.14,24.72
E02000602,24.232,84.262,27.766,5.242,26.204
E02000603,24.175,51.915,25.95,2.426,25.448
E02000604,24.285,75.685,25.515,2.626,24.87
E02000605,23.408,52.128,24.837,1.834,24.515
E02000606,22.804,74.679,26.746,4.89,25.18
E02000607,23.274,30.214,24.585,0.705,24.569
E02000608,22.347,48.256,24.728,2.956,23.988
E02000609,23.016,81.801,26.742,5.855,24.898
E02000610,22.297,53.872,24.331,2.72,23.783
E02000611,23.208,55.627,24.846,3.914,23.745
E02000612,22.704,77.281,24.716,3.878,23.777
E02000613,22.246,65.712,24.807,3.933,23.735
E02000614,21.657,63.069,25.058,5.094,23.553
E02000615,21.896,76.24,24.745,4.815,23.312
E02000616,20.403,37.377,22.096,1.319,22.05
E02000617,19.374,49.571,21.074,2.16,20.443
E02000619,33.017,75.108,35.322,4.167,34.193
E02000620,32.625,92.906,36.069,5.425,34.348
E02000621,30.804,95.01,36.08,7.22,33.455
E02000622,29.808,83.83,34.077,4.913,32.747
E02000623,30.116,63.333,32.712,3.534,31.827
E02000624,30.246,62.823,32.567,3.651,31.481
E02000625,29.85,61.121,32.214,3.895,30.961
E02000626,29.435,47.062,30.487,1.488,30.071
E02000627,29.359,57.959,31.306,2.676,30.645
E02000628,29.687,73.148,32.215,4.322,30.996
E02000629,29.532,59.752,31.575,3.816,30.481
E02000630,29.37,75.135,31.964,3.993,30.731
E02000631,28.224,54.72,29.945,2.423,29.218
E02000632,28.636,73.871,30.767,3.314,29.958
E02000633,28.703,71.509,31.638,4.61,30.242
E02000634,28.13,76.812,31.73,4.825,30.309
E02000635,27.256,60.129,29.152,2.459,28.702
E02000636,28.115,74.061,30.122,3.857,29.114
E02000637,27.702,61.561,29.553,3.046,28.849
E02000638,28.157,59.053,30.12,3.872,28.939
E02000639,27.818,63.538,30.548,4.364,29.116
E02000640,27.173,67.916,28.875,2.917,28.095
E02000641,27.197,66.386,29.14,3.11,28.326
E02000642,26.452,78.459,29.026,3.559,28.042
E02000643,26.852,58.343,29.201,3.612,28.184
E02000644,26.674,50.149,27.751,1.766,27.322
E02000645,25.961,56.867,27.813,2.756,27.069
E02000646,26.523,74.106,29.033,4.334,27.767
E02000647,26.173,42.512,27.176,1.566,26.754
E02000648,25.729,51.311,27.237,2.398,26.549
E02000649,26.326,92.795,29.135,5.148,27.54
E02000650,25.491,46.192,26.798,2.076,26.219
E02000651,25.557,82.351,27.561,4.356,26.436
E02000652,25.16,50.296,26.604,2.163,26.079
E02006801,34.563,131.559,38.936,8.134,36.608
E02000653,28.574,55.527,30.185,2.427,29.636
E02000654,28.349,70.54,30.314,3.769,29.274
E02000655,28.409,73.868,30.043,3.286,29.265
E02000657,27.588,71.546,30.375,4.451,29.03
E02000658,27.612,73.238,30.265,3.969,28.996
E02000659,26.422,73.124,28.217,2.658,27.602
E02000660,26.848,53.399,28.731,2.499,28.085
E02000661,26.423,64.862,28.714,3.895,27.478
E02000662,26.41,56.716,28.153,1.943,27.733
E02000663,26.428,52.776,27.598,2.125,27.095
E02000665,25.315,55.807,27.013,2.704,26.393
E02000666,25.767,48.349,27.378,1.953,26.891
E02000667,25.633,42.828,27.265,1.954,26.804
E02000668,25.224,73.934,27.078,3.789,26.043
E02000669,25.548,53.816,27.214,2.733,26.51
E02000670,25.593,58.627,27.665,3.293,26.698
E02000671,25.637,51.926,27.205,2.392,26.537
E02000672,25.378,73.705,27.897,4.397,26.591
E02000673,25.956,57.671,27.698,2.937,26.814
E02000674,24.525,52.137,25.94,2.129,25.464
E02000675,23.867,78.446,25.926,3.427,25.009
E02000676,25.641,57.315,26.974,2.427,26.339
E02000677,24.63,49.491,25.988,2.183,25.484
E02000678,23.95,59.387,24.912,1.632,24.509
E02000679,25.224,50.297,26.557,1.957,26.014
E02000680,25.725,49.365,27.435,2.813,26.624
E02000681,24.772,55.91,25.965,2.161,25.414
E02000682,24.208,55.358,25.736,2.84,25.096
E02000683,22.689,40.284,24.334,1.86,24.006
E02000685,25.497,62.324,26.915,2.746,26.181
E02000686,23.38,57.348,25.255,2.615,24.847
E02000687,24.91,59.606,26.863,3.015,26.033
E02006783,23.703,44.113,24.785,1.702,24.331
E02006784,23.244,75.978,25.208,3.304,24.4
E02006798,28.315,84.46,30.631,4.531,29.372
E02007008,26.867,62.101,30.395,5.432,28.633
E02007009,25.941,59.657,28.617,3.944,27.498
E02000689,25.404,60.878,26.928,2.321,26.456
E02000690,24.242,50.585,25.276,1.341,24.943
E02000691,25.777,51.712,27.639,2.831,26.81
E02000692,25.217,63.424,26.906,2.647,26.198
E02000693,25.818,59.004,27.867,3.898,26.706
E02000694,25.941,66.289,27.841,3.605,26.788
E02000695,25.681,46.35,26.847,1.978,26.431
E02000696,25.604,47.87,26.899,2.404,26.281
E02000697,25.033,56.118,27.489,3.495,26.494
E02000698,24.688,56.616,26.454,2.834,25.62
E02000699,24.671,55.671,26.773,3.004,25.974
E02000700,24.806,66.098,26.895,3.35,25.991
E02000701,25.682,75.696,28.173,4.387,26.795
E02000702,24.967,60.803,26.717,2.87,25.94
E02000703,24.646,61.736,26.196,2.978,25.478
E02000704,24.223,68.114,27.649,4.469,26.341
E02000705,24.945,41.099,25.974,1.422,25.627
E02000706,24.843,74.826,26.816,3.525,25.903
E02000707,24.655,48.415,25.645,1.829,25.233
E02000708,23.204,59.113,25.922,4.3,24.725
E02000709,23.386,41.466,24.555,1.157,24.362
E02000710,23.988,74.111,26.25,3.667,25.199
E02000711,24.177,66.246,27.014,4.504,25.557
E02000712,23.513,58.056,25.076,2.246,24.521
E02000713,22.883,52.805,24.226,1.812,23.816
E02000714,26.438,49.07,28.07,2.057,27.533
E02000715,26.123,73.052,28.21,4.309,26.982
E02000716,25.321,66.269,26.878,2.389,26.412
E02000717,26.157,65.985,28.216,4.48,27.115
E02000718,26.078,74.626,29.421,6.286,27.315
E02000719,26.899,44.796,28.077,1.274,27.8
E02000720,26.045,53.334,27.999,2.396,27.486
E02000721,27.417,53.943,29.353,3.037,28.442
E02000722,27.752,47.049,29.186,2.296,28.591
E02000723,26.21,61.701,27.387,2.415,26.862
E02000724,26.364,42.254,27.155,1.28,26.895
E02000725,28.121,77.184,31.298,4.564,29.874
E02000727,27.179,45.39,28.438,2.006,27.852
E02000728,26.224,58.943,28.727,5.31,27.263
E02000729,27.487,46.95,28.629,2.021,28.054
E02000730,27.293,42.693,28.51,1.758,28.004
E02000731,26.975,90.869,28.99,5.181,27.873
E02000732,26.99,61.105,27.902,2.231,27.537
E02000733,28.074,68.826,30.261,3.538,29.236
E02000734,27.922,60.958,30.024,3.451,28.99
E02000735,27.209,76.746,28.426,3.379,27.888
E02000736,26.703,86.553,31.32,7.892,28.314
E02000737,26.712,59.872,28.007,2.649,27.417
E02000738,27.16,60.84,28.175,3.711,27.61
E02000739,28.157,59.957,30.086,3.494,29.024
E02000740,27.915,46.618,29.128,1.437,28.893
E02000741,27.589,75.914,29.221,3.802,28.464
E02000742,27.271,86.957,31.137,6.267,29.287
E02000743,28.23,124.145,33.021,9.613,30.008
E02000744,28.358,85.339,34.15,9.068,30.962
E02000745,27.59,88.955,31.748,7.31,29.428
E02000746,24.174,85.737,27.724,4.678,26.634
E02000747,28.118,117.701,31.63,6.52,29.992
E02000748,26.981,45.557,28.559,1.754,28.129
E02000749,27.59,85.002,29.66,4.09,28.756
E02006995,27.911,74.14,29.79,5.099,28.6
E02006996,27.945,71.269,29.624,3.107,28.718
E02006997,28.372,82.722,30.24,3.509,29.303
E02006998,25.491,44.589,27.991,1.607,27.815
E02006999,27.745,53.833,29.343,2.876,28.515
E02000751,22.405,66.407,24.9,3.062,24.097
E02000752,19.477,45.416,21.064,1.777,20.796
E02000753,21.072,33.616,22.078,1.052,21.875
E02000754,22.665,53.013,24.876,2.1,24.625
E02000755,23.383,70.189,28.283,5.882,26.176
E02000756,21.466,50.483,23.397,1.914,23.121
E02000757,25.064,78.673,29.422,6.209,27.353
E02000758,23.489,50.505,24.841,1.575,24.491
E02000759,24.698,79.885,29.58,5.814,27.407
E02000760,23.069,47.717,24.479,1.856,24.043
E02000762,23.783,49.251,26.51,3.345,25.64
E02000763,20.783,67.421,22.618,2.446,22.144
E02000764,25.576,71.932,27.833,3.234,26.899
E02000765,23.934,52.242,26.214,3.187,25.216
E02000767,23.793,74.71,26.002,3.662,24.942
E02000768,25.279,78.661,29.569,7.586,26.835
E02000770,23.106,57.632,25.5,3.417,24.794
E02000772,23.053,48.615,24.563,2.778,23.79
E02000773,24.253,72.502,27.077,4.308,25.811
E02000774,23.381,45.85,25.04,2.446,24.361
E02000776,24.785,58.513,26.362,2.698,25.671
E02000777,25.219,56.264,26.573,2.057,26.124
E02000779,25.66,55.35,28.64,4.621,27.204
E02000781,23.912,50.011,25.282,1.88,24.934
E02000782,25.727,99.971,31.871,8.309,28.868
E02000783,25.046,41.723,26.875,1.899,26.538
E02006800,23.287,55.984,25.241,2.689,24.616
E02006924,24.657,91.021,28.346,5.656,26.547
E02006925,24.198,81.313,27.435,4.57,26.163
E02007017,22.559,48.92,24.056,2.45,23.463
E02007018,23.009,45.661,24.475,2.528,23.746
E02007019,24.893,82.603,29.861,6.588,27.85
E02007020,25.103,59.911,26.86,3.882,25.809
E02000784,26.849,48.956,28.01,1.473,27.689
E02000785,25.542,62.853,27.045,3.077,26.208
E02000786,26.536,60.606,28.673,3.813,27.506
E02000787,26.013,99.996,28.155,3.98,27.014
E02000788,25.046,64.821,27.392,4.259,26.606
E02000789,24.296,52.807,25.802,1.995,25.202
E02000790,25.669,66.776,28.654,4.342,27.367
E02000791,25.007,62.807,27.642,3.401,26.56
E02000792,24.367,49.634,26.244,2.323,25.916
E02000793,24.796,47.057,26.502,1.491,26.245
E02000794,24.899,67.164,28.45,4.878,27.156
E02000795,23.605,57.085,24.568,1.378,24.236
E02000796,23.966,57.506,25.961,2.998,25.175
E02000797,24.344,77.146,27.228,4.296,25.953
E02000798,23.367,60.977,25.591,2.942,24.925
E02000799,23.692,47.159,25.201,2.153,24.674
E02000800,23.296,30.178,24.097,0.496,24.075
E02000801,23.488,39.422,24.789,1.708,24.313
E02000802,22.448,41.254,24.214,2.013,23.889
E02000803,22.158,51.615,23.669,1.654,23.271
E02000804,22.179,46.077,23.254,1.545,22.712
E02000805,22.296,66.875,24.033,2.182,23.632
E02000806,21.292,56.665,22.965,2.305,22.506
E02000807,29.468,69.152,31.301,3.284,30.68
E02000808,34.126,118.532,37.851,6.88,36.088
E02000810,31.118,86.141,34.387,4.127,33.342
E02000812,32.537,72.256,36.24,4.624,34.797
E02000813,29.972,68.029,33.587,5.178,32.025
E02000814,29.198,47.203,30.145,1.398,29.832
E02000815,33.882,79.105,37.363,5.843,35.412
E02000816,30.599,59.028,32.693,2.811,31.908
E02000817,29.351,63.559,31.745,3.325,30.969
E02000818,31.613,66.39,34.881,4.765,33.506
E02000819,31.092,75.223,34.404,4.89,32.808
E02000820,31.355,78.734,34.258,4.589,33.183
E02000821,30.069,75.84,32.732,4.216,31.755
E02000822,30.18,48.787,32.034,1.578,31.836
E02000823,30.652,60.026,32.769,3.264,31.871
E02000824,29.337,69.746,31.741,4.04,30.547
E02000825,29.934,52.589,31.173,1.982,30.619
E02000826,29.724,58.025,31.554,2.112,31.052
E02000827,29.714,71.902,33.211,4.726,31.749
E02000828,29.257,61.353,31.83,3.999,30.568
E02000829,28.445,61.978,30.484,3.274,29.617
E02000830,28.241,64.672,30.564,3.186,29.765
E02000831,28.21,53.013,29.759,2.437,29.143
E02000832,26.878,52.692,29.341,2.615,28.77
E02000833,27.576,49.368,28.986,1.869,28.567
E02000834,26.629,60.143,28.797,3.031,28.131
E02000835,26.151,46.3,27.106,1.194,26.937
E02000836,26.891,47.28,28.622,2.337,28.017
E02000837,26.342,58.196,28.305,2.467,27.73
E02000838,26.017,58.85,28.008,2.972,27.165
E02000839,25.51,58.863,26.823,2.256,26.221
E02006802,33.713,94.292,36.836,5.486,35.184
E02006941,32.579,70.037,36.577,4.431,35.242
E02006942,33.593,90.475,36.739,6.177,34.775
E02000840,23.75,49.824,24.951,1.784,24.46
E02000841,23.334,60.85,25.165,2.92,24.284
E02000842,23.118,62.881,24.916,3.228,24.008
E02000843,23.432,50.214,24.919,2.485,24.285
E02000844,23.347,45.411,24.649,1.729,24.218
E02000845,21.936,74.102,23.233,2.619,23.048
E02000846,23.08,63.938,24.597,2.485,23.899
E02000847,21.967,66.514,23.468,2.59,23.017
E02000848,22.431,65.464,24.096,2.914,23.436
E02000849,22.982,65.35,24.876,3.373,23.99
E02000850,22.969,54.8,24.654,1.837,24.292
E02000851,22.761,45.105,24.336,2.23,23.686
E02000852,22.92,46.108,24.031,2.077,23.518
E02000853,22.433,57.49,23.787,2.802,23.124
E02000854,22.464,55.477,24.281,2.695,23.607
E02000855,21.049,52.862,23.202,2.789,22.551
E02000856,22.051,82.313,24.002,3.384,23.385
E02000857,21.719,38.081,22.937,1.504,22.613
E02000858,22.076,48.683,23.537,2.403,22.941
E02000859,21.432,63.75,23.017,2.872,22.532
E02000860,21.674,42.262,22.906,1.827,22.526
E02000861,20.854,38.46,22.206,1.247,21.957
E02000863,20.007,46.966,21.537,1.812,21.167
E02006836,20.157,48.235,21.67,1.902,21.287
E02000864,28.826,67.847,31.59,4.546,30.43
E02000865,31.064,66.776,33.883,3.823,32.881
E02000866,29.416,68.884,31.994,3.416,31.069
E02000867,29.176,75.786,33.898,6.79,31.432
E02000868,31.899,66.442,34.886,3.997,33.705
E02000869,33.338,62.011,35.742,3.173,34.914
E02000870,30.654,60.831,33.099,3.19,32.289
E02000871,30.074,80.945,34.029,7.136,31.506
E02000872,33.498,60.268,35.849,3.548,34.852
E02000873,30.466,83.845,32.696,5.261,31.569
E02000874,31.928,64.324,33.973,3.395,33.041
E02000875,29.896,58.592,31.242,2.128,30.678
E02000876,32.049,82.807,34.982,4.289,33.755
E02000877,29.983,74.283,32.256,3.111,31.339
E02000878,33.655,131.004,36.67,7.52,35.288
E02000879,31.743,77.307,34.037,5.075,32.713
E02000880,32.15,66.753,34.97,4.012,33.918
E02000881,29.523,83.174,33.762,6.724,31.633
E02000882,30.701,66.828,33.127,3.181,32.182
E02000883,30.274,93.07,34.989,7.957,32.159
E02000884,33.953,147.003,37.64,7.441,35.482
E02000885,32.761,62.776,35.257,3.625,34.181
E02000886,31.283,71.161,36.517,7.024,33.96
E02000887,30.571,70.975,33.868,4.13,32.691
E02000888,32.307,94.238,39.478,9.903,35.767
E02000889,31.97,142.171,36.267,8.006,34.699
E02000890,31.779,108.849,35.905,7.427,34.549
E02000893,28.003,34.091,28.742,0.661,28.571
E02000894,28.349,34.404,29.251,0.716,29.119
E02006853,28.573,39.394,29.518,0.786,29.454
E02006854,29.122,74.291,33.773,6.718,31.417
E02007112,29.901,80.154,36.052,8.189,33.67
E02007113,29.382,95.037,37.28,9.802,34.296
E02007114,28.478,51.66,30.18,2.381,29.489
E02000895,22.05,53.326,24.485,2.464,24.043
E02000896,21.341,54.727,23.326,2.11,22.873
E02000897,22.824,47.916,24.738,2.235,24.337
E02000898,23.8,41.557,24.921,1.494,24.579
E02000899,24.228,45.891,26.191,2.113,25.751
E02000900,25.497,82.777,29.138,6.738,27.03
E02000901,24.065,58.652,26.1,2.81,25.308
E02000902,24.999,77.165,28.888,6.207,26.804
E02000903,25.468,81.764,27.328,4.87,26.254
E02000904,24.877,87.965,29.181,6.308,27.039
E02000905,25.736,52.003,27.519,2.854,26.739
E02000906,25.884,48.907,27.519,2.402,26.969
E02000907,25.999,51.962,27.506,2.572,26.824
E02000908,25.99,55.778,27.264,2.525,26.663
E02000909,25.746,78.248,28.146,4.185,26.968
E02000910,26.318,57.6,28.018,3.014,27.242
E02000911,26.483,48.07,27.837,2.264,27.166
E02000912,26.24,49.946,27.024,1.24,26.813
E02000913,26.461,80.721,28.475,4.121,27.38
E02000914,26.639,68.932,29.21,4.277,27.997
E02000915,25.909,80.493,29.184,5.578,27.496
E02000916,26.628,78.192,28.359,3.175,27.579
E02000917,27.139,73.371,28.367,3.235,27.648
E02000918,26.207,74.789,30.504,7.284,28.173
E02000919,27.167,79.268,30.869,6.502,28.612
E02000920,27.147,81.666,30.039,5.449,28.323
E02000921,27.395,76.405,30.034,5.304,28.576
E02000922,26.885,42.078,27.9,1.269,27.551
E02000923,30.193,62.929,32.22,2.987,31.46
E02000925,30.033,73.135,32.87,4.211,31.498
E02000926,29.567,70.663,32.322,4.156,31.059
E02000927,29.937,54.848,31.194,2.526,30.56
E02000928,26.876,49.102,28.292,2.184,27.762
E02000929,29.563,77.279,32.902,6.041,30.948
E02000930,29.026,72.722,31.964,4.0,30.788
E02000931,28.511,68.225,30.983,3.683,30.103
E02000932,27.796,95.787,31.462,6.24,29.408
E02000933,26.354,60.92,28.162,3.014,27.365
E02000934,29.513,74.33,33.35,5.493,31.366
E02000935,25.069,55.729,26.528,2.624,25.917
E02000936,26.614,61.323,29.052,3.403,28.118
E02000937,27.395,72.962,29.189,2.781,28.48
E02000938,25.945,68.806,27.827,3.629,26.867
E02000939,27.602,48.378,29.221,1.948,28.743
E02000940,27.428,58.388,30.162,3.818,29.092
E02000941,27.071,73.762,30.096,3.724,29.045
E02000942,26.04,60.192,28.096,2.85,27.432
E02000943,27.568,54.13,29.543,3.159,28.617
E02000944,26.178,56.063,27.984,3.181,27.146
E02000945,24.367,71.496,27.195,5.108,25.746
E02000946,26.582,53.502,28.645,2.802,27.789
E02000947,25.796,46.991,27.997,2.401,27.393
E02000948,26.676,46.888,27.975,1.923,27.421
E02000949,26.378,59.453,28.202,2.471,27.638
E02000950,25.52,39.116,26.41,1.082,26.181
E02000951,27.132,54.642,29.212,3.415,28.172
E02000952,26.939,47.379,28.272,2.28,27.67
E02000953,26.228,54.52,28.285,2.912,27.533
E02000954,26.653,54.555,28.312,2.714,27.616
E02000955,26.412,51.692,27.636,2.131,27.191
E02000956,26.011,55.012,28.081,2.845,27.355
E02000957,26.55,56.336,28.652,3.428,27.568
E02000958,26.101,46.661,27.247,1.692,26.834
E02000959,25.863,51.673,28.277,3.125,27.404
E02007083,30.569,71.4,33.106,4.039,31.999
E02007084,30.013,75.795,32.15,3.725,31.028
E02000960,31.858,91.331,34.042,4.394,32.912
E02000961,31.229,63.322,32.915,2.591,32.234
E02000962,32.288,74.482,36.179,5.109,34.524
E02000963,30.256,66.863,31.903,2.992,31.018
E02000964,30.313,66.541,33.246,3.431,32.188
E02000965,31.165,52.277,32.967,2.247,32.338
E02000966,31.721,55.948,34.711,2.946,34.091
E02000967,32.689,200.962,36.38,6.469,34.922
E02000968,34.177,136.057,39.265,10.037,36.258
E02000969,32.838,86.0,38.546,8.021,35.477
E02000970,36.602,166.674,42.435,9.735,39.091
E02000971,35.478,212.598,43.213,16.609,37.775
E02000972,37.51,132.782,41.373,9.211,38.754
E02000973,31.758,77.277,35.674,5.802,33.85
E02000974,35.046,230.518,41.247,12.943,37.15
E02000975,33.494,88.398,38.717,6.525,36.811
E02000976,32.602,76.595,35.647,4.625,34.321
E02000977,35.537,194.171,41.641,10.923,38.454
E02000978,31.995,160.872,37.28,7.945,35.159
E02000979,34.092,112.136,39.226,8.64,36.375
E02000980,33.377,105.019,36.443,5.818,34.635
E02000981,33.359,93.567,36.008,5.047,34.629
E02000982,33.557,124.11,37.853,8.73,34.945
E02000983,33.053,91.246,36.884,7.197,34.079
