LSOA11CD,PM10d-2016-min,PM10d-2016-max,PM10d-2016-mean,PM10d-2016-std,PM10d-2016-median
E01000413,5.057,62.063,10.317,10.662,6.276
E01000414,5.218,24.586,6.638,2.577,5.967
E01000415,5.068,8.873,5.499,0.359,5.492
E01000416,4.624,31.074,5.572,3.225,4.914
E01000417,4.482,37.839,5.163,2.108,4.704
E01000418,4.479,18.111,4.804,0.774,4.636
E01000419,4.604,21.486,4.948,1.118,4.781
E01000420,4.559,31.854,5.308,2.521,4.741
E01000421,4.552,23.76,5.34,2.33,4.819
E01000422,4.591,40.12,5.639,3.018,5.024
E01000423,4.516,23.16,5.36,2.124,4.754
E01000424,4.344,8.39,4.613,0.406,4.51
E01000425,4.419,7.459,4.547,0.219,4.497
E01000426,4.388,14.933,5.306,1.703,4.717
E01000427,4.234,17.597,4.834,1.528,4.43
E01000428,4.087,31.823,5.088,2.409,4.418
E01000429,4.89,10.941,5.769,0.711,5.697
E01000430,3.47,67.624,4.763,3.208,4.174
E01000431,4.956,41.884,6.727,4.139,5.72
E01000432,4.272,9.962,5.211,0.698,5.118
E01000433,4.138,38.284,5.557,3.864,4.577
E01000434,3.506,14.622,3.936,0.493,3.822
E01000435,4.232,28.057,5.41,3.384,4.549
E01000436,4.533,7.854,4.668,0.159,4.629
E01000437,4.416,9.113,4.641,0.357,4.547
E01000438,4.513,11.052,4.792,0.468,4.7
E01000439,4.428,13.551,4.937,1.161,4.688
E01000440,4.491,10.367,4.737,0.539,4.61
E01000441,4.484,13.85,4.777,0.855,4.587
E01000442,4.518,14.232,4.966,1.007,4.704
E01000443,4.165,18.523,4.814,1.395,4.455
E01000444,3.527,14.676,4.044,1.085,3.831
E01000445,3.805,10.042,4.185,0.604,4.09
E01000446,4.161,11.813,4.428,0.491,4.363
E01000447,3.819,29.416,5.018,2.761,4.236
E01000448,3.991,15.074,4.456,1.072,4.181
E01000449,4.128,23.483,4.864,2.101,4.387
E01000450,4.7,12.799,4.986,0.654,4.837
E01000451,4.723,16.336,5.301,1.384,4.962
E01000452,4.708,16.056,5.086,1.2,4.833
E01000453,4.686,5.381,4.853,0.123,4.829
E01000454,4.857,16.884,5.546,1.266,5.197
E01000455,4.849,12.664,5.197,0.52,5.102
E01000456,4.706,5.255,4.836,0.11,4.804
E01000457,4.447,36.79,5.754,2.95,4.892
E01000458,4.21,7.546,4.523,0.383,4.43
E01000459,4.368,21.919,4.899,1.47,4.599
E01000460,4.277,9.53,4.496,0.342,4.457
E01000461,4.278,19.575,4.82,1.404,4.476
E01000462,4.368,25.921,5.084,1.671,4.681
E01000463,4.437,9.294,4.634,0.356,4.565
E01000464,4.525,4.986,4.607,0.076,4.578
E01000465,4.52,6.816,5.079,0.42,5.013
E01000466,4.4,18.7,4.827,0.795,4.582
E01000467,4.535,6.12,4.778,0.218,4.697
E01000468,4.518,5.795,4.734,0.204,4.663
E01000469,4.49,14.335,4.831,0.757,4.681
E01000470,4.459,33.422,5.724,3.137,4.844
E01000471,6.318,7.384,6.578,0.197,6.538
E01000472,5.793,50.553,7.372,4.329,6.446
E01000473,5.836,25.696,7.132,2.772,6.3
E01000474,5.826,11.587,6.029,0.303,5.972
E01000475,5.401,27.548,7.1,3.064,6.111
E01000476,5.905,25.066,6.948,2.609,6.373
E01000477,5.995,26.525,7.348,2.194,6.889
E01000478,6.186,24.871,6.81,1.979,6.398
E01000479,5.497,29.428,6.989,2.398,6.386
E01000480,5.488,26.491,6.223,1.359,5.995
E01000481,5.414,32.995,6.959,2.725,6.265
E01000482,6.279,39.885,7.552,3.409,6.71
E01000483,6.066,59.496,6.746,3.233,6.282
E01000484,5.079,26.49,5.646,1.833,5.258
E01000485,4.952,31.38,6.375,3.446,5.435
E01000486,5.058,13.288,5.318,0.54,5.21
E01000487,4.985,19.994,5.921,1.322,5.549
E01000488,6.37,14.603,6.728,0.729,6.518
E01000489,6.396,15.641,6.907,0.998,6.644
E01000490,6.716,45.008,7.965,2.705,7.336
E01000491,6.462,20.468,7.126,1.45,6.779
E01000492,6.408,14.937,6.801,0.919,6.585
E01000493,6.426,14.732,6.953,1.085,6.671
E01000494,6.644,16.874,7.567,1.66,7.005
E01000495,6.69,52.804,7.744,3.501,7.049
E01000497,6.573,28.659,7.621,2.254,6.999
E01000498,5.86,67.033,9.902,11.021,6.828
E01000499,5.917,68.288,10.2,9.694,7.363
E01000501,6.335,12.073,6.73,0.627,6.592
E01000502,6.257,26.392,6.853,1.379,6.564
E01000503,6.233,12.554,6.607,0.56,6.476
E01000504,6.457,7.289,6.648,0.138,6.619
E01000505,6.447,7.131,6.614,0.141,6.577
E01000506,7.29,68.59,11.377,9.639,8.283
E01000507,6.277,10.457,6.688,0.44,6.599
E01000508,6.897,68.586,10.31,8.255,7.944
E01000509,7.186,68.086,12.369,12.579,8.204
E01000510,6.704,67.685,10.849,8.457,8.216
E01000511,6.578,44.024,10.154,6.295,8.276
E01000512,6.651,32.624,7.869,2.545,7.199
E01000513,6.48,29.732,8.683,2.964,8.001
E01000514,6.015,24.513,7.009,2.029,6.634
E01000515,5.216,29.941,6.418,2.743,5.695
E01000516,6.729,53.434,9.37,3.785,8.603
E01000517,5.1,24.326,5.929,2.237,5.417
E01000518,5.245,25.693,6.233,1.637,5.944
E01000519,5.183,13.079,5.688,0.832,5.451
E01000520,5.419,21.51,6.491,1.71,6.125
E01000521,7.003,67.343,12.033,10.714,8.26
E01000522,6.527,17.929,7.139,1.474,6.773
E01000523,6.671,67.307,8.313,6.374,7.092
E01000524,7.049,59.075,9.281,6.381,7.428
E01000525,6.697,39.95,8.485,4.33,7.292
E01000526,6.632,44.418,9.081,6.111,7.199
E01000527,6.779,16.891,7.339,1.123,7.092
E01000528,6.625,37.467,8.841,4.809,7.457
E01000530,6.637,32.346,7.833,2.432,7.088
E01000531,6.732,39.718,8.515,4.153,7.212
E01000532,6.808,34.532,8.426,4.398,7.272
E01000533,6.6,63.139,7.834,3.457,7.111
E01000534,6.601,27.257,7.498,2.159,6.92
E01000535,6.702,62.034,9.596,5.914,7.814
E01000536,4.742,30.69,5.482,2.297,4.952
E01000538,4.735,5.805,4.838,0.111,4.798
E01000539,4.848,27.214,5.153,0.914,5.015
E01000540,4.759,7.434,4.979,0.373,4.881
E01000541,4.788,26.888,5.812,2.792,5.078
E01000543,4.882,26.798,6.318,2.958,5.414
E01000544,8.709,20.77,9.506,1.62,9.079
E01000545,7.081,43.084,9.001,5.128,7.759
E01000546,7.099,18.597,8.292,1.994,7.623
E01000547,7.419,18.826,8.095,1.013,7.972
E01000548,8.095,45.344,10.657,5.665,9.007
E01000549,7.462,26.686,9.069,2.853,8.431
E01000550,8.389,42.252,10.279,3.692,9.288
E01000551,8.254,21.147,9.112,1.707,8.633
E01000552,8.679,42.375,10.836,4.235,9.416
E01000553,6.643,29.087,7.419,1.826,7.038
E01000554,6.305,20.724,6.694,0.803,6.618
E01000555,6.364,10.147,6.843,0.586,6.698
E01000556,6.97,51.587,10.144,6.778,7.833
E01000557,6.683,27.794,7.951,3.314,7.125
E01000558,6.656,35.345,7.625,2.948,7.047
E01000559,6.544,30.046,7.177,3.002,6.724
E01000560,6.647,47.583,7.435,3.246,6.854
E01000561,6.887,38.669,8.165,2.993,7.282
E01000562,4.615,23.29,5.496,1.888,5.036
E01000563,4.686,29.47,5.66,2.315,5.102
E01000564,5.086,21.429,6.191,2.683,5.435
E01000565,4.986,29.95,5.714,1.923,5.314
