MSOA21CD,NO2-2016-min,NO2-2016-max,NO2-2016-mean,NO2-2016-std,NO2-2016-median
E02000215,31.106,65.102,33.742,3.307,32.828
E02000216,29.087,67.269,31.258,2.665,30.578
E02000217,30.896,76.687,34.584,4.237,33.412
E02000218,28.523,60.329,29.498,2.455,28.874
E02000219,27.577,57.786,29.376,2.171,28.888
E02000221,29.369,128.106,32.778,4.974,31.571
E02000222,28.364,67.49,31.136,2.922,30.44
E02000223,26.905,54.437,28.463,1.985,28.039
E02000224,29.002,138.402,31.049,3.77,30.271
E02000225,25.773,39.915,27.029,0.949,26.83
E02000226,26.957,54.065,28.898,2.262,28.478
E02000227,24.882,62.777,27.572,2.54,27.198
E02000228,27.075,48.934,28.607,1.663,28.301
E02000229,24.655,38.083,26.276,1.493,26.062
E02000230,27.839,68.447,31.102,4.273,29.953
E02000231,27.017,59.499,29.022,2.076,28.603
E02000232,25.338,47.983,26.648,1.447,26.431
E02000233,26.376,50.357,28.262,2.382,27.631
E02000234,26.237,65.921,28.575,3.393,27.797
E02000235,25.224,46.26,26.716,1.464,26.447
E02000236,25.057,66.152,27.277,2.72,26.879
E02000237,24.483,40.05,25.716,1.147,25.567
E02006788,30.622,70.305,31.994,3.372,31.268
E02006987,32.57,77.779,36.398,5.269,34.678
E02006988,30.536,91.487,34.439,4.511,33.171
E02000238,31.569,72.217,33.476,3.075,32.709
E02000239,32.206,70.601,33.958,3.281,33.049
E02000240,30.708,71.157,33.016,3.799,31.917
E02000241,31.388,64.381,33.501,3.489,32.551
E02000242,33.046,52.04,34.743,1.477,34.452
E02000243,31.729,79.736,35.598,5.486,33.924
E02000244,32.575,82.693,37.492,6.228,35.487
E02000245,30.931,75.843,34.103,4.887,32.765
E02000246,29.916,68.64,32.145,3.594,31.272
E02000247,31.633,70.382,34.765,4.452,33.437
E02000248,35.207,124.491,42.269,10.232,38.926
E02000249,32.602,81.904,35.293,4.488,34.037
E02000250,34.215,67.933,36.666,3.007,35.881
E02000251,32.586,56.436,34.33,2.168,33.92
E02000252,36.132,121.167,41.387,7.853,38.839
E02000253,33.256,56.811,35.132,2.721,34.383
E02000254,32.221,52.485,34.249,2.33,33.862
E02000255,33.788,68.685,36.3,4.067,35.086
E02000256,35.081,83.027,37.533,4.385,36.196
E02000258,36.142,71.969,38.644,3.901,37.549
E02000259,32.91,64.253,34.635,2.866,33.995
E02000260,32.833,97.691,37.067,5.941,35.065
E02000261,36.97,118.586,40.714,7.238,38.544
E02000262,36.267,89.211,39.619,5.469,38.162
E02000263,32.376,78.506,35.28,4.637,33.984
E02000264,35.726,324.587,38.876,7.731,37.217
E02000265,34.516,81.025,37.693,5.554,36.118
E02000266,33.008,81.934,35.542,4.343,34.229
E02000267,33.52,79.976,37.089,5.29,35.703
E02000268,34.94,67.545,36.778,2.789,36.048
E02000269,34.763,80.654,36.429,3.244,35.653
E02000270,35.849,109.453,38.087,4.658,37.03
E02000271,36.659,88.037,38.128,4.264,37.431
E02000272,33.441,58.89,35.137,2.306,34.637
E02000275,33.342,62.432,35.597,3.693,34.482
E02000276,34.318,72.605,36.665,3.093,35.955
E02006791,35.827,64.347,37.884,2.436,37.214
E02006968,35.233,78.96,37.783,4.016,36.733
E02006969,35.741,80.062,40.635,6.378,38.63
E02006970,33.442,62.314,35.577,3.842,34.414
E02006971,33.473,60.986,35.565,2.723,34.948
E02000277,28.191,80.446,33.202,7.422,30.385
E02000278,28.35,77.811,32.295,6.341,29.969
E02000279,27.395,61.912,30.215,4.398,29.107
E02000280,26.592,99.388,28.866,4.844,27.479
E02000281,27.572,94.138,30.668,4.935,29.415
E02000282,28.795,81.54,31.941,5.344,30.422
E02000283,28.806,55.096,30.5,2.088,30.106
E02000284,28.873,73.574,30.693,2.748,29.924
E02000285,29.369,65.791,31.012,3.031,30.202
E02000286,27.252,63.623,29.774,2.79,29.423
E02000287,27.068,63.905,28.452,2.067,27.948
E02000288,29.982,106.994,32.881,5.159,31.52
E02000289,27.502,51.433,29.285,1.792,29.311
E02000290,28.093,60.36,30.404,2.806,29.726
E02000291,30.478,65.89,32.344,3.741,31.379
E02000292,29.477,85.897,32.791,4.6,31.73
E02000293,29.515,61.591,31.165,2.051,30.697
E02000294,29.942,69.761,31.88,2.732,31.509
E02000295,29.56,57.437,31.326,2.445,30.842
E02000296,28.383,58.405,31.616,3.509,30.799
E02000297,30.823,74.016,33.51,4.301,32.314
E02000298,30.695,60.546,32.011,1.949,31.575
E02000299,31.306,55.264,32.947,2.568,32.408
E02000300,32.032,102.436,34.129,4.477,32.869
E02000301,29.921,65.611,32.521,2.998,31.955
E02000302,31.738,74.271,33.427,2.87,32.835
E02000303,32.177,97.128,35.017,5.852,33.443
E02000304,31.34,87.73,33.569,2.869,32.823
E02000305,31.786,87.252,34.195,3.719,33.348
E02000306,31.688,121.227,35.44,6.264,33.723
E02000307,32.668,91.848,36.44,6.333,34.428
E02000308,32.431,116.05,36.887,6.991,35.077
E02000309,32.621,162.928,37.836,8.28,35.499
E02000311,33.259,88.056,36.799,6.447,34.773
E02000312,32.516,95.945,36.821,6.524,35.067
E02006793,33.49,89.542,36.872,6.196,35.097
E02000313,30.612,52.151,32.209,2.133,31.424
E02000314,30.356,93.464,32.668,3.37,31.817
E02000315,30.726,62.16,31.742,1.901,31.324
E02000317,33.997,64.17,35.435,2.942,34.693
E02000318,30.841,69.548,33.038,4.002,32.088
E02000319,31.559,78.267,34.039,3.946,33.027
E02000320,30.062,57.341,31.816,2.804,31.083
E02000321,32.226,72.139,34.551,4.511,33.249
E02000323,32.264,88.615,34.874,3.24,34.077
E02000324,33.434,61.355,35.555,2.76,35.026
E02000326,35.014,96.194,38.465,6.245,36.623
E02000327,33.062,67.564,34.812,3.191,33.875
E02000328,35.216,77.864,37.571,4.584,36.201
E02000329,30.766,52.208,31.715,1.615,31.382
E02000331,33.358,80.949,36.405,4.783,34.956
E02000332,31.209,64.017,33.018,2.359,32.688
E02000333,34.331,82.254,37.525,5.088,35.987
E02000334,33.086,66.312,35.038,3.469,34.091
E02000335,31.218,82.014,33.64,4.05,32.78
E02000337,33.396,80.88,37.405,6.023,35.423
E02000339,31.741,79.862,35.895,6.072,34.056
E02000340,30.445,80.755,32.631,4.006,31.583
E02000341,31.555,75.518,34.513,4.577,33.116
E02000342,30.102,49.752,31.202,1.736,30.708
E02000343,30.035,65.773,32.671,3.722,31.566
E02000344,29.601,75.39,32.432,4.154,31.22
E02006786,30.083,69.567,32.213,2.808,31.581
E02006927,33.355,99.718,36.459,4.664,35.073
E02006928,36.698,77.286,39.415,4.901,37.794
E02006930,36.228,106.63,41.257,7.669,38.75
E02006931,35.19,87.402,38.463,5.206,37.137
E02006991,33.247,127.467,36.92,6.986,35.065
E02006992,36.226,115.103,41.411,7.871,39.187
E02006993,35.787,67.763,38.297,3.223,37.367
E02006994,34.384,72.706,37.487,4.983,35.897
E02000345,35.029,85.378,38.497,6.02,37.022
E02000346,36.862,86.025,40.912,6.715,38.663
E02000347,36.404,58.086,37.704,2.58,37.08
E02000348,35.031,78.013,38.201,4.783,37.195
E02000350,36.266,83.61,39.387,5.791,37.832
E02000351,37.552,75.117,40.851,5.335,39.175
E02000352,37.116,63.255,38.844,3.048,37.991
E02000353,37.165,89.044,41.169,5.796,39.371
E02000354,37.093,72.692,39.23,3.444,38.239
E02000355,36.519,87.506,40.005,5.531,38.398
E02000356,37.847,76.424,40.031,3.511,39.042
E02000357,35.212,66.047,36.676,2.466,36.056
E02000358,37.809,76.655,40.429,4.54,39.214
E02000359,36.469,74.386,38.656,3.578,37.797
E02000360,37.896,71.251,41.082,4.105,39.879
E02000361,37.7,113.491,44.254,7.728,41.686
E02000362,37.485,107.065,43.747,8.715,40.395
E02000363,37.679,71.639,41.196,4.334,40.014
E02000364,38.861,79.509,41.591,4.18,40.382
E02000366,38.429,69.066,41.809,4.622,40.27
E02000367,38.833,83.308,42.216,5.286,40.656
E02000368,39.031,70.94,41.773,3.157,40.869
E02000369,40.489,71.476,43.455,4.0,42.237
E02000370,41.44,98.197,44.291,4.282,43.326
E02006918,35.211,72.337,37.577,4.115,36.58
E02006921,34.974,63.884,37.541,3.293,36.89
E02007108,39.405,83.137,44.81,7.447,42.284
E02007109,39.55,95.696,42.846,4.74,41.439
E02007110,41.971,99.805,46.675,6.529,44.777
E02007111,41.879,122.273,48.18,9.257,45.416
E02000372,36.918,148.561,40.686,6.791,38.499
E02000373,37.847,100.885,41.894,8.041,39.625
E02000374,37.578,103.044,41.159,7.247,39.028
E02000375,38.165,147.443,42.928,7.183,40.862
E02000376,38.413,78.756,41.332,5.947,39.583
E02000377,37.732,80.686,41.234,6.26,39.244
E02000378,38.6,120.272,42.843,7.245,40.877
E02000379,36.977,73.336,38.928,3.391,38.016
E02000380,38.206,133.204,40.108,4.991,39.05
E02000381,38.431,90.181,40.744,5.67,39.669
E02000382,37.828,91.902,43.044,8.286,40.361
E02000383,38.781,100.507,43.22,7.902,40.836
E02000384,38.227,134.723,46.198,12.98,41.135
E02000385,38.205,104.26,42.766,9.279,39.78
E02000386,38.657,100.588,41.331,4.59,40.308
E02000387,37.747,113.001,39.99,5.812,38.757
E02000388,38.55,83.263,41.016,4.4,39.833
E02000389,35.802,106.191,38.299,4.907,37.595
E02000390,37.781,55.443,39.491,2.307,38.854
E02000391,37.711,76.265,41.405,5.385,39.938
E02000392,37.747,81.207,40.156,4.064,39.027
E02000393,37.513,62.578,39.339,3.501,38.312
E02000394,37.941,64.087,39.262,1.777,38.848
E02000395,35.722,90.633,38.426,4.655,37.075
E02000396,37.019,78.145,39.115,3.586,38.097
E02000397,33.885,64.451,35.392,2.519,34.853
E02000398,32.908,71.133,35.55,3.06,34.967
E02000400,33.208,92.694,35.997,4.074,34.879
E02000401,33.579,74.737,36.983,5.049,35.546
E02000402,33.62,67.966,36.123,3.29,35.294
E02000403,33.666,78.665,36.825,4.757,35.59
E02000404,34.444,67.013,37.142,4.127,35.831
E02000405,33.202,59.01,35.241,2.515,34.659
E02000406,35.186,70.454,37.185,4.073,36.069
E02000407,35.391,98.057,37.761,5.884,36.408
E02000408,35.088,96.925,38.321,7.175,36.583
E02000409,34.839,71.945,36.674,3.341,35.77
E02000410,33.759,79.451,36.879,5.244,35.365
E02000411,33.96,94.864,37.284,5.145,35.793
E02000412,35.101,133.902,38.607,8.348,36.565
E02000413,33.513,74.441,35.003,2.387,34.597
E02000414,35.021,54.555,36.572,2.011,36.072
E02000415,35.014,85.898,37.886,4.599,36.641
E02000416,34.632,69.182,37.447,3.856,36.388
E02000417,34.495,77.771,36.828,3.927,35.653
E02000418,34.738,63.711,37.516,4.106,36.372
E02000419,35.778,85.295,39.101,5.559,37.214
E02000420,35.789,101.607,38.896,6.734,36.838
E02000421,35.668,104.49,41.492,8.435,38.924
E02000422,35.973,81.242,38.74,5.197,37.244
E02000423,36.181,74.279,38.926,4.762,37.452
E02000424,35.659,66.373,37.003,2.663,36.325
E02000425,34.884,85.602,37.912,5.407,36.557
E02000426,34.559,77.301,36.824,3.91,35.623
E02000427,35.783,96.67,38.686,4.0,37.512
E02000428,36.16,81.31,38.741,5.054,37.36
E02000429,34.943,63.614,36.886,2.526,36.262
E02000430,36.152,73.076,38.511,4.433,37.134
E02000431,36.133,74.634,39.018,4.861,37.556
E02000432,36.028,64.373,38.462,3.017,37.744
E02006794,33.925,79.568,36.913,4.932,35.609
E02000433,27.696,63.92,29.635,3.295,28.709
E02000434,29.977,67.437,31.397,2.283,30.825
E02000435,28.252,55.619,29.945,1.902,29.545
E02000436,27.226,52.949,28.789,2.01,28.297
E02000437,28.613,65.215,30.735,2.803,30.028
E02000438,28.269,55.342,30.539,3.146,29.667
E02000439,30.617,63.737,32.472,2.951,31.782
E02000440,29.537,57.211,31.307,2.574,30.669
E02000441,28.075,55.778,29.74,1.877,29.352
E02000442,30.575,51.969,32.31,2.18,31.819
E02000443,29.787,51.172,31.115,1.856,30.601
E02000444,30.387,62.212,32.114,2.964,31.174
E02000445,29.933,68.446,32.237,3.494,31.104
E02000447,28.195,46.821,30.065,1.882,29.8
E02000448,28.343,47.63,29.555,1.867,29.057
E02000449,31.135,63.282,33.132,3.313,32.268
E02000451,28.335,52.318,30.104,2.326,29.668
E02000452,30.368,95.711,32.043,3.129,31.23
E02000453,29.865,60.377,31.542,2.753,30.754
E02000454,28.358,42.466,29.564,1.426,29.278
E02000455,31.017,108.573,34.037,5.11,32.635
E02000456,30.11,55.808,31.586,2.457,30.955
E02000457,29.155,55.041,30.88,2.064,30.458
E02000459,30.456,52.833,32.154,2.238,31.479
E02000460,30.083,51.9,31.568,2.567,30.907
E02000461,30.8,65.11,32.584,3.037,31.71
E02000462,30.866,55.797,32.62,2.885,31.774
E02000463,30.384,48.697,31.816,1.997,31.374
E02006795,29.245,54.14,30.792,1.854,30.511
E02006882,30.384,86.046,32.073,2.648,31.515
E02000464,23.937,65.048,25.864,4.624,24.598
E02000465,24.218,70.416,26.759,4.761,25.532
E02000466,23.963,45.389,25.261,1.28,24.9
E02000467,25.33,46.622,26.896,1.982,26.458
E02000468,24.539,48.826,25.971,1.556,25.499
E02000469,25.462,63.273,27.405,3.407,26.505
E02000470,23.952,75.388,26.126,3.918,24.9
E02000471,25.731,81.227,27.945,3.178,27.354
E02000472,26.73,70.732,28.676,3.489,27.844
E02000473,24.405,63.956,27.668,3.352,26.922
E02000474,27.169,64.015,29.279,3.844,28.409
E02000475,26.367,72.9,28.181,3.028,27.467
E02000476,27.216,82.063,31.713,5.843,30.042
E02000477,26.292,54.048,27.8,1.745,27.498
E02000478,24.392,50.825,25.802,1.083,25.776
E02000479,27.286,85.984,30.76,5.041,29.107
E02000480,28.322,66.242,29.934,3.19,29.031
E02000481,20.996,65.619,24.72,4.654,23.931
E02000482,24.289,48.52,25.089,1.669,24.662
E02000483,25.51,52.321,27.1,2.115,26.61
E02000484,26.419,54.35,28.232,2.512,27.787
E02000485,24.481,67.965,25.961,2.008,25.648
E02000486,26.184,44.447,27.288,1.646,26.919
E02000487,23.497,58.738,25.03,2.345,24.651
E02000488,25.737,43.516,26.959,1.726,26.624
E02000489,25.868,55.125,28.038,2.288,27.836
E02000490,26.312,61.874,28.189,2.328,27.788
E02000491,26.974,59.815,30.55,3.505,29.645
E02000492,24.873,73.252,27.529,3.052,26.949
E02000493,26.739,76.206,29.36,3.771,28.537
E02000494,25.103,64.505,26.827,2.175,26.534
E02000495,26.533,58.662,28.467,2.66,27.832
E02000496,23.984,46.633,25.46,1.454,25.201
E02000497,26.9,56.086,28.705,1.938,28.414
E02000498,25.859,68.401,27.962,2.486,27.626
E02000499,28.37,47.097,29.752,1.658,29.465
E02000500,26.911,63.641,29.409,2.873,28.872
E02000501,28.783,48.297,30.042,1.225,29.855
E02000502,28.001,59.05,30.382,2.67,29.626
E02000503,29.19,53.328,30.921,2.068,30.458
E02000504,27.224,66.59,29.88,3.294,29.319
E02000506,25.884,82.45,30.273,5.232,29.474
E02000507,29.606,64.484,31.789,4.142,30.66
E02000508,28.417,64.908,31.498,3.578,30.56
E02000509,27.896,64.045,30.525,3.694,29.532
E02000510,29.563,69.244,32.055,3.296,31.262
E02000511,29.735,55.997,30.904,1.409,30.658
E02000512,29.985,54.249,31.627,2.41,31.092
E02000513,30.717,54.863,32.422,2.475,31.815
E02000514,30.823,59.423,32.471,2.394,31.941
E02000515,28.266,67.448,30.441,2.646,29.973
E02000516,31.984,67.306,33.684,3.394,32.654
E02000517,31.101,59.395,32.494,2.468,31.842
E02000518,30.071,65.855,32.287,2.681,31.643
E02000519,31.777,70.919,34.594,4.193,33.363
E02000520,31.393,79.305,34.379,4.024,33.411
E02000521,32.627,92.235,35.28,4.605,34.026
E02000522,30.485,67.519,33.877,3.543,32.947
E02000523,33.67,73.981,37.272,4.647,35.793
E02000524,30.308,447.633,39.097,6.662,38.274
E02000525,34.361,102.951,38.312,5.696,36.509
E02006796,29.48,64.973,31.91,3.684,30.948
E02000526,36.862,113.189,41.848,8.927,38.875
E02000529,33.402,69.961,36.518,5.026,34.808
E02000530,33.189,92.04,37.512,6.162,35.422
E02000531,32.988,105.151,37.433,6.295,35.774
E02000532,34.368,95.771,37.819,5.635,36.386
E02000533,34.641,99.283,38.479,6.194,36.623
E02000534,32.771,78.59,35.627,4.703,34.231
E02000535,33.074,78.267,35.986,4.955,34.449
E02000536,32.972,84.819,35.788,4.649,34.444
E02000537,32.776,73.042,34.905,3.803,33.973
E02000538,32.224,77.853,36.16,4.762,35.158
E02000539,32.998,82.086,35.265,3.645,34.292
E02000540,33.52,71.085,35.463,3.476,34.523
E02000541,32.438,63.018,34.869,3.823,33.71
E02000542,32.667,87.139,35.501,4.24,34.2
E02000543,32.357,85.371,35.287,4.353,34.214
E02000544,32.517,48.477,33.926,1.272,33.615
E02000545,33.009,138.415,34.605,3.105,34.039
E02000546,30.872,56.855,32.433,2.08,31.911
E02000547,31.274,72.948,35.009,3.787,33.879
E02000548,29.476,60.577,32.683,3.161,31.905
