MSOA21CD,PM10d-2016-min,PM10d-2016-max,PM10d-2016-mean,PM10d-2016-std,PM10d-2016-median
E02000549,4.002,43.632,4.813,2.518,4.317
E02000550,3.83,27.896,4.299,1.012,4.151
E02000551,3.947,45.918,5.202,2.777,4.646
E02000552,3.527,20.178,3.996,0.842,3.817
E02000553,3.701,31.196,4.497,1.684,4.071
E02006792,6.242,67.176,9.176,7.662,7.055
E02006972,6.243,62.907,8.945,7.65,6.964
E02006973,5.25,60.688,8.468,6.742,7.091
E02000554,6.5,23.434,7.657,2.084,7.121
E02000555,6.551,47.938,8.146,3.706,7.208
E02000556,6.915,47.396,8.036,2.76,7.507
E02000557,7.025,68.45,9.326,5.261,7.84
E02000558,7.166,61.42,10.052,6.376,8.319
E02000559,7.435,57.03,8.968,3.94,7.927
E02000560,7.693,59.317,10.699,5.541,8.985
E02000561,7.137,44.271,7.892,2.086,7.544
E02000562,7.438,25.411,8.697,2.455,7.992
E02000563,7.484,61.959,9.463,4.572,8.335
E02000564,7.755,64.518,10.02,5.304,8.653
E02000565,7.87,27.899,9.418,2.419,8.713
E02000566,7.611,54.105,9.439,4.217,8.615
E02000567,8.044,52.63,10.056,3.699,9.093
E02000568,8.317,49.127,9.964,3.238,9.165
E02000569,8.434,47.76,10.972,4.62,9.605
E02000570,8.492,29.81,9.828,1.683,9.427
E02000571,9.08,49.047,10.93,4.388,9.788
E02000572,9.073,55.463,11.571,4.299,10.579
E02000573,9.287,67.879,12.542,7.337,10.824
E02000574,9.913,66.538,14.209,7.801,12.184
E02000575,11.422,67.863,16.345,9.108,13.835
E02000576,10.786,68.251,14.109,9.176,11.885
E02000577,6.706,53.092,9.529,5.36,8.293
E02000578,6.814,44.36,8.618,4.343,7.55
E02000579,6.824,65.454,10.318,7.273,8.101
E02000580,7.929,37.749,9.466,2.721,8.686
E02000581,7.547,37.532,8.964,3.05,8.089
E02000582,8.143,61.81,10.378,4.344,9.256
E02000583,7.546,59.633,9.678,5.445,8.277
E02000584,8.049,68.593,10.87,7.041,9.282
E02000585,7.839,68.574,10.303,8.084,8.297
E02000586,8.724,68.593,10.486,6.9,9.039
E02000587,8.165,68.461,10.833,8.521,8.898
E02000588,9.229,68.584,13.129,11.473,10.149
E02000589,8.622,66.417,12.066,10.952,8.954
E02000590,8.981,68.591,12.807,9.557,9.848
E02000591,8.034,68.459,13.836,12.07,8.871
E02000592,8.76,68.37,12.041,8.906,9.523
E02000593,7.935,68.445,11.252,8.58,8.618
E02000594,8.752,68.035,11.783,7.709,9.549
E02000595,8.605,68.432,11.755,9.189,9.208
E02000596,7.883,63.124,10.284,7.07,8.638
E02000597,7.748,68.312,12.321,10.249,8.588
E02000598,4.459,37.745,5.436,2.259,5.014
E02000599,4.709,66.279,5.557,2.058,5.003
E02000600,4.76,35.609,5.801,2.399,5.219
E02000601,4.617,48.557,5.765,3.133,5.209
E02000602,4.591,68.563,6.864,5.41,5.588
E02000603,4.531,26.669,5.293,1.71,4.965
E02000604,4.748,48.902,5.358,1.739,5.057
E02000605,4.387,26.19,4.987,1.156,4.833
E02000606,4.175,67.861,6.745,5.759,5.161
E02000607,4.378,51.058,4.796,1.518,4.6
E02000608,4.061,45.358,4.946,1.886,4.564
E02000609,4.336,64.234,5.893,3.534,4.922
E02000610,3.985,51.064,5.238,3.485,4.634
E02000611,4.328,50.694,5.157,3.18,4.497
E02000612,4.282,59.582,5.386,3.118,4.905
E02000613,3.949,52.176,5.024,2.695,4.455
E02000614,3.806,55.458,5.28,3.488,4.437
E02000615,3.835,64.785,4.93,3.418,4.189
E02000616,3.465,24.403,3.977,0.762,3.902
E02000617,3.059,27.03,3.633,1.216,3.418
E02000619,10.169,55.335,12.698,5.334,11.295
E02000620,10.168,63.023,13.477,6.986,11.295
E02000621,9.335,67.478,15.018,9.283,11.76
E02000622,9.951,66.657,13.474,6.506,11.745
E02000623,8.711,43.434,11.203,3.711,10.308
E02000624,10.415,52.684,13.177,4.692,12.264
E02000625,8.507,58.861,10.399,4.25,9.196
E02000626,9.512,39.189,12.149,2.587,11.461
E02000627,8.821,53.758,10.269,3.439,9.539
E02000628,9.485,63.236,12.861,6.121,11.302
E02000629,8.135,43.953,9.725,3.781,8.78
E02000630,7.822,55.199,10.362,5.496,8.715
E02000631,7.337,58.469,9.215,3.703,8.27
E02000632,8.053,60.03,9.941,4.37,9.072
E02000633,8.171,62.265,10.811,5.501,9.385
E02000634,7.704,56.762,10.371,5.336,8.85
E02000635,6.475,48.019,8.634,3.32,7.998
E02000636,7.342,57.518,8.893,4.131,8.032
E02000637,6.86,54.002,8.646,4.303,7.886
E02000638,7.039,51.237,8.881,4.393,7.855
E02000639,7.083,60.301,9.386,5.09,7.957
E02000640,6.605,59.88,7.969,3.095,7.362
E02000641,6.599,36.849,7.813,2.813,7.102
E02000642,6.246,49.037,7.624,3.144,6.78
E02000643,6.385,46.369,7.986,3.45,7.23
E02000644,6.361,29.639,7.314,1.984,6.82
E02000645,5.899,39.119,7.256,2.749,6.556
E02000646,6.116,63.557,7.852,4.784,6.733
E02000647,6.029,28.155,6.865,1.986,6.39
E02000648,5.751,23.907,6.569,1.65,6.175
E02000649,5.752,63.335,7.525,4.454,6.465
E02000650,5.626,24.932,6.322,1.479,5.954
E02000651,5.631,56.709,6.6,3.145,5.901
E02000652,5.584,23.834,6.118,1.421,5.82
E02006801,11.597,68.593,16.814,9.995,13.8
E02000653,8.129,37.728,9.349,2.18,9.023
E02000654,7.533,60.677,9.138,3.293,8.45
E02000655,7.523,68.367,8.814,4.277,8.101
E02000657,7.137,54.462,9.788,5.874,8.104
E02000658,6.902,67.635,9.175,6.044,7.71
E02000659,6.665,66.99,8.052,3.537,7.312
E02000660,6.648,38.916,8.023,2.686,7.43
E02000661,6.624,68.507,8.315,4.64,7.205
E02000662,6.283,24.862,7.212,1.218,7.016
E02000663,6.491,41.547,7.433,2.517,7.042
E02000665,6.087,57.304,7.228,2.596,6.73
E02000666,6.483,52.976,7.767,2.613,7.343
E02000667,6.087,54.048,7.462,3.498,6.82
E02000668,5.853,50.832,6.886,3.491,6.189
E02000669,5.939,55.214,7.217,3.796,6.483
E02000670,6.077,51.08,7.735,4.401,6.725
E02000671,5.94,53.133,6.907,3.181,6.301
E02000672,5.875,65.102,8.213,5.835,6.951
E02000673,5.946,44.529,6.917,2.549,6.298
E02000674,5.473,38.148,6.422,2.855,5.905
E02000675,5.051,63.262,6.194,3.514,5.499
E02000676,5.917,68.587,6.905,3.168,6.271
E02000677,5.337,50.54,6.445,3.838,5.817
E02000678,5.136,51.945,6.01,2.513,5.499
E02000679,5.688,35.58,6.477,1.674,6.135
E02000680,6.139,56.626,7.234,2.652,6.606
E02000681,5.41,59.042,6.346,2.902,5.754
E02000682,5.243,44.536,6.013,2.408,5.571
E02000683,4.616,18.366,5.306,1.343,5.07
E02000685,5.776,36.874,6.723,2.659,6.144
E02000686,4.859,51.495,5.883,2.33,5.444
E02000687,5.498,24.292,6.289,1.753,5.884
E02006783,5.066,30.223,5.71,1.652,5.312
E02006784,4.845,51.095,5.638,2.059,5.209
E02006798,7.537,66.564,9.564,5.33,8.281
E02007008,7.036,68.577,9.919,7.271,7.987
E02007009,6.301,63.723,9.01,5.742,7.674
E02000689,5.471,42.994,6.413,1.962,6.069
E02000690,4.745,26.212,5.355,0.952,5.163
E02000691,5.841,28.588,6.862,2.014,6.345
E02000692,5.571,42.246,6.494,2.233,5.977
E02000693,5.568,67.07,6.838,3.432,6.091
E02000694,6.03,54.106,7.008,2.755,6.379
E02000695,5.502,23.441,6.128,1.32,5.897
E02000696,5.41,30.265,6.042,1.675,5.707
E02000697,5.36,51.682,7.261,4.06,6.353
E02000698,4.996,24.003,5.603,1.108,5.334
E02000699,5.396,31.581,6.327,1.864,5.952
E02000700,5.206,41.889,6.304,2.31,5.771
E02000701,5.413,41.037,6.726,3.55,5.819
E02000702,5.113,40.611,6.086,2.466,5.602
E02000703,5.275,62.513,6.261,2.904,5.669
E02000704,4.902,48.306,6.054,2.233,5.517
E02000705,5.312,54.302,5.971,1.603,5.721
E02000706,5.209,37.396,5.999,2.269,5.555
E02000707,5.327,41.146,5.961,2.135,5.553
E02000708,4.844,29.854,5.842,2.171,5.304
E02000709,4.761,65.494,5.218,1.555,5.037
E02000710,4.852,68.196,6.292,4.39,5.36
E02000711,4.929,66.447,6.529,4.549,5.447
E02000712,4.746,23.591,5.39,1.262,5.103
E02000713,4.69,22.665,5.227,0.93,5.038
E02000714,5.962,22.887,6.892,1.339,6.621
E02000715,6.376,53.148,7.942,4.947,6.883
E02000716,5.375,66.405,6.505,2.516,6.197
E02000717,6.177,66.488,8.157,5.313,7.138
E02000718,6.054,66.43,7.966,4.559,6.653
E02000719,6.476,43.327,7.551,2.261,7.097
E02000720,5.781,36.176,7.115,2.684,6.624
E02000721,6.534,45.276,7.992,2.991,7.194
E02000722,7.125,48.148,8.594,3.259,7.775
E02000723,6.034,38.317,7.044,2.747,6.629
E02000724,6.349,29.838,6.865,1.83,6.587
E02000725,7.526,68.51,10.945,6.914,9.002
E02000727,6.682,24.219,7.816,2.402,7.126
E02000728,6.021,35.42,7.395,3.859,6.383
E02000729,6.719,27.155,7.544,1.774,7.112
E02000730,6.677,24.095,7.529,1.784,7.07
E02000731,6.355,60.712,8.03,5.188,6.824
E02000732,6.603,48.456,7.059,2.198,6.832
E02000733,6.944,39.773,8.585,3.349,7.789
E02000734,6.86,36.967,8.193,3.383,7.35
E02000735,6.614,61.853,7.331,3.225,6.878
E02000736,6.003,68.593,9.973,10.537,6.687
E02000737,6.029,35.819,6.894,2.246,6.469
E02000738,6.405,53.784,7.215,3.443,6.773
E02000739,6.934,39.497,8.341,3.381,7.449
E02000740,6.889,29.153,7.719,1.505,7.458
E02000741,6.628,66.45,7.8,4.382,7.116
E02000742,6.318,66.314,8.436,5.909,7.087
E02000743,7.053,66.735,10.543,7.829,8.34
E02000744,7.226,67.668,11.922,10.648,8.73
E02000745,6.438,68.319,10.495,10.23,7.546
E02000746,5.324,68.573,7.73,4.989,6.772
E02000747,7.37,68.425,10.436,6.754,8.699
E02000748,6.266,29.653,7.252,1.615,6.838
E02000749,6.421,67.534,8.454,5.221,7.462
E02006995,8.317,66.425,11.606,6.528,10.52
E02006996,7.569,68.106,9.687,4.004,8.969
E02006997,7.314,60.931,9.145,3.195,8.63
E02006998,6.069,34.635,7.01,1.652,6.692
E02006999,6.448,50.071,8.433,4.229,7.683
E02000751,3.993,66.433,4.927,2.134,4.499
E02000752,3.17,25.269,3.761,1.184,3.581
E02000753,3.635,9.548,3.962,0.393,3.901
E02000754,3.99,16.259,4.811,0.841,4.682
E02000755,4.278,21.57,5.608,2.141,4.971
E02000756,3.774,30.024,4.569,1.356,4.365
E02000757,5.038,56.531,7.586,6.059,5.843
E02000758,4.428,25.368,5.024,1.344,4.816
E02000759,4.788,68.561,8.675,8.66,6.078
E02000760,4.382,24.11,5.015,1.332,4.784
E02000762,4.79,29.89,6.304,3.183,5.498
E02000763,3.563,63.979,4.333,2.033,4.014
E02000764,5.242,62.299,6.692,3.823,5.913
E02000765,4.838,40.594,6.324,3.427,5.442
E02000767,4.8,38.686,5.924,2.913,5.235
E02000768,5.245,68.584,8.793,9.519,5.914
E02000770,4.578,67.806,6.2,4.863,5.277
E02000772,4.517,30.009,5.349,2.226,4.839
E02000773,5.097,46.331,6.55,4.071,5.583
E02000774,4.687,30.09,5.438,1.604,5.123
E02000776,5.217,32.65,5.904,1.575,5.6
E02000777,5.246,45.505,6.003,1.74,5.709
E02000779,5.629,36.237,7.581,4.018,6.48
E02000781,5.046,33.657,5.752,1.745,5.397
E02000782,5.6,68.259,9.253,7.776,6.81
E02000783,5.337,24.327,6.111,1.488,5.912
E02006800,4.744,31.722,5.637,1.673,5.262
E02006924,5.158,68.018,7.526,5.463,6.024
E02006925,4.835,68.38,6.619,4.422,5.66
E02007017,4.33,32.162,5.141,2.39,4.654
E02007018,4.523,25.181,5.236,1.701,4.842
E02007019,5.283,65.102,7.457,4.33,6.327
E02007020,5.348,33.919,6.07,2.077,5.617
E02000784,5.819,62.63,6.971,3.12,6.356
E02000785,5.023,68.306,6.037,3.568,5.475
E02000786,5.595,58.768,6.98,3.871,6.032
E02000787,5.289,63.832,6.557,3.835,5.764
E02000788,5.01,63.543,6.401,4.017,5.643
E02000789,4.761,31.448,5.472,1.623,5.121
E02000790,5.121,55.914,6.811,5.198,5.636
E02000791,5.211,51.816,6.652,3.301,5.797
E02000792,5.042,44.684,5.868,2.148,5.475
E02000793,4.445,14.862,4.922,0.78,4.736
E02000794,4.631,56.359,6.151,4.182,5.19
E02000795,4.547,22.248,5.05,0.859,4.858
E02000796,4.156,41.98,5.115,2.305,4.615
E02000797,4.669,56.138,5.86,3.268,5.209
E02000798,4.219,44.723,5.046,1.983,4.668
E02000799,4.467,68.593,5.069,1.814,4.736
E02000800,4.438,10.178,5.005,0.52,4.908
E02000801,4.466,68.593,5.116,2.068,4.724
E02000802,4.062,22.967,4.756,1.34,4.488
E02000803,3.742,35.392,4.405,1.591,4.138
E02000804,3.866,26.342,4.298,0.812,4.092
E02000805,4.02,61.857,4.824,1.999,4.548
E02000806,3.634,41.964,4.296,1.844,4.0
E02000807,8.339,55.613,10.401,3.501,9.695
E02000808,11.002,68.593,15.326,8.729,12.944
E02000810,9.147,52.947,11.254,3.969,10.218
E02000812,9.937,56.671,12.74,4.882,11.458
E02000813,8.982,59.294,12.228,5.283,10.779
E02000814,8.254,55.981,9.548,2.36,9.037
E02000815,10.813,68.59,15.746,9.615,12.664
E02000816,8.644,34.596,10.097,2.71,9.419
E02000817,7.968,53.454,10.195,4.261,9.218
E02000818,9.877,59.212,13.549,6.811,11.56
E02000819,8.835,56.245,11.696,5.493,10.137
E02000820,9.802,65.248,12.425,5.974,10.948
E02000821,8.078,55.856,10.549,4.608,9.637
E02000822,8.276,36.997,10.632,2.337,10.332
E02000823,8.805,52.514,11.563,5.39,10.196
E02000824,7.553,52.129,9.264,4.276,8.195
E02000825,7.714,57.774,8.719,2.473,8.147
E02000826,8.041,47.328,9.224,2.245,8.809
E02000827,8.92,66.87,12.025,6.289,10.27
E02000828,7.521,58.167,9.92,5.688,8.264
E02000829,6.969,54.072,8.709,4.29,7.848
E02000830,7.068,60.653,9.045,4.328,8.133
E02000831,7.08,55.592,8.299,3.175,7.631
E02000832,6.357,31.022,7.614,1.697,7.246
E02000833,6.797,57.004,7.781,2.083,7.322
E02000834,6.267,63.288,7.779,3.364,7.095
E02000835,6.037,30.506,6.566,1.177,6.379
E02000836,6.552,29.475,7.726,2.384,7.137
E02000837,6.019,57.364,7.245,2.611,6.699
E02000838,6.044,63.464,7.207,3.27,6.48
E02000839,5.691,51.328,6.609,2.365,6.105
E02006802,11.068,68.572,16.201,10.738,12.731
E02006941,9.531,65.917,13.584,7.495,11.64
E02006942,10.111,67.637,13.452,8.202,11.057
E02000840,4.834,23.978,5.431,1.091,5.185
E02000841,4.812,36.909,5.723,2.274,5.15
E02000842,4.861,60.176,6.021,2.864,5.486
E02000843,4.648,12.058,5.159,0.753,4.996
E02000844,4.828,19.132,5.526,1.332,5.226
E02000845,4.236,66.648,4.925,3.312,4.66
E02000846,4.717,44.463,5.552,2.279,5.076
E02000847,4.279,66.545,5.294,3.144,4.941
E02000848,4.514,64.777,5.764,2.597,5.357
E02000849,4.475,38.663,5.278,2.533,4.776
E02000850,4.474,68.401,5.352,3.075,4.893
E02000851,4.59,49.356,5.335,2.245,4.877
E02000852,4.674,20.894,5.113,1.229,4.87
E02000853,4.521,49.014,5.428,2.761,4.856
E02000854,4.381,26.668,5.195,1.72,4.841
E02000855,3.807,31.048,4.855,1.752,4.539
E02000856,4.125,60.426,5.007,2.87,4.607
E02000857,4.237,27.189,5.026,1.817,4.665
E02000858,4.123,36.845,4.795,1.904,4.448
E02000859,3.897,43.548,4.713,2.201,4.358
E02000860,3.943,19.768,4.607,1.06,4.459
E02000861,3.653,18.798,4.242,0.8,4.122
E02000863,3.463,28.406,3.954,0.975,3.794
E02006836,3.467,18.947,4.023,0.944,3.848
E02000864,7.948,66.51,10.944,6.439,9.364
E02000865,8.189,56.31,10.429,5.016,9.229
E02000866,7.956,51.381,9.753,3.937,8.805
E02000867,8.474,67.908,12.632,9.263,9.855
E02000868,8.539,45.019,10.47,4.055,9.392
E02000869,9.103,41.862,11.09,3.966,10.084
E02000870,8.707,58.208,10.523,4.459,9.467
E02000871,8.181,68.246,13.07,10.281,9.563
E02000872,9.215,33.793,10.78,2.898,9.981
E02000873,8.595,68.526,10.646,6.517,9.317
E02000874,9.184,53.817,10.687,3.95,9.675
E02000875,8.471,64.291,9.937,3.403,9.213
E02000876,8.948,58.565,10.796,4.765,9.592
E02000877,8.472,62.625,11.249,4.183,10.255
E02000878,9.535,68.593,13.578,10.001,11.473
E02000879,8.887,45.617,10.461,4.416,9.476
E02000880,9.053,44.283,10.904,4.082,9.958
E02000881,8.33,67.87,12.435,9.072,9.883
E02000882,9.341,59.629,10.916,3.368,10.354
E02000883,9.282,67.804,12.561,8.235,10.225
E02000884,9.95,68.539,14.374,8.586,11.663
E02000885,9.665,43.885,11.514,3.715,10.436
E02000886,9.82,68.503,15.061,9.664,11.792
E02000887,9.72,57.387,12.164,4.297,10.831
E02000888,9.82,68.585,16.639,11.71,12.233
E02000889,9.371,68.587,13.722,10.035,11.05
E02000890,9.428,68.575,13.546,9.507,11.002
E02000893,7.267,19.988,8.088,1.388,7.806
E02000894,7.424,19.817,8.347,1.457,8.001
E02006853,7.816,21.558,8.752,1.008,8.665
E02006854,8.307,68.311,12.377,9.689,9.349
E02007112,8.347,66.556,14.38,10.089,10.905
E02007113,8.23,68.551,15.791,12.439,11.449
E02007114,7.768,23.831,8.881,1.715,8.413
E02000895,4.045,40.057,4.952,1.617,4.63
E02000896,3.651,34.431,4.399,1.152,4.19
E02000897,4.167,23.169,4.893,1.165,4.68
E02000898,4.498,19.595,5.15,1.141,4.911
E02000899,4.724,25.868,5.77,1.856,5.431
E02000900,5.177,68.469,8.201,8.317,6.117
E02000901,4.576,58.144,5.628,2.705,5.116
E02000902,5.197,68.565,7.955,6.474,6.097
E02000903,5.58,67.665,7.334,6.184,6.336
E02000904,4.874,64.096,7.484,5.392,6.084
E02000905,5.962,28.573,7.061,2.295,6.597
E02000906,6.278,20.946,7.001,1.7,6.586
E02000907,5.513,60.922,6.552,2.383,6.102
E02000908,5.675,33.051,6.641,1.885,6.34
E02000909,5.267,66.075,6.522,2.852,6.049
E02000910,5.998,59.819,7.411,3.77,6.517
E02000911,5.79,38.594,6.863,2.192,6.354
E02000912,5.679,31.285,6.034,0.817,5.922
E02000913,5.813,67.521,7.041,3.397,6.393
E02000914,6.027,56.165,7.738,3.89,6.891
E02000915,5.471,67.534,7.848,6.369,6.417
E02000916,5.804,64.731,7.011,3.709,6.315
E02000917,6.657,46.223,7.69,2.868,6.998
E02000918,5.898,68.166,9.736,9.537,7.082
E02000919,6.703,63.355,9.808,7.353,7.543
E02000920,6.276,66.185,9.738,6.593,7.943
E02000921,6.905,63.761,9.053,6.37,7.647
E02000922,6.342,26.187,7.389,1.608,6.975
E02000923,7.795,45.176,9.429,3.478,8.466
E02000925,7.893,60.817,9.968,4.652,8.709
E02000926,7.648,56.943,9.251,4.149,8.249
E02000927,7.737,39.868,8.983,3.314,8.234
E02000928,5.832,35.663,6.742,2.252,6.279
E02000929,7.63,55.566,10.411,6.41,8.479
E02000930,7.518,49.045,9.147,3.993,8.125
E02000931,7.114,53.388,8.986,4.317,7.944
E02000932,6.323,65.127,9.57,6.239,7.994
E02000933,5.717,49.781,6.888,3.305,6.135
E02000934,7.607,55.932,10.609,6.084,8.596
E02000935,5.018,36.605,5.791,2.114,5.417
E02000936,5.865,45.883,7.335,3.165,6.598
E02000937,6.396,37.39,7.598,2.537,7.032
E02000938,5.556,57.954,6.563,3.278,5.918
E02000939,6.991,27.419,7.876,1.799,7.451
E02000940,6.751,52.163,8.774,3.909,7.751
E02000941,6.42,46.0,8.091,2.937,7.323
E02000942,5.805,50.596,7.234,2.826,6.659
E02000943,7.054,42.95,8.76,3.4,7.868
E02000944,5.836,38.064,6.708,2.069,6.266
E02000945,4.78,63.295,6.726,6.011,5.408
E02000946,5.989,33.128,7.218,2.495,6.575
E02000947,5.701,33.149,6.992,2.023,6.534
E02000948,6.044,30.066,7.159,2.138,6.547
E02000949,5.958,53.752,7.146,2.42,6.678
E02000950,5.441,21.562,5.967,1.041,5.796
E02000951,6.301,39.005,7.978,3.723,6.995
E02000952,6.194,36.988,7.345,2.539,6.787
E02000953,5.924,31.354,6.942,2.603,6.31
E02000954,6.018,31.755,6.843,2.11,6.457
E02000955,5.973,32.96,6.612,1.87,6.313
E02000956,5.825,37.698,6.842,2.603,6.293
E02000957,5.769,63.982,7.554,4.13,6.492
E02000958,5.788,26.964,6.345,1.256,6.062
E02000959,5.678,24.713,6.668,2.078,6.115
E02007083,8.105,67.016,11.346,5.764,9.973
E02007084,7.997,65.338,9.751,3.514,9.007
E02000960,8.376,66.866,10.03,4.524,9.216
E02000961,8.828,42.135,10.572,3.4,9.757
E02000962,9.42,65.077,12.686,6.963,10.472
E02000963,7.669,53.76,8.978,3.571,8.143
E02000964,7.836,58.598,10.242,4.114,9.065
E02000965,8.711,42.948,9.608,2.238,9.09
E02000966,8.943,47.716,11.603,4.539,10.456
E02000967,8.415,68.546,11.822,7.662,9.775
E02000968,9.631,68.555,14.571,10.531,11.223
E02000969,8.642,61.077,12.969,7.154,10.487
E02000970,11.421,68.593,17.638,10.438,14.274
E02000971,10.08,68.592,17.147,13.265,12.379
E02000972,12.119,68.592,20.084,10.07,17.886
E02000973,8.472,57.404,12.496,7.452,9.929
E02000974,10.72,68.593,15.955,11.723,11.656
E02000975,9.506,68.593,14.764,8.868,11.916
E02000976,9.13,55.998,11.244,4.44,10.04
E02000977,12.623,68.593,20.735,11.695,17.355
E02000978,8.223,68.593,12.145,7.74,10.017
E02000979,10.968,68.593,16.836,10.72,13.397
E02000980,10.455,68.293,14.403,8.885,11.507
E02000981,10.524,68.28,12.802,5.783,11.328
E02000982,10.059,68.585,14.439,10.559,11.244
E02000983,10.414,66.755,14.83,9.563,11.297
