MSOA21CD,PM10d-2013-min,PM10d-2013-max,PM10d-2013-mean,PM10d-2013-std,PM10d-2013-median
E02000111,9.645,42.885,11.179,2.756,10.487
E02000112,10.137,111.985,12.973,5.833,11.503
E02000113,10.703,139.048,17.63,15.72,13.027
E02000114,11.432,37.671,13.0,2.805,12.149
E02000115,11.631,44.145,13.229,2.66,12.411
E02000116,11.38,77.844,13.106,4.374,11.911
E02000117,11.604,160.648,14.862,7.388,12.773
E02000118,10.495,38.353,11.661,1.939,11.217
E02000119,11.214,169.701,14.478,11.02,12.113
E02000120,12.284,44.722,14.151,3.855,13.059
E02000121,10.151,50.189,12.115,3.301,11.261
E02000122,11.444,24.749,12.272,1.385,11.897
E02000123,11.8,97.901,15.169,5.835,13.255
E02000124,11.805,35.677,13.624,2.881,12.766
E02000125,11.704,45.859,13.193,2.899,12.38
E02000126,12.849,47.346,14.77,3.115,13.837
E02006955,10.713,31.553,12.079,2.808,11.211
E02006956,10.53,46.141,11.571,2.088,11.203
E02000127,9.345,23.775,10.188,1.116,9.905
E02000128,8.665,28.219,9.41,1.07,9.17
E02000130,9.956,35.242,10.998,1.67,10.608
E02000131,10.196,34.728,11.538,2.388,10.928
E02000132,9.89,44.497,10.961,2.292,10.31
E02000133,8.026,50.428,9.513,1.794,9.251
E02000134,9.197,42.285,10.946,2.577,10.332
E02000135,10.015,29.755,11.152,2.28,10.589
E02000136,8.006,36.203,8.91,1.791,8.467
E02000137,9.132,24.929,9.922,1.175,9.648
E02000138,9.277,28.573,10.169,1.549,9.78
E02000139,9.592,30.786,10.481,1.656,10.081
E02000140,8.097,55.533,9.413,3.284,8.616
E02000141,9.676,40.987,10.894,2.284,10.319
E02000142,8.879,43.72,10.396,2.372,9.799
E02000144,8.938,60.607,10.691,2.939,9.974
E02000145,6.808,40.121,7.681,1.155,7.447
E02000146,8.693,45.017,10.079,2.678,9.495
E02000147,8.707,36.751,9.656,1.899,9.281
E02000148,7.857,18.147,8.519,0.659,8.376
E02000149,7.903,62.193,8.874,2.658,8.35
E02000150,8.767,24.749,9.614,1.377,9.334
E02000151,7.772,23.919,8.436,1.002,8.215
E02000152,7.862,37.236,8.795,1.723,8.471
E02000153,8.495,30.034,9.357,1.433,9.015
E02000154,7.767,46.471,8.85,2.347,8.215
E02000155,7.072,49.802,8.321,1.678,8.013
E02000156,8.306,32.199,9.396,1.888,8.95
E02000157,7.552,22.09,8.27,1.286,7.988
E02000158,6.997,21.974,7.757,1.134,7.573
E02000159,7.247,51.241,8.456,2.415,8.006
E02000160,7.345,41.643,8.336,1.577,8.107
E02000161,7.274,28.072,7.99,1.414,7.751
E02000162,6.389,31.495,7.234,1.213,7.044
E02000163,6.368,27.744,7.222,1.226,6.973
E02000165,6.283,18.743,6.873,0.749,6.763
E02006782,9.176,23.379,9.763,0.942,9.628
E02006787,9.394,50.141,11.094,3.863,10.113
E02006789,6.133,19.273,6.849,0.709,6.791
E02000166,10.817,46.499,11.949,2.104,11.502
E02000167,10.868,47.402,12.719,3.419,11.886
E02000168,12.087,44.687,14.76,3.795,13.538
E02000169,11.504,75.476,13.469,5.061,12.275
E02000170,11.262,86.148,13.698,5.654,12.348
E02000171,12.084,61.971,15.054,4.843,13.62
E02000172,12.848,45.383,14.558,3.016,13.76
E02000173,12.393,80.675,15.429,5.685,13.688
E02000174,13.186,42.013,15.058,2.981,14.166
E02000175,12.188,76.622,14.801,5.765,13.347
E02000176,12.677,60.98,14.608,4.21,13.388
E02000177,13.148,45.567,15.867,4.313,14.495
E02000178,11.892,41.888,14.146,3.705,13.037
E02000179,12.677,61.472,15.944,5.829,14.288
E02000180,14.111,74.858,17.221,5.965,15.35
E02000181,12.554,30.561,13.547,1.961,13.019
E02000182,13.0,96.088,16.423,8.057,14.071
E02000183,13.155,37.512,15.084,3.0,14.202
E02000184,14.253,114.122,18.408,6.275,16.652
E02000185,12.939,56.527,14.929,3.724,13.812
E02000186,13.947,168.592,19.251,9.399,16.401
E02000187,14.486,126.297,18.959,8.575,16.933
E02000188,15.353,74.373,19.105,6.076,17.431
E02000191,18.582,128.04,25.834,12.254,21.66
E02000192,18.034,91.242,22.242,8.006,19.724
E02000193,18.291,111.737,26.004,10.216,22.449
E02007115,17.391,123.646,22.085,9.67,19.152
E02000001,17.001,173.695,25.647,13.977,20.701
E02000194,10.041,37.266,11.697,2.498,10.988
E02000195,10.33,39.874,11.361,2.11,10.862
E02000196,10.325,35.24,11.157,2.026,10.73
E02000197,10.275,38.184,11.624,3.07,10.89
E02000198,10.366,37.688,11.795,3.198,10.922
E02000199,10.452,40.129,11.536,2.379,10.879
E02000200,10.01,28.717,11.051,1.844,10.614
E02000201,9.553,30.403,11.163,2.359,10.538
E02000202,10.235,29.635,10.957,1.915,10.583
E02000203,10.268,34.759,11.571,2.412,10.9
E02000204,9.825,37.854,11.481,3.141,10.738
E02000206,9.906,46.25,11.257,2.414,10.711
E02000207,9.069,38.507,10.69,2.454,10.161
E02000208,10.304,38.697,11.606,2.835,10.899
E02000209,9.74,50.671,11.433,3.599,10.642
E02000210,9.908,32.839,10.446,1.169,10.239
E02000211,8.84,27.703,9.28,0.709,9.171
E02000212,9.643,47.264,11.915,3.655,11.055
E02000213,10.586,87.7,13.237,5.573,11.708
E02000214,9.077,28.458,10.441,2.398,9.865
E02000215,9.748,37.46,11.55,2.843,10.743
E02000216,8.721,47.065,10.054,2.198,9.494
E02000217,9.665,64.925,12.472,4.272,11.323
E02000218,8.284,28.527,9.087,1.645,8.711
E02000219,8.161,36.418,9.084,1.665,8.694
E02000221,8.971,100.853,11.33,4.904,10.147
E02000222,8.417,35.41,9.979,2.075,9.452
E02000223,7.938,44.69,8.821,2.242,8.365
E02000224,8.678,30.541,9.931,2.136,9.374
E02000225,7.467,16.776,8.064,0.555,7.952
E02000226,7.908,25.775,8.869,1.618,8.536
E02000227,7.091,44.936,8.366,2.101,8.05
E02000228,7.947,25.449,8.708,1.278,8.438
E02000229,7.034,13.665,7.813,0.778,7.674
E02000230,8.23,56.224,10.278,3.703,9.324
E02000231,7.93,36.437,9.011,1.611,8.671
E02000232,7.192,26.296,7.844,1.133,7.669
E02000233,7.602,26.502,8.727,1.873,8.227
E02000234,7.541,47.876,8.9,2.79,8.281
E02000235,7.12,28.447,7.872,1.103,7.674
E02000236,6.969,53.388,8.186,2.367,7.783
E02000237,6.736,16.537,7.34,0.68,7.245
E02006788,9.458,49.122,10.5,3.422,9.846
E02006987,10.701,75.763,13.878,5.595,12.238
E02006988,9.484,73.131,12.223,3.652,11.123
E02000238,9.204,57.074,10.348,2.563,9.777
E02000239,9.427,51.84,10.66,3.073,9.903
E02000240,8.799,63.364,10.443,3.694,9.512
E02000241,9.238,55.09,10.593,3.186,9.879
E02000242,9.747,21.525,10.713,0.924,10.532
E02000243,9.35,92.55,12.189,6.766,10.39
E02000244,9.543,112.982,13.609,8.706,11.119
E02000245,8.942,65.516,11.211,4.795,9.959
E02000246,8.312,66.192,9.801,3.426,9.045
E02000247,9.377,73.433,11.77,5.624,10.334
E02000248,10.84,154.656,18.504,17.954,13.249
E02000249,9.758,61.974,11.643,4.478,10.545
E02000250,10.195,73.071,12.021,3.547,11.248
E02000251,9.733,23.002,10.593,1.12,10.39
E02000252,11.406,153.149,16.259,11.885,13.083
E02000253,9.917,29.774,11.077,2.052,10.518
E02000254,9.351,24.846,10.651,1.82,10.309
E02000255,10.099,48.89,11.886,3.805,10.883
E02000256,10.915,54.097,12.711,3.99,11.564
E02000258,11.408,55.794,13.478,3.847,12.493
E02000259,9.701,45.7,10.865,2.471,10.347
E02000260,9.729,76.291,12.319,4.985,10.763
E02000261,12.156,150.433,15.949,10.798,13.267
E02000262,11.831,52.234,14.184,4.603,12.88
E02000263,9.401,54.26,11.267,4.252,10.215
E02000264,11.546,61.9,14.007,4.966,12.574
E02000265,10.602,48.068,12.726,4.126,11.613
E02000266,9.747,84.128,11.471,4.091,10.335
E02000267,10.03,55.702,12.295,4.201,11.238
E02000268,10.974,38.516,12.111,2.043,11.619
E02000269,10.813,47.22,11.844,2.36,11.361
E02000270,12.008,53.382,13.687,2.85,12.925
E02000271,12.104,46.516,13.128,2.388,12.577
E02000272,9.972,27.639,11.037,1.63,10.724
E02000275,9.916,37.183,11.512,3.312,10.553
E02000276,10.555,42.806,11.977,2.199,11.522
E02006791,11.958,33.737,13.08,1.611,12.636
E02006968,10.875,66.099,12.621,3.425,11.749
E02006969,11.402,73.834,14.842,5.814,13.07
E02006970,9.846,41.409,11.49,3.761,10.46
E02006971,9.811,41.04,10.897,2.115,10.397
E02000277,8.035,79.325,12.597,9.409,9.387
E02000278,8.128,105.988,11.438,8.023,8.951
E02000279,7.625,74.6,9.889,6.088,8.449
E02000280,7.386,116.088,9.715,8.483,7.774
E02000281,7.746,97.43,9.662,4.514,8.611
E02000282,8.242,54.03,10.121,4.438,8.964
E02000283,8.25,38.625,9.068,1.959,8.737
E02000284,8.256,42.034,9.208,1.816,8.732
E02000285,8.41,37.756,9.318,1.999,8.813
E02000286,7.598,34.248,8.804,1.846,8.483
E02000287,7.511,34.17,8.175,1.483,7.816
E02000288,8.589,146.91,10.347,4.706,9.234
E02000289,7.636,24.992,8.392,1.079,8.32
E02000290,7.719,52.996,8.975,2.538,8.396
E02000291,8.853,40.002,9.937,2.546,9.306
E02000292,8.389,53.588,10.33,4.252,9.346
E02000293,8.396,30.434,9.263,1.322,8.949
E02000294,8.441,73.448,9.555,2.672,9.174
E02000295,8.388,31.286,9.383,1.796,9.038
E02000296,7.927,37.666,9.699,2.32,9.163
E02000297,8.939,54.364,10.833,4.079,9.775
E02000298,8.894,28.333,9.655,1.342,9.363
E02000299,9.039,26.973,9.914,1.561,9.582
E02000300,9.453,124.511,11.08,5.324,9.939
E02000301,8.441,53.501,9.857,3.133,9.247
E02000302,9.313,53.489,10.468,2.693,9.929
E02000303,9.553,97.432,11.663,6.731,10.211
E02000304,9.197,92.123,10.434,2.539,9.864
E02000305,9.437,32.357,10.884,2.325,10.182
E02000306,9.19,172.049,12.129,8.614,10.292
E02000307,9.749,82.624,12.692,6.902,10.712
E02000308,9.552,127.651,13.056,9.197,11.001
E02000309,9.625,191.395,14.328,12.551,11.17
E02000311,9.993,88.906,12.987,7.684,10.912
E02000312,9.654,124.64,12.852,8.144,11.016
E02006793,10.07,75.999,12.855,7.431,11.039
E02000313,9.284,30.001,10.305,1.548,9.794
E02000314,9.179,92.323,10.423,3.304,9.701
E02000315,9.329,39.235,10.189,1.89,9.825
E02000317,10.578,40.689,11.659,2.772,11.057
E02000318,9.312,47.999,10.75,3.54,10.008
E02000319,9.697,95.685,11.311,4.666,10.313
E02000320,9.082,31.139,10.246,2.268,9.658
E02000321,9.944,58.326,11.572,4.346,10.509
E02000323,9.81,42.303,11.555,2.326,10.926
E02000324,10.363,33.181,11.616,2.155,11.182
E02000326,11.088,105.699,13.857,7.187,11.981
E02000327,10.124,34.461,11.417,2.654,10.663
E02000328,11.321,73.189,13.226,4.964,11.959
E02000329,9.239,23.733,9.748,1.046,9.535
E02000331,10.465,85.321,12.612,4.867,11.349
E02000332,9.385,36.32,10.319,1.662,10.048
E02000333,11.047,83.042,13.641,5.595,12.035
E02000334,10.409,54.815,11.757,3.511,10.967
E02000335,9.584,74.602,11.253,4.803,10.376
E02000337,10.723,92.365,14.741,7.558,12.553
E02000339,10.021,83.077,13.379,7.397,11.43
E02000340,9.318,73.726,10.871,4.038,9.993
E02000341,9.982,76.846,12.751,5.024,11.516
E02000342,9.179,22.362,9.85,1.278,9.498
E02000343,9.348,36.955,10.913,2.935,10.094
E02000344,9.081,53.814,10.882,3.475,9.916
E02006786,9.079,39.25,10.203,2.049,9.756
E02006927,11.14,72.97,13.375,4.66,12.066
E02006928,11.945,52.49,14.237,4.246,12.872
E02006930,11.936,117.147,16.03,9.137,13.395
E02006931,11.373,71.246,13.904,5.411,12.563
E02006991,10.14,57.934,12.84,5.82,11.174
E02006992,11.338,159.487,16.857,12.736,13.601
E02006993,11.114,43.614,12.938,2.819,12.168
E02006994,10.5,52.809,13.065,5.168,11.531
E02000345,10.724,63.817,13.196,5.219,12.233
E02000346,12.494,77.376,16.164,6.411,14.08
E02000347,12.258,29.787,13.312,1.944,12.869
E02000348,10.771,43.097,13.037,3.706,12.249
E02000350,11.661,55.019,13.677,4.337,12.605
E02000351,13.008,55.268,15.269,5.038,13.769
E02000352,12.532,38.29,13.738,2.306,13.122
E02000353,12.756,68.74,15.642,5.217,13.994
E02000354,11.952,48.76,13.542,3.201,12.716
E02000355,11.54,67.291,14.018,5.214,12.681
E02000356,12.925,41.368,14.235,2.485,13.505
E02000357,10.826,36.714,11.632,1.994,11.194
E02000358,12.944,44.901,14.604,3.976,13.552
E02000359,11.444,43.999,12.899,2.957,12.272
E02000360,12.446,49.536,14.511,3.29,13.543
E02000361,12.297,82.98,16.879,6.895,14.454
E02000362,11.62,117.048,17.535,11.074,13.648
E02000363,12.257,39.238,14.52,3.502,13.557
E02000364,12.936,80.585,14.79,3.784,13.792
E02000366,12.651,43.409,15.051,3.812,13.768
E02000367,12.895,62.007,15.33,4.993,13.935
E02000368,12.98,42.14,14.746,2.555,14.027
E02000369,13.758,42.97,15.815,3.199,14.827
E02000370,14.336,57.096,16.662,3.631,15.716
E02006918,10.839,57.201,12.405,3.864,11.588
E02006921,10.743,33.742,12.407,2.69,11.883
E02007108,13.288,61.902,17.114,6.399,14.923
E02007109,13.32,71.361,15.401,3.669,14.381
E02007110,14.651,82.228,18.618,7.187,16.646
E02007111,14.513,118.175,20.738,9.607,17.637
E02000372,11.591,162.506,14.773,8.922,12.558
E02000373,12.635,116.959,16.292,10.874,13.741
E02000374,12.477,120.474,16.363,10.576,13.44
E02000375,12.783,108.037,16.51,7.131,14.51
E02000376,12.916,62.705,16.01,5.619,14.068
E02000377,12.6,52.945,15.538,5.83,13.563
E02000378,13.581,68.274,17.877,9.252,15.141
E02000379,12.144,47.776,13.569,2.889,12.892
E02000380,13.158,40.86,14.507,2.72,13.747
E02000381,13.466,95.769,16.06,8.659,14.145
E02000382,12.96,116.95,18.355,13.045,14.724
E02000383,13.456,111.698,17.978,9.954,15.242
E02000384,13.213,190.895,22.802,17.414,16.588
E02000385,13.278,119.11,18.624,15.493,14.496
E02000386,13.592,119.231,15.817,6.508,14.675
E02000387,13.111,45.992,14.903,4.19,13.755
E02000388,13.72,56.472,15.647,4.151,14.531
E02000389,11.662,55.715,13.826,4.425,12.829
E02000390,13.067,28.665,14.547,2.092,13.95
E02000391,12.823,61.309,15.984,4.91,14.603
E02000392,12.927,48.297,14.885,3.556,13.842
E02000393,12.879,38.61,14.231,2.969,13.411
E02000394,13.117,32.247,13.77,1.081,13.556
E02000395,11.64,95.963,13.709,4.809,12.577
E02000396,12.459,65.073,14.024,3.489,13.118
E02000397,10.322,30.037,11.186,1.816,10.804
E02000398,9.724,67.247,11.169,3.476,10.533
E02000400,9.886,104.445,11.818,4.109,10.847
E02000401,10.102,52.872,12.294,3.934,11.173
E02000402,10.113,36.418,11.635,2.585,10.969
E02000403,10.164,53.058,12.054,3.47,11.147
E02000404,10.625,33.418,12.45,3.328,11.41
E02000405,9.869,28.256,10.943,1.582,10.573
E02000406,11.065,39.274,12.426,3.029,11.572
E02000407,10.973,68.281,13.198,5.307,11.601
E02000408,10.514,57.73,12.988,5.453,11.471
E02000409,10.717,49.632,11.975,2.689,11.229
E02000410,10.09,57.507,12.246,4.931,10.953
E02000411,10.24,95.919,12.749,5.833,11.214
E02000412,10.901,60.502,13.644,4.891,12.099
E02000413,9.977,27.971,10.861,1.452,10.568
E02000414,10.761,21.79,11.634,1.164,11.333
E02000415,10.851,56.407,12.752,3.513,11.784
E02000416,10.488,34.99,12.172,2.542,11.487
E02000417,10.437,39.176,11.777,2.486,11.056
E02000418,10.527,37.362,12.201,2.844,11.419
E02000419,11.385,66.549,13.798,4.638,12.264
E02000420,11.232,89.937,13.565,5.78,11.93
E02000421,10.951,81.714,15.609,8.829,12.923
E02000422,11.405,75.456,13.4,4.457,12.191
E02000423,11.637,40.491,13.426,3.628,12.32
E02000424,11.296,36.718,12.089,1.93,11.642
E02000425,10.631,67.297,12.679,5.184,11.57
E02000426,10.545,46.759,12.048,3.193,11.108
E02000427,11.396,53.085,13.586,3.513,12.667
E02000428,11.858,52.856,13.598,4.233,12.652
E02000429,10.689,33.716,11.869,1.869,11.417
E02000430,11.506,38.361,12.927,3.124,12.026
E02000431,11.253,52.048,13.391,4.65,12.096
E02000432,11.532,29.043,12.823,1.722,12.406
E02006794,10.228,46.975,11.723,3.226,10.904
E02000433,7.798,36.764,9.014,2.163,8.535
E02000434,8.602,48.954,9.527,1.748,9.147
E02000435,7.997,34.269,8.869,1.679,8.517
E02000436,7.42,30.258,8.149,1.397,7.842
E02000437,8.148,40.313,9.348,2.375,8.789
E02000438,7.779,30.163,9.234,2.388,8.552
E02000439,9.081,37.447,10.286,2.428,9.732
E02000440,8.472,29.854,9.48,1.871,9.0
E02000441,7.264,29.286,8.1,1.551,7.776
E02000442,9.034,27.413,10.085,1.712,9.653
E02000443,8.477,24.005,9.341,1.439,9.012
E02000444,8.775,34.407,9.919,2.363,9.21
E02000445,8.736,47.096,10.037,2.434,9.276
E02000447,7.849,19.768,8.724,1.116,8.496
E02000448,7.969,21.319,8.709,1.188,8.41
E02000449,9.141,42.389,10.613,3.017,9.839
E02000451,7.973,24.486,8.95,1.467,8.641
E02000452,8.616,47.903,10.042,2.532,9.441
E02000453,8.623,43.913,9.572,2.096,9.037
E02000454,8.083,16.518,8.654,0.847,8.457
E02000455,9.166,62.865,11.363,4.032,10.231
E02000456,8.783,38.228,9.73,2.07,9.211
E02000457,8.39,26.364,9.359,1.392,9.027
E02000459,8.949,26.35,10.032,1.815,9.528
E02000460,8.693,24.142,9.613,1.917,9.115
E02000461,8.99,41.978,10.039,2.321,9.431
E02000462,9.031,25.703,10.037,1.954,9.481
E02000463,8.766,23.278,9.519,1.295,9.253
E02006795,8.41,25.693,9.194,1.302,8.968
E02006882,8.759,56.699,9.704,1.892,9.297
E02000464,6.469,67.175,7.882,5.107,6.806
E02000465,6.589,89.209,8.38,5.362,7.187
E02000466,6.472,20.916,7.052,0.764,6.862
E02000467,7.082,23.35,7.952,1.313,7.672
E02000468,6.64,25.595,7.286,1.009,6.978
E02000469,7.105,66.458,8.275,2.784,7.595
E02000470,6.529,82.149,7.851,3.984,6.918
E02000471,7.203,36.493,8.398,2.253,7.956
E02000472,7.614,60.252,8.844,3.069,8.16
E02000473,6.715,59.976,8.289,2.413,7.716
E02000474,7.693,45.982,9.163,3.637,8.363
E02000475,7.487,63.827,8.519,2.465,8.001
E02000476,7.87,93.81,11.202,6.132,9.627
E02000477,7.564,24.209,8.296,1.114,8.053
E02000478,6.722,23.942,7.358,0.661,7.32
E02000479,8.008,66.16,10.384,4.418,9.052
E02000480,8.256,57.577,9.471,2.885,8.708
E02000481,5.491,65.898,7.476,4.629,6.644
E02000482,6.69,28.231,7.228,1.197,6.967
E02000483,7.281,23.16,8.029,1.273,7.732
E02000484,7.584,30.907,8.609,1.937,8.231
E02000485,6.788,39.219,7.649,1.339,7.43
E02000486,7.526,20.258,8.083,0.977,7.877
E02000487,6.436,62.065,7.26,2.601,6.913
E02000488,7.253,18.171,7.972,1.086,7.766
E02000489,7.348,31.191,8.631,1.956,8.343
E02000490,7.528,30.824,8.618,1.678,8.431
E02000491,7.831,48.51,9.624,3.017,8.864
E02000492,6.929,72.613,8.186,2.397,7.734
E02000493,7.638,72.392,9.263,3.751,8.523
E02000494,6.638,35.482,7.445,1.691,7.159
E02000495,7.168,30.721,8.119,1.764,7.711
E02000496,6.265,20.391,6.81,0.662,6.686
E02000497,7.23,29.865,8.292,1.376,8.057
E02000498,6.87,53.849,7.905,2.019,7.565
E02000499,8.085,19.985,8.746,1.021,8.513
E02000500,7.233,36.86,8.634,2.069,8.281
E02000501,8.282,21.266,8.746,0.784,8.595
E02000502,7.609,40.986,8.693,2.053,8.245
E02000503,8.193,21.367,9.042,1.167,8.789
E02000504,7.283,52.488,8.624,2.541,8.144
E02000506,6.849,98.488,9.159,4.768,8.381
E02000507,8.147,40.493,9.483,3.329,8.629
E02000508,7.927,44.462,9.893,2.984,9.175
E02000509,7.706,37.693,9.267,2.709,8.535
E02000510,8.272,43.137,9.745,2.574,9.133
E02000511,8.219,25.55,8.801,0.882,8.654
E02000512,8.287,26.878,9.281,1.742,8.915
E02000513,8.649,39.931,9.761,2.307,9.278
E02000514,8.717,33.255,9.665,1.729,9.317
E02000515,7.864,56.952,8.927,2.127,8.521
E02000516,9.237,43.235,10.293,2.764,9.598
E02000517,8.637,32.02,9.592,1.836,9.157
E02000518,8.511,45.768,9.545,2.15,9.064
E02000519,9.186,55.345,10.914,3.719,9.921
E02000520,8.644,96.851,10.493,3.907,9.643
E02000521,9.053,110.369,10.672,4.407,9.646
E02000522,8.654,47.944,10.451,2.901,9.785
E02000523,9.336,59.572,11.83,4.112,10.63
E02000524,8.39,201.408,11.587,7.573,10.043
E02000525,9.341,81.008,11.474,4.876,10.096
E02006796,8.134,44.904,9.612,3.142,8.909
E02000526,12.101,152.238,17.553,14.089,13.586
E02000529,9.804,46.264,11.621,3.262,10.593
E02000530,9.598,89.561,12.236,5.82,10.535
E02000531,9.983,122.37,13.417,7.427,11.613
E02000532,10.873,116.001,13.582,7.649,11.962
E02000533,10.975,116.128,14.22,8.357,12.207
E02000534,9.629,62.989,11.574,3.972,10.532
E02000535,9.49,60.905,11.486,4.521,10.267
E02000536,9.725,59.763,11.788,4.927,10.483
E02000537,9.615,57.624,11.09,3.675,10.333
E02000538,9.173,81.497,11.454,4.839,10.154
E02000539,9.626,67.219,11.49,3.042,10.751
E02000540,9.82,46.391,11.244,2.838,10.541
E02000541,9.43,39.715,11.023,3.118,10.118
E02000542,9.807,48.836,11.542,3.139,10.565
E02000543,9.584,51.136,11.333,3.335,10.462
E02000544,9.518,19.497,10.096,0.8,9.899
E02000545,9.549,36.426,10.772,2.157,10.324
E02000546,8.832,29.486,9.662,1.499,9.297
E02000547,8.949,55.369,10.445,3.263,9.629
E02000548,8.092,43.874,9.553,2.383,8.978
