MSOA21CD,NOx-2013-min,NOx-2013-max,NOx-2013-mean,NOx-2013-std,NOx-2013-median
E02000187,66.153,489.653,88.396,39.627,77.37
E02000188,69.406,328.366,91.027,32.335,81.317
E02000191,81.55,450.379,117.45,53.797,96.652
E02000192,77.064,458.62,104.177,46.227,88.872
E02000193,77.28,545.609,121.874,55.95,101.24
E02007115,74.315,508.271,103.216,46.6,88.152
E02000001,72.606,893.091,123.304,65.698,99.235
E02000194,44.951,173.934,54.181,12.635,50.222
E02000195,46.421,166.796,52.686,10.182,50.115
E02000196,46.605,180.052,52.123,12.379,49.277
E02000197,46.354,193.479,54.627,18.679,49.754
E02000198,46.69,166.298,54.603,15.184,50.111
E02000199,46.699,219.329,52.705,11.799,49.274
E02000200,44.506,150.185,50.51,9.583,48.124
E02000201,41.976,152.82,52.378,14.035,48.352
E02000202,46.092,164.58,51.298,12.323,48.655
E02000203,45.662,185.92,54.939,15.473,50.538
E02000204,44.153,204.83,54.944,18.059,50.394
E02000206,44.217,209.379,52.28,12.474,49.437
E02000207,40.682,187.007,50.188,13.638,46.925
E02000208,45.68,221.547,55.281,19.73,50.283
E02000209,44.14,211.872,54.505,17.024,50.431
E02000210,44.823,158.354,48.746,6.593,47.407
E02000211,39.501,145.647,43.813,4.628,43.452
E02000212,42.815,230.536,56.645,17.79,52.985
E02000213,47.311,392.991,63.644,29.385,55.193
E02000214,40.656,150.128,48.929,12.883,45.878
E02000215,45.212,183.036,55.036,15.54,50.441
E02000216,38.418,189.996,46.633,11.05,44.052
E02000217,43.088,222.227,58.978,18.983,53.897
E02000218,37.101,153.912,41.98,10.002,39.441
E02000219,36.06,181.437,41.622,9.543,38.942
E02000221,39.877,383.462,54.017,22.997,48.185
E02000222,37.251,180.165,47.924,11.972,44.881
E02000223,35.229,171.676,42.216,9.975,40.148
E02000224,40.399,150.202,48.599,11.889,45.413
E02000225,32.918,97.103,37.75,4.383,37.227
E02000226,35.682,130.114,41.209,8.611,39.23
E02000227,30.826,174.322,38.347,9.71,36.786
E02000228,35.499,124.598,40.843,7.119,39.329
E02000229,30.524,87.492,36.964,6.222,36.018
E02000230,37.556,237.507,50.346,18.921,45.005
E02000231,34.681,178.133,42.275,8.632,40.429
E02000232,31.504,123.725,35.493,5.975,34.297
E02000233,34.28,133.907,41.336,9.764,38.605
E02000234,33.277,232.421,42.154,14.359,38.678
E02000235,31.109,122.092,35.819,5.897,34.647
E02000236,30.657,193.619,37.736,11.003,35.606
E02000237,29.523,85.962,33.375,4.32,32.716
E02006788,41.75,181.71,47.582,13.194,44.758
E02006987,50.069,328.082,68.377,28.592,59.484
E02006988,43.606,313.578,60.655,20.076,54.79
E02000238,42.499,246.117,50.98,13.359,47.89
E02000239,42.178,228.807,50.33,14.5,46.04
E02000240,40.618,249.676,50.074,16.443,45.739
E02000241,42.372,194.115,50.511,13.903,47.088
E02000242,44.715,116.706,51.478,6.249,49.864
E02000243,42.442,300.598,57.581,25.621,49.872
E02000244,42.975,335.406,62.461,29.182,53.51
E02000245,40.985,271.758,54.154,21.782,48.24
E02000246,37.798,239.125,46.583,15.953,43.24
E02000247,42.907,234.993,55.884,21.09,49.832
E02000248,49.8,483.6,82.036,54.517,64.633
E02000249,44.892,278.902,56.321,19.78,51.015
E02000250,46.617,223.09,57.137,12.602,54.247
E02000251,44.715,129.658,52.344,8.477,50.995
E02000252,52.136,461.26,76.558,39.478,63.655
E02000253,45.536,142.885,54.273,10.971,51.381
E02000254,43.04,141.384,52.535,10.275,51.32
E02000255,46.166,293.931,58.745,22.255,53.303
E02000256,50.519,295.031,63.65,26.191,55.871
E02000258,52.258,305.767,67.641,26.082,60.987
E02000259,44.007,284.063,53.137,16.17,49.777
E02000260,45.5,391.094,65.059,32.347,54.435
E02000261,56.258,540.667,74.806,34.15,64.619
E02000262,55.491,254.152,71.4,25.321,63.964
E02000263,43.793,282.157,58.454,28.421,50.665
E02000264,53.851,292.496,68.355,25.406,61.079
E02000265,49.528,241.312,63.591,24.324,56.543
E02000266,44.37,393.375,57.075,24.296,50.176
E02000267,46.435,299.406,63.372,24.419,57.37
E02000268,49.831,176.89,58.378,10.206,56.173
E02000269,50.153,230.433,56.836,12.322,54.143
E02000270,55.265,262.73,66.489,15.166,62.688
E02000271,55.921,210.533,63.306,12.656,60.381
E02000272,46.194,123.579,51.945,7.633,50.159
E02000275,45.381,175.587,56.874,15.338,52.677
E02000276,48.523,194.146,58.28,11.792,56.058
E02006791,54.858,158.49,63.593,8.884,61.286
E02006968,49.593,351.78,60.744,18.332,56.117
E02006969,54.404,330.666,78.426,34.819,67.289
E02006970,47.959,259.942,61.746,26.606,54.632
E02006971,47.635,259.319,58.048,15.154,54.412
E02000277,35.93,325.254,59.63,36.68,45.874
E02000278,35.641,313.034,53.026,31.678,41.5
E02000279,33.247,234.559,44.635,22.373,38.87
E02000280,31.703,345.076,41.752,26.872,33.979
E02000281,33.341,375.741,45.195,20.79,40.661
E02000282,36.13,270.598,48.71,23.014,42.138
E02000283,36.363,173.45,43.12,9.348,41.375
E02000284,38.121,260.07,45.282,12.009,42.326
E02000285,38.657,207.19,45.658,12.155,42.633
E02000286,33.074,188.031,42.095,11.248,40.502
E02000287,32.506,148.33,36.77,7.6,34.65
E02000288,38.697,447.068,50.79,23.198,44.601
E02000289,33.465,131.11,38.736,7.138,37.624
E02000290,33.868,214.961,41.221,11.991,38.168
E02000291,41.229,214.825,49.904,16.021,45.673
E02000292,37.604,256.789,50.112,20.44,45.358
E02000293,37.627,172.534,44.335,8.494,42.526
E02000294,37.832,253.154,45.537,12.587,43.953
E02000295,38.116,145.182,44.648,9.734,42.701
E02000296,34.967,169.64,46.334,13.355,43.289
E02000297,42.506,259.784,54.197,18.887,49.005
E02000298,39.756,150.895,46.189,8.049,44.833
E02000299,41.377,166.44,50.203,11.366,48.027
E02000300,45.932,392.489,55.369,20.282,50.028
E02000301,37.826,227.97,48.811,15.382,45.429
E02000302,42.143,253.634,49.857,12.282,47.374
E02000303,45.249,334.472,56.615,26.117,49.759
E02000304,41.425,305.658,49.945,11.604,47.192
E02000305,45.241,161.062,53.643,13.427,49.652
E02000306,43.079,515.382,58.434,30.423,50.313
E02000307,45.731,287.351,61.231,27.281,52.669
E02000308,43.588,404.509,63.362,33.736,55.03
E02000309,43.133,875.36,66.328,41.474,54.386
E02000311,45.336,298.586,62.388,30.292,53.162
E02000312,44.89,382.148,63.492,31.41,55.438
E02006793,46.253,260.764,62.328,27.49,54.823
E02000313,42.687,146.806,49.882,9.359,47.172
E02000314,41.021,360.761,48.84,15.415,45.006
E02000315,42.161,193.568,48.831,10.097,46.831
E02000317,48.675,201.373,57.125,15.074,53.787
E02000318,41.639,236.34,52.683,19.626,48.485
E02000319,44.444,331.573,55.847,21.221,50.493
E02000320,40.02,163.65,48.075,11.886,45.436
E02000321,47.16,274.778,57.841,22.906,51.464
E02000323,46.695,263.229,58.364,15.456,53.585
E02000324,47.023,165.865,55.118,12.154,52.695
E02000326,51.281,340.69,64.78,27.639,56.551
E02000327,45.842,204.142,54.282,14.758,50.159
E02000328,50.489,253.996,60.972,21.115,54.355
E02000329,41.138,109.788,45.225,6.008,43.779
E02000331,47.192,279.569,59.143,19.657,53.548
E02000332,41.955,164.982,48.333,8.785,47.083
E02000333,49.309,277.05,63.319,23.767,55.912
E02000334,46.422,205.99,54.383,14.855,50.841
E02000335,42.702,248.652,52.292,18.616,48.627
E02000337,49.846,312.722,68.145,28.903,58.919
E02000339,44.583,276.204,62.693,27.737,54.345
E02000340,40.495,248.203,50.304,18.003,45.561
E02000341,44.718,272.214,59.951,21.099,54.005
E02000342,40.218,112.16,45.791,7.496,44.273
E02000343,42.956,202.113,52.26,15.122,47.9
E02000344,40.836,235.3,51.151,16.721,46.343
E02006786,40.138,203.379,48.503,11.618,46.003
E02006927,49.872,271.612,63.127,19.869,57.546
E02006928,53.508,239.91,67.518,21.33,60.633
E02006930,54.422,431.638,77.592,39.448,64.714
E02006931,49.676,293.983,64.518,24.16,58.899
E02006991,45.918,291.103,64.78,33.882,53.38
E02006992,50.514,527.393,73.842,39.758,62.397
E02006993,49.978,203.844,60.747,16.024,56.867
E02006994,48.087,248.453,64.347,26.89,56.082
E02000345,48.317,293.341,63.179,26.562,57.004
E02000346,57.481,324.172,75.148,29.926,64.974
E02000347,55.335,136.257,59.771,8.544,57.777
E02000348,48.173,228.361,60.345,18.574,56.299
E02000350,53.041,273.008,65.931,24.432,60.215
E02000351,58.811,232.934,71.839,23.504,64.153
E02000352,55.202,178.924,62.359,12.841,58.766
E02000353,56.173,297.751,73.601,27.451,64.558
E02000354,54.687,251.74,66.159,17.764,61.669
E02000355,53.286,319.414,69.238,27.232,61.501
E02000356,57.153,208.44,65.801,14.739,61.337
E02000357,47.973,167.672,52.961,10.022,50.145
E02000358,57.075,245.189,68.371,22.563,61.835
E02000359,52.288,213.876,61.784,15.931,58.155
E02000360,56.032,234.389,71.665,18.496,66.165
E02000361,56.678,381.882,91.547,42.724,76.11
E02000362,51.678,390.969,82.464,40.586,67.357
E02000363,56.321,221.55,71.87,20.1,65.609
E02000364,57.773,373.596,72.216,23.593,64.796
E02000366,57.471,213.688,72.803,21.63,65.547
E02000367,57.407,289.152,74.038,28.98,65.397
E02000368,57.826,207.055,67.886,14.4,63.713
E02000369,62.087,227.032,74.156,19.341,67.821
E02000370,63.637,236.039,75.33,18.488,69.963
E02006918,49.109,258.875,59.768,18.475,55.825
E02006921,48.129,143.771,58.46,12.296,56.442
E02007108,61.908,338.425,88.311,40.072,74.212
E02007109,60.988,348.389,73.572,21.698,67.005
E02007110,65.104,384.787,86.69,35.516,75.703
E02007111,65.348,467.422,98.965,47.831,82.731
E02000372,53.249,692.564,71.825,34.49,61.376
E02000373,61.054,366.805,77.642,36.39,67.488
E02000374,59.768,384.137,77.994,37.812,66.101
E02000375,61.197,428.095,80.746,32.83,70.279
E02000376,60.421,274.978,76.73,26.58,67.026
E02000377,59.258,221.232,74.069,25.804,64.93
E02000378,61.85,288.004,85.796,41.104,72.47
E02000379,55.975,229.061,63.855,14.536,59.839
E02000380,60.07,191.249,68.337,15.089,63.839
E02000381,61.576,397.836,75.063,39.283,65.669
E02000382,59.273,314.311,82.795,37.829,70.727
E02000383,61.55,358.643,84.913,36.598,72.927
E02000384,61.084,797.521,104.663,62.378,80.757
E02000385,60.222,370.108,80.728,45.159,67.07
E02000386,61.795,369.995,72.709,21.927,67.893
E02000387,60.0,234.095,70.905,23.19,63.931
E02000388,62.824,246.906,73.491,20.459,67.227
E02000389,53.301,278.601,66.302,24.023,60.748
E02000390,60.504,133.015,68.327,11.753,64.698
E02000391,58.96,282.026,78.141,27.702,69.693
E02000392,59.49,233.665,70.194,18.19,64.617
E02000393,59.568,172.246,66.836,14.296,62.662
E02000394,59.442,153.157,65.336,7.891,63.179
E02000395,53.205,350.521,64.287,22.087,58.549
E02000396,56.292,254.11,65.657,16.208,60.935
E02000397,49.414,191.579,56.9,12.675,54.299
E02000398,43.313,233.791,53.349,13.997,50.946
E02000400,44.518,346.949,58.559,19.024,53.653
E02000401,46.145,235.138,60.214,21.082,54.241
E02000402,46.303,173.781,56.317,14.108,52.532
E02000403,46.209,292.139,60.893,23.234,54.999
E02000404,48.566,194.172,60.009,18.748,54.291
E02000405,44.427,150.022,52.466,9.395,50.199
E02000406,51.517,201.908,61.092,18.62,55.426
E02000407,53.85,381.876,71.179,36.446,60.024
E02000408,52.74,286.646,70.896,35.606,60.159
E02000409,49.677,246.452,58.817,15.068,54.643
E02000410,46.353,246.791,60.624,24.082,54.235
E02000411,45.939,382.024,61.409,24.349,54.917
E02000412,51.021,350.093,72.484,37.72,60.634
E02000413,44.872,138.064,51.653,8.117,50.199
E02000414,51.701,128.278,59.349,8.053,57.431
E02000415,50.185,367.163,63.735,22.951,57.673
E02000416,47.77,154.736,58.379,14.551,53.91
E02000417,48.049,221.437,57.2,16.009,52.811
E02000418,48.601,199.406,60.12,15.747,55.82
E02000419,52.262,342.216,69.165,28.154,59.0
E02000420,54.0,438.647,70.472,33.809,60.151
E02000421,55.121,406.545,82.697,44.488,67.993
E02000422,53.65,376.081,67.792,25.67,60.009
E02000423,54.0,227.994,67.154,21.721,59.977
E02000424,51.486,176.754,56.668,11.059,53.95
E02000425,49.224,305.104,63.616,27.305,57.078
E02000426,47.615,235.749,57.239,15.767,52.146
E02000427,52.291,269.701,65.392,19.68,59.486
E02000428,55.45,264.251,66.734,22.709,60.083
E02000429,48.204,173.471,55.992,10.501,53.491
E02000430,52.683,208.053,62.939,19.287,56.571
E02000431,52.4,251.056,67.125,23.676,60.283
E02000432,52.91,177.019,63.924,11.725,61.36
E02006794,48.118,267.398,60.655,23.453,54.446
E02000433,34.793,202.045,42.402,13.499,38.962
E02000434,39.138,199.449,45.878,9.177,43.908
E02000435,35.791,141.548,42.516,8.677,41.118
E02000436,33.041,150.184,38.935,8.963,36.776
E02000437,36.834,178.996,46.69,12.839,43.438
E02000438,35.604,145.167,47.169,13.741,42.914
E02000439,41.695,191.733,49.86,14.71,46.252
E02000440,39.041,142.766,46.63,9.954,44.263
E02000441,32.523,135.509,38.301,8.548,36.904
E02000442,41.442,122.797,48.79,9.665,46.239
E02000443,39.551,122.848,47.884,11.053,44.644
E02000444,41.335,167.623,49.211,12.476,45.684
E02000445,39.545,274.436,50.48,17.877,44.576
E02000447,35.215,128.446,42.531,9.315,40.444
E02000448,36.202,120.423,42.195,7.59,40.195
E02000449,43.988,195.499,52.351,14.472,48.517
E02000451,35.823,125.095,43.019,8.397,41.785
E02000452,41.61,195.672,49.753,14.898,45.274
E02000453,40.474,180.574,47.083,10.488,44.553
E02000454,36.724,95.218,41.453,5.115,40.425
E02000455,42.538,239.314,56.845,19.204,50.405
E02000456,40.484,171.479,48.115,10.862,45.727
E02000457,38.921,144.936,45.908,8.009,43.968
E02000459,41.295,138.602,48.59,10.367,45.876
E02000460,40.133,123.919,46.86,10.474,44.386
E02000461,40.448,180.188,48.059,12.727,44.471
E02000462,41.592,146.193,49.766,11.536,46.588
E02000463,41.612,121.521,47.605,9.024,45.541
E02006795,37.962,133.102,44.836,7.108,43.75
E02006882,40.778,287.568,48.469,11.419,46.038
E02000464,27.43,262.32,35.63,23.393,29.691
E02000465,27.895,309.006,39.275,24.581,33.52
E02000466,27.478,99.097,30.86,4.478,29.314
E02000467,31.242,115.55,38.064,7.949,36.255
E02000468,28.362,138.449,32.28,6.408,29.991
E02000469,30.399,207.533,38.402,13.88,35.229
E02000470,27.84,306.5,36.344,18.98,30.798
E02000471,30.641,180.959,38.793,11.117,36.998
E02000472,33.987,281.777,41.982,14.69,38.42
E02000473,28.745,214.473,40.71,14.337,37.397
E02000474,32.887,208.747,41.877,16.398,38.265
E02000475,32.602,201.906,40.548,12.23,37.803
E02000476,35.161,392.97,54.945,28.623,46.587
E02000477,33.768,165.838,39.549,7.292,37.992
E02000478,28.762,115.19,33.573,3.829,33.521
E02000479,35.584,385.018,50.726,24.172,43.243
E02000480,35.341,205.962,43.352,13.133,39.924
E02000481,23.437,255.444,34.327,22.25,29.072
E02000482,28.712,126.821,33.216,7.32,31.55
E02000483,32.235,123.165,37.878,7.799,36.085
E02000484,32.925,124.186,39.738,9.014,38.14
E02000485,29.037,204.256,35.332,8.345,34.175
E02000486,33.139,96.473,37.678,5.643,36.461
E02000487,27.618,230.871,32.295,11.922,30.193
E02000488,31.277,89.554,36.704,6.327,35.906
E02000489,31.506,125.851,39.089,8.604,38.302
E02000490,32.436,157.089,39.21,8.269,38.445
E02000491,33.656,204.01,45.286,15.709,41.131
E02000492,30.528,260.175,37.578,13.628,34.4
E02000493,33.278,291.956,44.15,16.691,40.765
E02000494,29.676,217.381,34.728,8.564,32.809
E02000495,32.212,142.971,39.418,9.716,37.433
E02000496,28.011,129.653,31.372,4.913,30.209
E02000497,32.391,140.753,39.088,7.036,38.219
E02000498,30.887,206.263,37.135,9.696,35.505
E02000499,36.813,98.547,41.845,5.831,40.55
E02000500,32.431,211.257,41.121,11.32,39.022
E02000501,37.189,101.484,41.491,4.599,40.805
E02000502,34.908,181.554,42.404,12.377,38.994
E02000503,37.98,122.614,45.284,8.593,43.454
E02000504,33.739,209.129,41.802,13.193,38.95
E02000506,31.178,327.184,44.015,22.466,39.363
E02000507,36.983,202.197,46.497,18.552,42.104
E02000508,36.45,207.717,48.082,15.612,44.149
E02000509,34.601,208.547,45.513,16.247,40.935
E02000510,38.121,178.885,47.62,13.713,44.007
E02000511,37.399,132.771,41.86,5.506,40.878
E02000512,38.094,135.249,45.43,10.058,43.621
E02000513,39.799,165.867,47.061,10.996,44.929
E02000514,39.907,170.527,47.271,10.174,45.426
E02000515,35.682,297.205,43.318,14.467,40.61
E02000516,42.391,213.041,49.78,14.952,46.162
E02000517,40.447,153.389,47.596,10.369,45.355
E02000518,39.794,281.601,47.273,14.565,44.331
E02000519,42.851,220.506,54.193,18.222,48.986
E02000520,40.54,363.13,52.729,22.05,47.746
E02000521,43.572,360.181,54.874,22.29,48.971
E02000522,41.25,241.55,54.67,19.079,49.86
E02000523,48.063,305.421,62.934,21.904,56.184
E02000524,39.563,9237.618,72.945,60.753,64.476
E02000525,45.679,411.401,61.828,26.514,53.763
E02006796,36.889,200.108,47.028,16.577,42.911
E02000526,55.706,507.403,79.124,44.01,64.505
E02000529,47.238,224.96,59.871,19.75,53.539
E02000530,46.649,331.814,62.263,26.844,53.441
E02000531,45.531,412.746,62.87,27.347,55.448
E02000532,48.548,346.982,62.359,25.239,56.434
E02000533,50.53,339.716,67.763,27.632,60.064
E02000534,44.022,264.275,55.576,19.079,50.432
E02000535,45.57,248.591,58.0,20.829,51.857
E02000536,45.39,249.874,57.702,20.363,52.229
E02000537,43.994,203.194,53.418,15.622,50.556
E02000538,44.297,278.188,58.07,20.831,52.355
E02000539,48.502,280.285,58.852,15.155,54.745
E02000540,48.391,248.055,58.141,15.918,54.238
E02000541,45.007,182.355,56.117,16.115,51.655
E02000542,46.878,220.793,59.531,17.829,53.844
E02000543,47.844,266.467,59.67,19.983,53.962
E02000544,47.337,102.923,52.859,4.778,51.882
E02000545,46.922,173.504,57.133,10.902,54.757
E02000546,41.215,137.644,46.966,8.527,44.45
E02000547,43.285,225.589,54.494,15.523,49.943
E02000548,39.034,222.997,48.385,11.633,45.613
