LSOA11CD,LSOA11NM,LAD11CD,LAD11NM,HHI_mean_2001,HHI_mean_2002,HHI_mean_2003,HHI_mean_2004,HHI_mean_2005,HHI_mean_2006,HHI_mean_2007,HHI_mean_2008,HHI_mean_2009,HHI_mean_2010,HHI_mean_2011,HHI_mean_2012
E01004127,Sutton 005A,E09000029,Sutton,28200,28500,29730,31550,32100,34120,34730,37260,37320,38780,40230,41150
E01004128,Sutton 002D,E09000029,Sutton,25190,25570,26790,28550,29190,31150,31840,34290,34470,35940,37400,38370
E01004129,Sutton 002E,E09000029,Sutton,24620,24970,26140,27840,28440,30340,30990,33370,33530,34950,36360,37290
E01004130,Sutton 003A,E09000029,Sutton,33060,33310,34630,36620,37150,39370,39980,42800,42770,44370,45950,46930
E01004131,Sutton 003B,E09000029,Sutton,33360,33620,34970,36990,37540,39800,40420,43280,43270,44900,46510,47510
E01004132,Sutton 009D,E09000029,Sutton,34280,34670,36160,38350,39010,41430,42150,45200,45250,47010,48750,49840
E01004133,Sutton 009E,E09000029,Sutton,34580,35020,36580,38850,39560,42070,42860,46010,46100,47930,49750,50910
E01004134,Sutton 003C,E09000029,Sutton,32200,32550,33940,36000,36640,38940,39650,42560,42660,44360,46050,47150
E01004135,Sutton 003D,E09000029,Sutton,34150,34350,35650,37630,38110,40320,40870,43680,43580,45140,46680,47600
E01004136,Sutton 003E,E09000029,Sutton,33400,33630,34930,36910,37420,39630,40210,43020,42970,44550,46110,47080
E01004137,Sutton 012A,E09000029,Sutton,32580,32830,34150,36130,36650,38840,39430,42180,42130,43660,45180,46090
E01004138,Sutton 013C,E09000029,Sutton,32680,33110,34600,36740,37400,39740,40440,43350,43370,45020,46640,47630
E01004139,Sutton 013D,E09000029,Sutton,33980,34360,35840,38000,38620,40970,41620,44540,44500,46110,47700,48650
E01004140,Sutton 012B,E09000029,Sutton,27770,27870,28870,30420,30770,32510,32910,35140,35030,36250,37450,38170
E01004141,Sutton 012C,E09000029,Sutton,28960,29170,30330,32080,32560,34500,35040,37510,37490,38880,40260,41110
E01004142,Sutton 012D,E09000029,Sutton,28550,28790,29970,31730,32230,34190,34750,37220,37230,38630,40020,40890
E01004143,Sutton 014A,E09000029,Sutton,32290,32610,33980,36000,36580,38820,39450,42260,42260,43850,45420,46390
E01004144,Sutton 007A,E09000029,Sutton,35020,35280,36660,38730,39240,41520,42070,44930,44790,46320,47830,48700
E01004145,Sutton 007B,E09000029,Sutton,32180,32560,33990,36080,36730,39030,39730,42630,42680,44340,45990,47020
E01004146,Sutton 007C,E09000029,Sutton,32030,32420,33850,35940,36580,38890,39590,42480,42550,44210,45850,46890
E01004147,Sutton 007D,E09000029,Sutton,32850,33320,34870,37090,37840,40290,41090,44160,44300,46090,47870,49010
E01004148,Sutton 014B,E09000029,Sutton,29890,30270,31640,33620,34270,36470,37190,39960,40090,41720,43350,44410
E01004149,Sutton 012E,E09000029,Sutton,31520,31780,33060,34990,35520,37650,38240,40940,40910,42420,43920,44830
E01004150,Sutton 021C,E09000029,Sutton,32300,32380,33500,35260,35600,37550,37950,40440,40240,41560,42860,43600
E01004151,Sutton 021D,E09000029,Sutton,35230,35480,36860,38950,39480,41780,42370,45280,45180,46780,48350,49290
E01004152,Sutton 018A,E09000029,Sutton,33810,34070,35410,37410,37900,40090,40620,43380,43250,44740,46200,47050
E01004153,Sutton 021E,E09000029,Sutton,34330,34560,35900,37920,38420,40660,41220,44050,43950,45510,47040,47960
E01004154,Sutton 022E,E09000029,Sutton,40370,41300,43520,46540,47650,50870,51950,55850,56000,58220,60380,61710
E01004155,Sutton 018B,E09000029,Sutton,35980,36350,37880,40130,40750,43200,43870,46940,46870,48570,50230,51230
E01004156,Sutton 018C,E09000029,Sutton,35980,36300,37790,39980,40550,42950,43570,46570,46470,48110,49720,50680
E01004157,Sutton 016E,E09000029,Sutton,40850,41330,43110,45700,46440,49260,50040,53560,53490,55430,57330,58450
E01004158,Sutton 018D,E09000029,Sutton,36590,37040,38680,41050,41760,44360,45120,48360,48370,50200,52000,53110
E01004159,Sutton 014C,E09000029,Sutton,32880,33240,34670,36760,37390,39700,40390,43300,43340,45000,46650,47680
E01004160,Sutton 014D,E09000029,Sutton,35660,35890,37270,39350,39840,42120,42670,45550,45390,46940,48470,49350
E01004161,Sutton 014E,E09000029,Sutton,36300,36600,38060,40250,40810,43210,43830,46850,46750,48410,50040,51010
E01004162,Sutton 018E,E09000029,Sutton,34650,35080,36630,38880,39560,42030,42770,45850,45880,47640,49370,50450
E01004163,Sutton 005B,E09000029,Sutton,29830,30210,31570,33550,34200,36400,37120,39890,40010,41640,43260,44300
E01004164,Sutton 004A,E09000029,Sutton,30180,30750,32310,34520,35360,37800,38710,41750,42030,43890,45740,46990
E01004165,Sutton 005C,E09000029,Sutton,30180,30530,31880,33850,34470,36660,37350,40100,40200,41800,43400,44420
E01004166,Sutton 004B,E09000029,Sutton,31800,32280,33810,35990,36730,39130,39920,42910,43040,44780,46500,47600
E01004167,Sutton 005D,E09000029,Sutton,28220,28600,29920,31840,32490,34630,35360,38050,38230,39840,41450,42520
E01004168,Sutton 013E,E09000029,Sutton,32320,32740,34200,36310,36950,39260,39950,42820,42840,44470,46060,47050
E01004169,Sutton 004C,E09000029,Sutton,28470,29020,30510,32620,33430,35760,36630,39530,39810,41580,43340,44530
E01004170,Sutton 017B,E09000029,Sutton,33350,33800,35330,37540,38240,40650,41390,44400,44440,46150,47840,48880
E01004171,Sutton 010A,E09000029,Sutton,33630,34050,35570,37780,38480,40920,41680,44730,44820,46580,48330,49430
E01004172,Sutton 010B,E09000029,Sutton,30760,31080,32400,34360,34940,37100,37750,40480,40530,42100,43660,44650
E01004173,Sutton 010C,E09000029,Sutton,32570,32940,34370,36460,37100,39420,40120,43030,43090,44760,46420,47470
E01004174,Sutton 017C,E09000029,Sutton,32300,32800,34370,36600,37360,39810,40630,43680,43820,45620,47390,48540
E01004175,Sutton 010D,E09000029,Sutton,33370,33570,34840,36770,37230,39360,39870,42570,42430,43900,45340,46180
E01004176,Sutton 010E,E09000029,Sutton,32950,33400,34930,37130,37860,40300,41090,44140,44270,46060,47830,48980
E01004177,Sutton 020C,E09000029,Sutton,30000,30200,31370,33150,33610,35590,36110,38620,38570,39970,41360,42210
E01004178,Sutton 017D,E09000029,Sutton,30860,31310,32760,34850,35540,37830,38560,41410,41510,43160,44800,45840
E01004179,Sutton 017E,E09000029,Sutton,35510,36000,37630,39980,40720,43290,44070,47250,47290,49090,50860,51950
E01004180,Sutton 020D,E09000029,Sutton,38690,39050,40660,43040,43690,46300,47000,50270,50180,51980,53730,54760
E01004181,Sutton 020E,E09000029,Sutton,33000,33240,34550,36520,37030,39210,39780,42540,42480,44010,45530,46450
E01004182,Sutton 019E,E09000029,Sutton,29910,30080,31230,33000,33450,35420,35950,38450,38410,39810,41210,42060
E01004183,Sutton 001B,E09000029,Sutton,25390,25690,26840,28520,29080,30960,31580,33940,34060,35460,36840,37750
E01004184,Sutton 001C,E09000029,Sutton,25800,26120,27310,29040,29620,31550,32200,34630,34770,36210,37650,38590
E01004185,Sutton 001D,E09000029,Sutton,25580,25880,27030,28720,29270,31170,31790,34170,34290,35700,37110,38030
E01004186,Sutton 004D,E09000029,Sutton,30960,31240,32530,34430,34950,37040,37600,40210,40150,41580,42990,43830
E01004187,Sutton 005E,E09000029,Sutton,27670,27990,29230,31040,31610,33630,34270,36800,36890,38370,39840,40780
E01004188,Sutton 004E,E09000029,Sutton,30130,30430,31710,33600,34140,36210,36790,39390,39370,40820,42250,43120
E01004189,Sutton 001E,E09000029,Sutton,25470,25760,26910,28600,29160,31050,31670,34050,34170,35590,36990,37910
E01004190,Sutton 008C,E09000029,Sutton,36530,36880,38410,40670,41290,43770,44450,47580,47530,49280,50990,52030
E01004191,Sutton 008D,E09000029,Sutton,32610,33010,34480,36610,37290,39650,40400,43370,43470,45210,46940,48050
E01004192,Sutton 006C,E09000029,Sutton,33740,34200,35770,38020,38760,41250,42040,45160,45270,47080,48880,50030
E01004193,Sutton 006D,E09000029,Sutton,34480,34950,36550,38850,39590,42130,42950,46130,46260,48120,49970,51170
E01004194,Sutton 008E,E09000029,Sutton,33080,33460,34920,37060,37710,40070,40780,43750,43800,45510,47200,48260
E01004195,Sutton 006E,E09000029,Sutton,34200,34500,35900,37990,38540,40840,41450,44350,44290,45900,47480,48440
E01004196,Sutton 008F,E09000029,Sutton,34660,35000,36450,38600,39190,41560,42220,45200,45180,46850,48510,49520
E01032623,Sutton 025E,E09000029,Sutton,47020,47790,50060,53260,54300,57760,58820,63090,63140,65540,67880,69300
E01004197,Tower Hamlets 002A,E09000030,Tower Hamlets,30790,31430,33130,35500,36480,39140,40210,43520,43950,46050,48140,49610
E01004198,Tower Hamlets 002B,E09000030,Tower Hamlets,27020,27560,29040,31120,31990,34340,35300,38240,38660,40540,42430,43770
E01004199,Tower Hamlets 002C,E09000030,Tower Hamlets,26400,26950,28400,30450,31310,33630,34590,37490,37920,39780,41660,43010
E01004200,Tower Hamlets 005A,E09000030,Tower Hamlets,34020,34630,36370,38860,39810,42570,43610,47060,47390,49510,51620,53050
E01004201,Tower Hamlets 002D,E09000030,Tower Hamlets,31080,31710,33400,35770,36740,39390,40450,43760,44170,46250,48330,49780
E01004202,Tower Hamlets 005B,E09000030,Tower Hamlets,32030,32810,34690,37290,38440,41350,42590,46210,46770,49100,51420,53080
E01004203,Tower Hamlets 005C,E09000030,Tower Hamlets,30590,31260,32970,35360,36360,39040,40150,43490,43950,46080,48200,49710
E01004204,Tower Hamlets 005D,E09000030,Tower Hamlets,28770,29210,30610,32640,33390,35670,36510,39380,39650,41430,43200,44420
E01004205,Tower Hamlets 013A,E09000030,Tower Hamlets,25770,26290,27690,29680,30510,32740,33650,36440,36820,38590,40370,41620
E01004206,Tower Hamlets 013B,E09000030,Tower Hamlets,25110,25580,26910,28800,29570,31700,32560,35230,35580,37270,38970,40170
E01004207,Tower Hamlets 011A,E09000030,Tower Hamlets,29790,30060,31330,33230,33820,35960,36640,39360,39470,41080,42680,43740
E01004208,Tower Hamlets 013C,E09000030,Tower Hamlets,36020,36410,37980,40290,40990,43540,44280,47460,47460,49250,51000,52070
E01004209,Tower Hamlets 011B,E09000030,Tower Hamlets,25220,25750,27170,29170,30040,32310,33290,36140,36620,38480,40360,41730
E01004211,Tower Hamlets 013D,E09000030,Tower Hamlets,35490,35890,37470,39780,40510,43060,43840,47040,47100,48930,50740,51880
E01004212,Tower Hamlets 011D,E09000030,Tower Hamlets,31140,31380,32660,34580,35140,37310,37950,40680,40730,42310,43880,44880
E01004214,Tower Hamlets 030A,E09000030,Tower Hamlets,30110,30430,31730,33660,34250,36410,37080,39810,39900,41510,43110,44160
E01004215,Tower Hamlets 028A,E09000030,Tower Hamlets,34260,34950,36790,39360,40380,43240,44350,47930,48340,50570,52810,54360
E01004216,Tower Hamlets 030B,E09000030,Tower Hamlets,42800,42990,44540,46920,47400,49990,50500,53770,53450,55130,56770,57650
E01004217,Tower Hamlets 030C,E09000030,Tower Hamlets,36100,36550,38170,40540,41290,43900,44720,48000,48090,49990,51880,53090
E01004218,Tower Hamlets 030D,E09000030,Tower Hamlets,42110,42480,44210,46780,47450,50260,50980,54490,54360,56270,58150,59250
E01004219,Tower Hamlets 028B,E09000030,Tower Hamlets,31340,31910,33520,35810,36680,39230,40180,43370,43690,45650,47610,48960
E01004221,Tower Hamlets 028D,E09000030,Tower Hamlets,40070,40560,42360,44960,45760,48620,49470,53040,53070,55100,57090,58330
E01004222,Tower Hamlets 001A,E09000030,Tower Hamlets,27610,27960,29240,31120,31780,33920,34680,37380,37610,39270,40940,42070
E01004223,Tower Hamlets 001B,E09000030,Tower Hamlets,31080,31460,32880,34970,35680,38030,38830,41790,41990,43780,45560,46750
E01004224,Tower Hamlets 001C,E09000030,Tower Hamlets,28820,29350,30870,33030,33910,36360,37340,40420,40830,42780,44750,46130
E01004225,Tower Hamlets 004A,E09000030,Tower Hamlets,42260,42630,44360,46920,47570,50340,51000,54450,54250,56070,57840,58830
E01004226,Tower Hamlets 001D,E09000030,Tower Hamlets,29720,30050,31370,33320,33970,36170,36900,39680,39840,41500,43150,44250
E01004228,Tower Hamlets 003A,E09000030,Tower Hamlets,37790,38520,40510,43310,44400,47500,48670,52540,52930,55310,57680,59300
E01004229,Tower Hamlets 004C,E09000030,Tower Hamlets,32250,32920,34680,37130,38120,40840,41910,45300,45690,47810,49920,51390
E01004230,Tower Hamlets 003B,E09000030,Tower Hamlets,34360,34750,36260,38490,39180,41650,42410,45520,45600,47410,49210,50360
E01004231,Tower Hamlets 004D,E09000030,Tower Hamlets,29360,29980,31590,33850,34780,37300,38310,41460,41870,43870,45870,47280
E01004232,Tower Hamlets 003C,E09000030,Tower Hamlets,42060,42830,44980,48030,49160,52530,53740,57930,58260,60790,63300,64990
E01004233,Tower Hamlets 003D,E09000030,Tower Hamlets,31360,31820,33330,35490,36260,38680,39520,42570,42790,44640,46490,47740
E01004234,Tower Hamlets 003E,E09000030,Tower Hamlets,40030,40740,42770,45650,46720,49900,51050,55030,55360,57770,60170,61800
E01004235,Tower Hamlets 008A,E09000030,Tower Hamlets,25950,26450,27850,29840,30670,32910,33830,36650,37040,38840,40640,41920
E01004236,Tower Hamlets 008B,E09000030,Tower Hamlets,23480,24060,25470,27440,28360,30600,31620,34430,34970,36850,38740,40150
E01004237,Tower Hamlets 008C,E09000030,Tower Hamlets,27170,27910,29600,31920,33010,35620,36810,40070,40690,42840,45000,46580
E01004238,Tower Hamlets 008D,E09000030,Tower Hamlets,23680,24630,26440,28860,30200,32970,34460,37920,38910,41390,43900,45870
E01004239,Tower Hamlets 008E,E09000030,Tower Hamlets,26640,27080,28440,30390,31160,33360,34220,36990,37320,39060,40800,42030
E01004240,Tower Hamlets 012A,E09000030,Tower Hamlets,26420,26910,28290,30260,31050,33270,34150,36930,37280,39030,40800,42040
E01004241,Tower Hamlets 012B,E09000030,Tower Hamlets,24630,25250,26740,28790,29740,32060,33090,35990,36510,38410,40320,41720
E01004242,Tower Hamlets 012C,E09000030,Tower Hamlets,25780,26580,28290,30610,31760,34390,35640,38910,39630,41840,44080,45750
E01004243,Tower Hamlets 020A,E09000030,Tower Hamlets,26170,26510,27740,29540,30190,32220,32960,35520,35740,37320,38890,39960
E01004244,Tower Hamlets 020B,E09000030,Tower Hamlets,26010,26450,27790,29700,30450,32620,33470,36180,36520,38230,39950,41160
E01004245,Tower Hamlets 018A,E09000030,Tower Hamlets,25280,25660,26910,28700,29370,31380,32110,34620,34850,36380,37920,38950
E01004246,Tower Hamlets 018B,E09000030,Tower Hamlets,32120,32500,33960,36080,36760,39100,39830,42750,42820,44490,46140,47180
E01004247,Tower Hamlets 020C,E09000030,Tower Hamlets,25500,25910,27200,29060,29780,31880,32700,35340,35650,37310,38970,40120
E01004248,Tower Hamlets 018C,E09000030,Tower Hamlets,24990,25380,26620,28410,29080,31080,31830,34340,34590,36140,37690,38750
E01004249,Tower Hamlets 018D,E09000030,Tower Hamlets,26140,26660,28070,30070,30890,33120,34020,36810,37160,38920,40680,41910
E01004250,Tower Hamlets 020D,E09000030,Tower Hamlets,25340,25810,27160,29080,29870,32040,32930,35660,36040,37780,39530,40770
E01004251,Tower Hamlets 023A,E09000030,Tower Hamlets,27400,28150,29830,32140,33180,35740,36850,40020,40540,42590,44640,46110
E01004252,Tower Hamlets 024A,E09000030,Tower Hamlets,26920,27620,29270,31550,32630,35250,36460,39740,40420,42630,44870,46530
E01004253,Tower Hamlets 024B,E09000030,Tower Hamlets,28050,28260,29430,31190,31740,33750,34410,36980,37130,38690,40250,41310
E01004254,Tower Hamlets 023B,E09000030,Tower Hamlets,44360,45110,47300,50380,51420,54750,55800,59880,59940,62230,64470,65830
E01004255,Tower Hamlets 023C,E09000030,Tower Hamlets,29720,30370,32020,34320,35240,37770,38740,41860,42200,44110,46010,47300
E01004256,Tower Hamlets 024C,E09000030,Tower Hamlets,28740,28900,30020,31750,32230,34200,34790,37310,37380,38870,40360,41340
E01004257,Tower Hamlets 024D,E09000030,Tower Hamlets,28240,28430,29580,31330,31850,33830,34450,36990,37090,38600,40110,41100
E01004258,Tower Hamlets 023D,E09000030,Tower Hamlets,42750,43500,45640,48660,49710,52980,54050,58070,58210,60500,62750,64160
E01004259,Tower Hamlets 007A,E09000030,Tower Hamlets,32810,33430,35150,37590,38540,41250,42280,45650,45990,48060,50120,51530
E01004260,Tower Hamlets 007B,E09000030,Tower Hamlets,27240,27920,29540,31780,32800,35330,36440,39600,40140,42210,44280,45780
E01004261,Tower Hamlets 010A,E09000030,Tower Hamlets,26140,26460,27670,29450,30080,32100,32820,35370,35590,37160,38730,39810
E01004262,Tower Hamlets 010B,E09000030,Tower Hamlets,28850,29200,30530,32470,33150,35350,36110,38880,39090,40770,42450,43590
E01004263,Tower Hamlets 007C,E09000030,Tower Hamlets,28080,28500,29870,31850,32570,34780,35580,38360,38600,40300,41990,43140
E01004264,Tower Hamlets 010C,E09000030,Tower Hamlets,26110,26480,27730,29570,30250,32320,33100,35720,36000,37630,39280,40420
E01004266,Tower Hamlets 007D,E09000030,Tower Hamlets,32530,33110,34780,37150,38070,40710,41700,45010,45330,47350,49370,50740
E01004267,Tower Hamlets 012D,E09000030,Tower Hamlets,33480,33950,35530,37820,38600,41140,41980,45140,45290,47140,48980,50170
E01004268,Tower Hamlets 012E,E09000030,Tower Hamlets,24350,25080,26680,28850,29930,32410,33600,36700,37400,39530,41680,43320
E01004269,Tower Hamlets 014A,E09000030,Tower Hamlets,28070,28520,29910,31930,32690,34950,35800,38640,38930,40690,42450,43670
E01004270,Tower Hamlets 014B,E09000030,Tower Hamlets,33740,34230,35860,38210,39040,41650,42560,45820,46040,47990,49920,51200
E01004271,Tower Hamlets 014C,E09000030,Tower Hamlets,26540,27070,28510,30550,31410,33710,34650,37540,37950,39800,41660,42980
E01004272,Tower Hamlets 014D,E09000030,Tower Hamlets,23990,24520,25880,27800,28650,30830,31790,34530,35010,36820,38650,39990
E01004273,Tower Hamlets 014E,E09000030,Tower Hamlets,24940,25500,26930,28940,29840,32120,33120,35990,36500,38400,40320,41740
E01004274,Tower Hamlets 031A,E09000030,Tower Hamlets,39120,39570,41270,43730,44420,47100,47820,51160,51080,52920,54720,55800
E01004275,Tower Hamlets 031B,E09000030,Tower Hamlets,40900,41530,43480,46250,47140,50140,51050,54760,54820,56920,58990,60280
E01004276,Tower Hamlets 031C,E09000030,Tower Hamlets,49800,50570,52920,56260,57300,60880,61920,66330,66300,68730,71100,72510
E01004277,Tower Hamlets 033A,E09000030,Tower Hamlets,52810,53020,54900,57780,58320,61450,62020,65950,65450,67390,69260,70180
E01004280,Tower Hamlets 032A,E09000030,Tower Hamlets,38060,38410,40010,42390,43070,45710,46480,49810,49840,51740,53620,54800
E01004281,Tower Hamlets 031D,E09000030,Tower Hamlets,47270,47740,49690,52550,53260,56320,57030,60840,60580,62570,64510,65590
E01004283,Tower Hamlets 016A,E09000030,Tower Hamlets,27900,28380,29810,31870,32670,34980,35880,38790,39130,40960,42790,44070
E01004284,Tower Hamlets 019A,E09000030,Tower Hamlets,25540,26540,28460,31030,32430,35350,36890,40530,41510,44070,46660,48650
