LSOA11CD,LSOA11NM,LAD11CD,LAD11NM,HHI_median_2001,HHI_median_2002,HHI_median_2003,HHI_median_2004,HHI_median_2005,HHI_median_2006,HHI_median_2007,HHI_median_2008,HHI_median_2009,HHI_median_2010,HHI_median_2011,HHI_median_2012
E01002087,Haringey 019D,E09000014,Haringey,23330,23640,24300,25740,25790,27300,28120,29020,30310,31170,32730,33390
E01002088,Haringey 013C,E09000014,Haringey,22700,23060,23780,25260,25400,26990,27910,28920,30330,31310,33000,33800
E01002089,Haringey 013D,E09000014,Haringey,17440,17670,18190,19310,19400,20620,21330,22110,23210,23990,25320,25980
E01002090,Haringey 005A,E09000014,Haringey,20320,20640,21290,22630,22760,24180,25000,25890,27140,28000,29500,30190
E01002091,Haringey 006A,E09000014,Haringey,17640,17920,18500,19670,19820,21090,21850,22690,23840,24660,26050,26730
E01002092,Haringey 006B,E09000014,Haringey,17870,18210,18840,20090,20280,21630,22460,23360,24580,25470,26940,27680
E01002093,Haringey 005B,E09000014,Haringey,18270,18590,19220,20460,20620,21960,22750,23620,24810,25650,27080,27770
E01002094,Haringey 006C,E09000014,Haringey,18230,18660,19400,20780,21060,22550,23490,24520,25880,26880,28510,29360
E01002095,Haringey 006D,E09000014,Haringey,18660,19030,19720,21040,21260,22700,23570,24530,25830,26760,28310,29090
E01002096,Haringey 005C,E09000014,Haringey,18180,18590,19300,20640,20890,22340,23240,24220,25530,26490,28060,28870
E01002097,Haringey 005D,E09000014,Haringey,18980,19350,20040,21370,21570,23000,23860,24800,26090,27000,28540,29300
E01002098,Haringey 007A,E09000014,Haringey,26590,26910,27640,29230,29240,30900,31780,32730,34130,35020,36700,37360
E01002099,Haringey 008A,E09000014,Haringey,20350,20490,20950,22080,22030,23250,23890,24610,25670,26360,27660,28210
E01002100,Haringey 008B,E09000014,Haringey,22140,22300,22820,24050,24000,25330,26020,26790,27930,28670,30070,30650
E01002101,Haringey 007B,E09000014,Haringey,23940,24280,24990,26490,26570,28150,29010,29960,31320,32220,33850,34550
E01002102,Haringey 007C,E09000014,Haringey,23390,23790,24550,26080,26220,27850,28780,29800,31220,32200,33910,34690
E01002103,Haringey 008C,E09000014,Haringey,23990,24200,24790,26150,26120,27580,28340,29190,30430,31240,32760,33380
E01002104,Haringey 008D,E09000014,Haringey,23310,23520,24100,25440,25420,26850,27610,28450,29690,30490,31990,32620
E01002105,Haringey 007D,E09000014,Haringey,23260,23530,24170,25560,25580,27050,27840,28710,29960,30790,32310,32950
E01032575,Haringey 037D,E09000014,Haringey,17770,18160,18850,20170,20420,21840,22740,23710,25010,25970,27520,28330
E01033085,Haringey 020E,E09000014,Haringey,24150,24630,25480,27150,27370,29150,30190,31330,32900,33990,35860,36740
E01033086,Haringey 020F,E09000014,Haringey,21020,21200,21720,22920,22900,24190,24870,25640,26760,27510,28880,29480
E01002106,Harrow 008A,E09000015,Harrow,28960,29310,30080,31790,31780,33570,34500,35530,37040,38000,39830,40550
E01002107,Harrow 012A,E09000015,Harrow,29880,30150,30860,32530,32460,34220,35100,36090,37560,38480,40270,40940
E01002108,Harrow 008B,E09000015,Harrow,30310,30710,31550,33360,33380,35280,36290,37400,39000,40040,41980,42770
E01002109,Harrow 008C,E09000015,Harrow,32300,32730,33630,35570,35590,37630,38700,39880,41590,42700,44770,45610
E01002110,Harrow 008D,E09000015,Harrow,30640,31000,31810,33590,33570,35440,36410,37480,39050,40040,41940,42680
E01002111,Harrow 008E,E09000015,Harrow,28070,28400,29150,30800,30800,32530,33430,34440,35900,36840,38610,39320
E01002112,Harrow 001A,E09000015,Harrow,33080,33410,34210,36070,35980,37920,38880,39930,41510,42470,44370,45040
E01002113,Harrow 002A,E09000015,Harrow,31130,31370,32070,33760,33620,35370,36210,37150,38570,39410,41130,41700
E01002114,Harrow 001B,E09000015,Harrow,26780,27050,27710,29240,29200,30810,31630,32550,33900,34760,36400,37030
E01002115,Harrow 002B,E09000015,Harrow,29510,29810,30550,32240,32190,33950,34850,35840,37300,38220,39980,40640
E01002116,Harrow 002C,E09000015,Harrow,30670,30910,31600,33260,33120,34840,35670,36580,37970,38800,40480,41040
E01002117,Harrow 002D,E09000015,Harrow,30350,30550,31190,32790,32620,34280,35060,35920,37250,38030,39650,40160
E01002118,Harrow 002E,E09000015,Harrow,27820,27880,28350,29690,29420,30820,31410,32100,33210,33820,35190,35590
E01002119,Harrow 007A,E09000015,Harrow,25340,25530,26090,27480,27380,28840,29560,30370,31580,32340,33820,34360
E01002120,Harrow 007B,E09000015,Harrow,23160,23290,23780,25010,24910,26210,26860,27580,28680,29370,30720,31230
E01002121,Harrow 007C,E09000015,Harrow,25530,25740,26340,27770,27700,29210,29970,30820,32090,32880,34430,35020
E01002122,Harrow 007D,E09000015,Harrow,26400,26550,27090,28480,28340,29790,30490,31270,32460,33190,34650,35160
E01002123,Harrow 007E,E09000015,Harrow,24830,25030,25610,26990,26930,28390,29140,29980,31220,32010,33530,34130
E01002124,Harrow 010A,E09000015,Harrow,25050,25200,25730,27060,26940,28350,29040,29820,31000,31730,33180,33720
E01002125,Harrow 010B,E09000015,Harrow,25320,25510,26070,27460,27370,28830,29570,30390,31620,32390,33900,34470
E01002126,Harrow 023A,E09000015,Harrow,27260,27670,28500,30210,30290,32070,33040,34090,35590,36570,38370,39100
E01002127,Harrow 023B,E09000015,Harrow,27190,27610,28440,30150,30240,32040,33020,34090,35610,36600,38420,39180
E01002128,Harrow 020A,E09000015,Harrow,26660,26970,27670,29230,29200,30820,31650,32560,33900,34740,36360,36970
E01002129,Harrow 023C,E09000015,Harrow,27640,28000,28770,30440,30460,32200,33110,34120,35570,36510,38260,38950
E01002130,Harrow 020B,E09000015,Harrow,25670,26000,26710,28240,28260,29860,30700,31620,32970,33830,35440,36080
E01002131,Harrow 023D,E09000015,Harrow,23260,23650,24400,25920,26050,27660,28580,29580,30990,31960,33650,34420
E01002132,Harrow 029A,E09000015,Harrow,31010,31510,32460,34400,34470,36460,37510,38650,40290,41330,43280,44030
E01002133,Harrow 027A,E09000015,Harrow,23730,23840,24310,25540,25410,26730,27380,28120,29240,29940,31330,31860
E01002134,Harrow 029B,E09000015,Harrow,31540,32070,33050,35050,35140,37200,38300,39490,41190,42270,44290,45080
E01002135,Harrow 029C,E09000015,Harrow,26350,26760,27550,29190,29250,30960,31870,32860,34290,35220,36940,37630
E01002136,Harrow 027B,E09000015,Harrow,26870,27160,27860,29430,29440,31110,32000,32980,34420,35350,37090,37810
E01002137,Harrow 029D,E09000015,Harrow,31880,32500,33570,35680,35850,38030,39220,40510,42330,43520,45670,46550
E01002138,Harrow 027C,E09000015,Harrow,26040,26260,26880,28340,28280,29830,30630,31520,32840,33680,35280,35920
E01002139,Harrow 006A,E09000015,Harrow,23330,23290,23590,24640,24370,25500,25990,26560,27500,28050,29240,29630
E01002140,Harrow 005A,E09000015,Harrow,26250,26480,27090,28550,28470,30000,30760,31610,32880,33670,35220,35790
E01002141,Harrow 005B,E09000015,Harrow,27020,27320,28030,29610,29600,31260,32120,33080,34480,35370,37060,37720
E01002142,Harrow 005C,E09000015,Harrow,28240,28480,29150,30710,30610,32240,33040,33920,35250,36060,37670,38230
E01002143,Harrow 005D,E09000015,Harrow,25290,25530,26150,27580,27530,29040,29810,30660,31930,32730,34270,34860
E01002144,Harrow 004A,E09000015,Harrow,30580,31020,31900,33760,33790,35720,36720,37820,39410,40420,42330,43060
E01002145,Harrow 005E,E09000015,Harrow,26600,26940,27680,29280,29310,31000,31900,32900,34330,35270,36990,37700
E01002146,Harrow 004B,E09000015,Harrow,32380,32960,34000,36090,36220,38390,39570,40860,42680,43870,46050,46950
E01002147,Harrow 004C,E09000015,Harrow,33660,34160,35150,37210,37260,39390,40510,41720,43490,44600,46710,47520
E01002148,Harrow 006B,E09000015,Harrow,30180,30410,31090,32740,32630,34380,35250,36240,37710,38630,40420,41100
E01002149,Harrow 004D,E09000015,Harrow,34510,35040,36070,38200,38250,40440,41590,42840,44650,45780,47930,48740
E01002150,Harrow 006C,E09000015,Harrow,29060,29190,29750,31240,31050,32630,33370,34220,35540,36330,37950,38530
E01002151,Harrow 006D,E09000015,Harrow,24210,24250,24660,25840,25650,26920,27520,28220,29300,29980,31330,31840
E01002152,Harrow 006E,E09000015,Harrow,31130,31400,32140,33880,33800,35640,36570,37620,39170,40150,42030,42750
E01002153,Harrow 019A,E09000015,Harrow,31560,31980,32870,34770,34790,36770,37800,38940,40590,41650,43630,44410
E01002154,Harrow 015A,E09000015,Harrow,29790,30090,30820,32500,32430,34180,35060,36030,37470,38370,40120,40760
E01002155,Harrow 019B,E09000015,Harrow,31240,31720,32640,34580,34660,36680,37760,38950,40660,41760,43800,44620
E01002156,Harrow 015B,E09000015,Harrow,32350,32700,33530,35380,35320,37250,38210,39270,40850,41820,43710,44400
E01002157,Harrow 019C,E09000015,Harrow,30380,30740,31540,33320,33300,35150,36100,37150,38690,39660,41510,42220
E01002158,Harrow 019D,E09000015,Harrow,32470,32910,33830,35780,35810,37840,38910,40080,41770,42860,44890,45680
E01002159,Harrow 021A,E09000015,Harrow,28410,28730,29460,31110,31080,32800,33680,34660,36100,37010,38740,39410
E01002160,Harrow 021B,E09000015,Harrow,29190,29340,29910,31390,31170,32700,33390,34160,35370,36060,37550,38000
E01002161,Harrow 021C,E09000015,Harrow,28120,28370,29040,30610,30520,32160,32980,33890,35250,36100,37760,38380
E01002162,Harrow 015C,E09000015,Harrow,27970,28190,28830,30340,30220,31800,32570,33420,34710,35500,37070,37630
E01002163,Harrow 015D,E09000015,Harrow,30490,30740,31440,33090,32960,34680,35510,36430,37830,38670,40370,40950
E01002164,Harrow 021D,E09000015,Harrow,30020,30280,30970,32620,32500,34210,35040,35960,37350,38190,39880,40470
E01002165,Harrow 017A,E09000015,Harrow,24380,24480,24950,26210,26070,27410,28070,28810,29950,30650,32060,32580
E01002166,Harrow 017B,E09000015,Harrow,24420,24560,25070,26360,26260,27650,28350,29140,30330,31080,32550,33120
E01002167,Harrow 017C,E09000015,Harrow,24010,24130,24610,25870,25760,27110,27780,28540,29690,30420,31830,32380
E01002168,Harrow 017D,E09000015,Harrow,22580,22790,23350,24660,24670,26080,26850,27710,28960,29800,31330,32000
E01002169,Harrow 017E,E09000015,Harrow,24150,24300,24830,26130,26050,27450,28160,28960,30160,30930,32390,32980
E01002170,Harrow 033A,E09000015,Harrow,26070,26290,26910,28360,28300,29840,30640,31530,32840,33690,35300,35940
E01002171,Harrow 033B,E09000015,Harrow,26440,26630,27210,28640,28540,30060,30820,31670,32940,33740,35310,35900
E01002172,Harrow 033C,E09000015,Harrow,27260,27450,28060,29530,29430,30990,31770,32640,33960,34780,36400,37010
E01002173,Harrow 033D,E09000015,Harrow,28970,29170,29810,31360,31240,32880,33680,34580,35940,36780,38450,39050
E01002174,Harrow 033E,E09000015,Harrow,28940,29110,29700,31220,31060,32650,33410,34270,35580,36380,37990,38560
E01002175,Harrow 033F,E09000015,Harrow,28910,29120,29760,31320,31200,32850,33650,34560,35930,36770,38430,39040
E01002176,Harrow 033G,E09000015,Harrow,28780,28980,29600,31140,31010,32630,33420,34300,35640,36460,38100,38690
E01002177,Harrow 033H,E09000015,Harrow,27690,27890,28500,30010,29900,31490,32280,33160,34490,35330,36960,37570
E01002178,Harrow 033I,E09000015,Harrow,28500,28720,29360,30910,30810,32440,33250,34160,35520,36370,38040,38660
E01002179,Harrow 013A,E09000015,Harrow,24300,24510,25090,26460,26400,27850,28590,29410,30630,31410,32910,33500
E01002180,Harrow 013B,E09000015,Harrow,23540,23730,24280,25580,25510,26890,27590,28370,29530,30270,31690,32240
E01002181,Harrow 020C,E09000015,Harrow,27270,27630,28390,30030,30050,31750,32650,33630,35050,35960,37670,38340
E01002182,Harrow 020D,E09000015,Harrow,26870,27230,27990,29620,29660,31360,32260,33250,34680,35610,37340,38040
E01002183,Harrow 013C,E09000015,Harrow,24550,24790,25410,26820,26790,28290,29060,29920,31180,31990,33520,34130
E01002184,Harrow 013D,E09000015,Harrow,24480,24690,25270,26640,26590,28030,28770,29600,30820,31600,33090,33680
E01002185,Harrow 009A,E09000015,Harrow,24220,24500,25150,26590,26610,28140,28960,29870,31190,32070,33670,34360
E01002186,Harrow 009B,E09000015,Harrow,27500,27860,28630,30290,30330,32080,33020,34050,35550,36530,38330,39080
E01002187,Harrow 009C,E09000015,Harrow,29140,29590,30470,32300,32400,34330,35390,36550,38210,39310,41300,42160
E01002188,Harrow 016A,E09000015,Harrow,34540,35330,36610,39010,39280,41750,43130,44610,46670,48030,50450,51460
E01002189,Harrow 016B,E09000015,Harrow,31360,32160,33410,35700,36050,38420,39810,41300,43350,44750,47170,48290
E01002190,Harrow 009D,E09000015,Harrow,31990,32480,33450,35450,35550,37650,38790,40040,41820,42980,45110,45990
E01002191,Harrow 022A,E09000015,Harrow,32600,33180,34220,36300,36410,38550,39700,40940,42710,43840,45940,46770
E01002192,Harrow 016C,E09000015,Harrow,32460,33240,34480,36780,37090,39460,40820,42280,44290,45630,48000,49030
E01002193,Harrow 016D,E09000015,Harrow,30920,31630,32770,34920,35180,37390,38640,39980,41840,43080,45270,46210
E01002194,Harrow 022B,E09000015,Harrow,33150,33910,35140,37460,37750,40150,41510,42980,45010,46380,48780,49830
E01002195,Harrow 022C,E09000015,Harrow,31080,31780,32930,35100,35370,37610,38890,40270,42180,43460,45720,46710
E01002196,Harrow 022D,E09000015,Harrow,32650,33390,34610,36890,37170,39530,40870,42310,44300,45640,47990,49020
E01002197,Harrow 012B,E09000015,Harrow,26580,26870,27570,29130,29140,30800,31690,32680,34110,35050,36780,37510
E01002198,Harrow 010C,E09000015,Harrow,24850,25090,25710,27140,27110,28630,29420,30310,31600,32450,34020,34670
E01002199,Harrow 012C,E09000015,Harrow,26810,27040,27680,29180,29130,30720,31540,32450,33800,34670,36310,36960
E01002200,Harrow 010D,E09000015,Harrow,24990,25220,25830,27260,27220,28740,29520,30410,31700,32540,34110,34750
E01002201,Harrow 012D,E09000015,Harrow,26750,27030,27710,29260,29240,30890,31760,32720,34130,35050,36770,37470
E01002202,Harrow 012E,E09000015,Harrow,24210,24280,24710,25920,25740,27020,27630,28320,29400,30060,31400,31880
E01002203,Harrow 010E,E09000015,Harrow,25890,26150,26800,28280,28260,29830,30660,31570,32910,33780,35410,36070
E01002204,Harrow 032A,E09000015,Harrow,27180,27380,27990,29470,29360,30930,31710,32590,33910,34750,36370,37000
E01002206,Harrow 032B,E09000015,Harrow,28300,28490,29090,30590,30440,32020,32790,33650,34960,35770,37380,37960
E01002207,Harrow 032C,E09000015,Harrow,28570,28750,29350,30860,30720,32300,33070,33940,35260,36070,37690,38270
E01002208,Harrow 025A,E09000015,Harrow,31260,31800,32810,34830,34980,37090,38250,39520,41310,42490,44620,45520
E01002209,Harrow 025B,E09000015,Harrow,29180,29710,30670,32590,32760,34770,35900,37130,38850,40010,42070,42970
E01002210,Harrow 032D,E09000015,Harrow,29150,29400,30090,31710,31630,33340,34200,35160,36600,37500,39250,39920
E01002211,Harrow 028A,E09000015,Harrow,23840,24070,24660,26030,25990,27430,28170,28990,30200,30970,32440,33010
E01002212,Harrow 028B,E09000015,Harrow,23120,23460,24150,25620,25710,27250,28120,29060,30400,31290,32900,33590
E01002213,Harrow 027D,E09000015,Harrow,24040,24210,24740,26040,25960,27350,28050,28830,30010,30750,32190,32740
E01002214,Harrow 031A,E09000015,Harrow,24610,24800,25360,26720,26640,28070,28790,29590,30790,31540,33000,33550
E01002215,Harrow 031B,E09000015,Harrow,22810,22960,23450,24680,24590,25900,26550,27280,28380,29070,30420,30940
E01002216,Harrow 028C,E09000015,Harrow,26190,26460,27130,28650,28630,30220,31040,31940,33270,34110,35710,36320
E01002217,Harrow 028D,E09000015,Harrow,19670,20020,20690,22020,22190,23620,24470,25400,26680,27590,29130,29880
E01002218,Harrow 030A,E09000015,Harrow,25650,25870,26480,27910,27850,29360,30120,30980,32250,33050,34600,35200
E01002219,Harrow 030B,E09000015,Harrow,25320,25500,26070,27440,27350,28800,29510,30320,31530,32280,33760,34310
E01002220,Harrow 031C,E09000015,Harrow,26670,26950,27630,29170,29150,30780,31630,32560,33930,34810,36470,37130
E01002221,Harrow 030C,E09000015,Harrow,25860,26110,26740,28210,28170,29720,30520,31410,32720,33560,35160,35790
E01002222,Harrow 030D,E09000015,Harrow,26800,27070,27740,29270,29230,30850,31670,32590,33950,34800,36450,37080
E01002223,Harrow 031D,E09000015,Harrow,25900,26190,26870,28390,28390,30000,30840,31770,33130,34000,35640,36300
E01002224,Harrow 031E,E09000015,Harrow,24300,24510,25090,26450,26400,27840,28580,29410,30630,31400,32890,33470
E01002225,Harrow 001C,E09000015,Harrow,33090,33400,34200,36050,35950,37880,38830,39880,41460,42420,44330,45000
E01002226,Harrow 001D,E09000015,Harrow,29470,29720,30400,32020,31910,33590,34400,35300,36660,37470,39110,39660
E01002227,Harrow 003A,E09000015,Harrow,24170,24360,24920,26260,26190,27610,28330,29140,30350,31120,32600,33180
E01002228,Harrow 003B,E09000015,Harrow,32410,32440,32940,34430,34050,35580,36170,36850,38000,38560,39970,40260
E01002229,Harrow 003C,E09000015,Harrow,27230,27520,28220,29790,29770,31420,32280,33230,34630,35520,37210,37870
E01002230,Harrow 003D,E09000015,Harrow,30150,30350,30990,32580,32420,34070,34850,35730,37070,37860,39490,40030
E01002231,Harrow 013E,E09000015,Harrow,26150,26260,26760,28080,27890,29260,29890,30590,31700,32340,33690,34120
E01002232,Harrow 011A,E09000015,Harrow,25100,25290,25850,27230,27140,28580,29290,30090,31290,32020,33480,34010
E01002233,Harrow 011B,E09000015,Harrow,23920,24080,24600,25890,25790,27150,27820,28570,29710,30410,31800,32320
E01002234,Harrow 011C,E09000015,Harrow,24500,24650,25170,26470,26350,27720,28370,29110,30240,30920,32300,32790
E01002235,Harrow 011D,E09000015,Harrow,23110,23240,23730,24960,24850,26150,26780,27490,28570,29230,30560,31040
E01002236,Harrow 011E,E09000015,Harrow,23630,23830,24380,25710,25650,27050,27760,28550,29730,30470,31900,32450
E01002237,Harrow 024A,E09000015,Harrow,27610,27880,28550,30100,30030,31640,32430,33320,34640,35450,37050,37630
E01002238,Harrow 024B,E09000015,Harrow,29400,29690,30420,32080,32000,33720,34580,35520,36930,37790,39500,40110
E01002239,Harrow 025C,E09000015,Harrow,29130,29520,30330,32070,32070,33880,34820,35840,37340,38280,40070,40760
E01002240,Harrow 024C,E09000015,Harrow,27530,27850,28580,30190,30180,31860,32720,33670,35070,35940,37620,38260
E01002241,Harrow 025D,E09000015,Harrow,27640,27990,28750,30400,30400,32110,33000,33980,35400,36310,38020,38680
E01002242,Harrow 024D,E09000015,Harrow,29380,29840,30750,32600,32700,34640,35700,36850,38490,39560,41520,42330
E01032576,Harrow 032E,E09000015,Harrow,28980,29280,30010,31670,31630,33390,34290,35310,36790,37750,39550,40270
E01002243,Havering 013A,E09000016,Havering,24770,24980,25570,26960,26920,28400,29170,30030,31290,32100,33640,34240
E01002244,Havering 011A,E09000016,Havering,26400,26630,27260,28740,28690,30250,31050,31930,33240,34070,35650,36250
E01002245,Havering 011B,E09000016,Havering,25630,25850,26470,27910,27860,29390,30170,31040,32320,33130,34680,35270
E01002246,Havering 017A,E09000016,Havering,25490,25850,26600,28190,28270,29950,30870,31890,33320,34280,36000,36730
E01002247,Havering 017B,E09000016,Havering,26430,26710,27380,28900,28880,30480,31300,32210,33550,34390,36000,36620
E01002248,Havering 017C,E09000016,Havering,25140,25400,26030,27480,27460,28990,29780,30660,31940,32760,34300,34900
E01002249,Havering 017D,E09000016,Havering,26830,27100,27770,29310,29270,30890,31710,32620,33960,34800,36410,37010
E01002250,Havering 017E,E09000016,Havering,25400,25760,26510,28100,28180,29860,30790,31810,33260,34220,35960,36710
E01002251,Havering 017F,E09000016,Havering,24030,24350,25050,26540,26610,28190,29050,30010,31360,32260,33890,34580
E01002252,Havering 018A,E09000016,Havering,28120,28390,29080,30690,30660,32370,33260,34260,35720,36670,38450,39160
E01002253,Havering 019A,E09000016,Havering,31120,31780,32890,35040,35290,37520,38790,40170,42070,43360,45610,46600
E01002254,Havering 019B,E09000016,Havering,31260,31870,32950,35050,35250,37440,38670,40000,41850,43090,45290,46240
E01002255,Havering 022A,E09000016,Havering,28510,28840,29610,31310,31330,33130,34090,35160,36700,37700,39560,40330
E01002256,Havering 018B,E09000016,Havering,28380,28700,29460,31140,31170,32960,33930,35010,36560,37590,39460,40260
E01002257,Havering 019C,E09000016,Havering,33720,34370,35520,37760,37970,40300,41610,43020,44990,46300,48650,49640
E01002258,Havering 018C,E09000016,Havering,25700,26020,26740,28310,28370,30060,31000,32040,33520,34530,36320,37120
E01002259,Havering 018D,E09000016,Havering,28670,28910,29590,31200,31140,32840,33710,34690,36140,37060,38810,39500
E01002260,Havering 026A,E09000016,Havering,27200,27360,27940,29380,29240,30760,31500,32330,33590,34360,35900,36450
E01002261,Havering 026B,E09000016,Havering,26300,26500,27100,28550,28470,30000,30770,31640,32930,33730,35300,35890
E01002262,Havering 026C,E09000016,Havering,25410,25610,26190,27600,27530,29030,29790,30640,31910,32710,34240,34830
E01002263,Havering 026D,E09000016,Havering,27290,27600,28320,29940,29950,31650,32560,33560,35010,35940,37690,38390
E01002264,Havering 026E,E09000016,Havering,22270,22540,23150,24500,24560,26020,26830,27730,29020,29890,31450,32150
E01002265,Havering 025A,E09000016,Havering,27110,27500,28280,29950,30010,31760,32700,33740,35230,36200,37980,38720
E01002266,Havering 027A,E09000016,Havering,24980,25170,25740,27130,27060,28530,29280,30110,31350,32130,33630,34200
E01002267,Havering 027B,E09000016,Havering,23740,24000,24630,26040,26070,27570,28390,29290,30590,31450,33020,33680
E01002268,Havering 010A,E09000016,Havering,28040,28470,29320,31090,31210,33100,34160,35330,36980,38100,40080,40960
E01002269,Havering 010B,E09000016,Havering,28950,29250,29990,31660,31640,33400,34320,35350,36840,37810,39620,40350
E01002270,Havering 015A,E09000016,Havering,36690,37040,37910,39940,39810,41910,42910,44030,45710,46700,48720,49370
E01002271,Havering 015B,E09000016,Havering,35370,35840,36830,38950,38970,41170,42310,43560,45380,46530,48710,49540
E01002272,Havering 014A,E09000016,Havering,29600,29970,30790,32560,32590,34450,35440,36530,38110,39130,41030,41800
E01002273,Havering 015C,E09000016,Havering,32460,32920,33840,35810,35850,37910,39000,40190,41920,43040,45120,45950
E01002274,Havering 014B,E09000016,Havering,30220,30580,31380,33150,33150,35010,35970,37040,38600,39590,41470,42210
E01002275,Havering 015D,E09000016,Havering,32320,32770,33690,35660,35700,37740,38820,40000,41710,42810,44860,45670
E01002276,Havering 001A,E09000016,Havering,22650,22960,23630,25050,25130,26630,27460,28360,29650,30500,32030,32670
E01002277,Havering 002A,E09000016,Havering,21590,21900,22550,23920,24020,25490,26320,27230,28500,29370,30900,31580
E01002278,Havering 001B,E09000016,Havering,20680,20980,21600,22920,23020,24430,25230,26110,27350,28190,29660,30330
E01002279,Havering 002B,E09000016,Havering,21220,21580,22270,23680,23830,25340,26210,27170,28500,29410,31000,31730
E01002280,Havering 004A,E09000016,Havering,19700,19910,20450,21640,21700,22990,23720,24520,25670,26450,27830,28450
E01002281,Havering 002C,E09000016,Havering,20200,20490,21120,22420,22530,23930,24730,25610,26840,27690,29170,29840
E01002282,Havering 004B,E09000016,Havering,20540,20680,21140,22280,22240,23470,24120,24840,25900,26590,27880,28410
E01002283,Havering 002D,E09000016,Havering,20970,21280,21930,23290,23410,24860,25680,26590,27870,28740,30260,30950
E01002284,Havering 004C,E09000016,Havering,20980,21260,21890,23220,23330,24760,25580,26490,27760,28630,30150,30850
E01002285,Havering 025B,E09000016,Havering,28740,29060,29820,31500,31480,33240,34140,35150,36610,37540,39310,40000
E01002286,Havering 025C,E09000016,Havering,28310,28800,29710,31560,31710,33660,34750,35950,37620,38750,40760,41640
E01002287,Havering 023A,E09000016,Havering,27470,27790,28520,30150,30160,31890,32800,33810,35280,36230,38000,38730
E01002288,Havering 025D,E09000016,Havering,30120,30490,31310,33100,33110,34980,35950,37020,38580,39570,41450,42180
E01002289,Havering 022B,E09000016,Havering,27950,28360,29200,30960,31070,32940,33980,35130,36750,37840,39790,40650
E01002290,Havering 025E,E09000016,Havering,28360,28690,29430,31090,31080,32820,33720,34710,36170,37090,38840,39520
E01002291,Havering 023B,E09000016,Havering,27350,27710,28490,30160,30220,31990,32960,34030,35560,36590,38440,39240
E01002292,Havering 022C,E09000016,Havering,26320,26610,27300,28850,28860,30510,31400,32380,33800,34740,36460,37180
E01002293,Havering 007A,E09000016,Havering,28030,28320,29040,30660,30630,32320,33190,34150,35560,36450,38160,38810
E01002294,Havering 007B,E09000016,Havering,27460,27910,28790,30560,30700,32570,33610,34740,36340,37410,39310,40130
E01002295,Havering 010C,E09000016,Havering,28600,28840,29520,31110,31040,32710,33560,34510,35920,36800,38520,39170
E01002296,Havering 007C,E09000016,Havering,27340,27680,28430,30070,30090,31810,32720,33720,35160,36080,37810,38490
E01002297,Havering 004D,E09000016,Havering,21240,21510,22130,23460,23550,24990,25810,26720,28000,28870,30410,31120
E01002298,Havering 007D,E09000016,Havering,26560,26960,27760,29440,29540,31300,32270,33340,34850,35850,37660,38430
E01002299,Havering 002E,E09000016,Havering,23030,23430,24200,25750,25920,27580,28540,29590,31040,32040,33760,34560
E01002300,Havering 007E,E09000016,Havering,26520,26960,27810,29530,29670,31490,32510,33620,35180,36230,38100,38910
E01002301,Havering 003A,E09000016,Havering,26040,26240,26840,28280,28210,29740,30510,31370,32650,33460,35020,35600
E01002302,Havering 005A,E09000016,Havering,26000,26240,26890,28370,28340,29910,30720,31620,32940,33780,35380,36000
E01002303,Havering 003B,E09000016,Havering,22950,23250,23910,25330,25410,26940,27790,28740,30080,30980,32590,33310
E01002304,Havering 003C,E09000016,Havering,26090,26280,26860,28280,28200,29710,30460,31310,32570,33360,34900,35470
E01002305,Havering 005B,E09000016,Havering,25390,25630,26270,27730,27710,29260,30060,30960,32270,33110,34700,35330
E01002306,Havering 003D,E09000016,Havering,22710,22950,23550,24900,24930,26370,27160,28040,29300,30140,31670,32330
E01002307,Havering 003E,E09000016,Havering,24280,24490,25080,26460,26430,27910,28680,29530,30790,31600,33120,33740
E01002308,Havering 005C,E09000016,Havering,24120,24350,24960,26350,26330,27810,28590,29460,30730,31550,33090,33710
E01002309,Havering 006A,E09000016,Havering,22450,22780,23470,24900,25010,26530,27390,28330,29650,30540,32120,32810
E01002310,Havering 006B,E09000016,Havering,21200,21460,22060,23350,23410,24790,25550,26390,27590,28390,29820,30440
E01002311,Havering 006C,E09000016,Havering,22200,22490,23120,24500,24560,26020,26820,27700,28960,29790,31290,31930
E01002312,Havering 001C,E09000016,Havering,21560,21910,22600,24010,24150,25660,26520,27470,28780,29680,31250,31960
E01002313,Havering 001D,E09000016,Havering,20900,21210,21850,23200,23310,24750,25580,26480,27740,28600,30110,30790
E01002314,Havering 004E,E09000016,Havering,20350,20640,21260,22570,22680,24100,24910,25810,27060,27930,29430,30130
E01002315,Havering 006D,E09000016,Havering,22150,22430,23050,24400,24460,25890,26680,27550,28780,29600,31080,31700
E01002316,Havering 004F,E09000016,Havering,20310,20460,20930,22070,22050,23280,23930,24660,25730,26420,27720,28260
E01002317,Havering 014C,E09000016,Havering,30390,30810,31680,33540,33600,35550,36610,37760,39420,40500,42500,43310
E01002318,Havering 014D,E09000016,Havering,28650,29060,29900,31670,31740,33610,34620,35730,37330,38380,40290,41090
E01002319,Havering 016A,E09000016,Havering,27230,27520,28220,29800,29790,31470,32340,33320,34740,35650,37370,38060
E01002320,Havering 021A,E09000016,Havering,28540,28970,29830,31630,31750,33660,34730,35910,37580,38700,40710,41590
