LSOA11CD,LSOA11NM,LAD11CD,LAD11NM,HHI_median_2001,HHI_median_2002,HHI_median_2003,HHI_median_2004,HHI_median_2005,HHI_median_2006,HHI_median_2007,HHI_median_2008,HHI_median_2009,HHI_median_2010,HHI_median_2011,HHI_median_2012
E01000119,Barnet 009C,E09000003,Barnet,30120,30560,31440,33290,33340,35260,36270,37380,38980,40010,41920,42670
E01000120,Barnet 009D,E09000003,Barnet,30310,30780,31680,33570,33640,35600,36640,37780,39420,40470,42420,43200
E01000121,Barnet 010C,E09000003,Barnet,24900,25040,25550,26860,26730,28120,28790,29550,30710,31430,32850,33380
E01000122,Barnet 009E,E09000003,Barnet,30000,30400,31240,33050,33060,34930,35890,36950,38490,39470,41310,42020
E01000123,Barnet 010D,E09000003,Barnet,28130,28320,28930,30430,30300,31880,32650,33510,34810,35600,37200,37770
E01000124,Barnet 010E,E09000003,Barnet,25810,25950,26480,27830,27680,29100,29780,30550,31720,32430,33870,34370
E01000125,Barnet 024A,E09000003,Barnet,20210,20510,21140,22440,22540,23930,24720,25590,26810,27650,29120,29790
E01000126,Barnet 026A,E09000003,Barnet,20650,20840,21340,22530,22510,23770,24440,25180,26260,26960,28270,28800
E01000127,Barnet 024B,E09000003,Barnet,20660,20920,21490,22750,22800,24140,24880,25700,26860,27640,29050,29660
E01000128,Barnet 024C,E09000003,Barnet,21460,21760,22390,23730,23800,25230,26020,26900,28140,28970,30460,31120
E01000129,Barnet 024D,E09000003,Barnet,19160,19440,20030,21260,21370,22700,23460,24300,25480,26300,27720,28390
E01000130,Barnet 021A,E09000003,Barnet,21850,22160,22810,24170,24250,25700,26500,27390,28640,29490,31010,31670
E01000131,Barnet 024E,E09000003,Barnet,23810,24010,24560,25890,25820,27210,27910,28690,29850,30580,31990,32520
E01000132,Barnet 021B,E09000003,Barnet,21180,21540,22230,23630,23770,25250,26110,27040,28340,29240,30800,31520
E01000133,Barnet 021C,E09000003,Barnet,20560,20880,21530,22860,22970,24390,25190,26080,27320,28170,29660,30350
E01000134,Barnet 024F,E09000003,Barnet,21940,22150,22690,23950,23940,25270,25970,26740,27880,28610,29990,30540
E01000135,Barnet 038A,E09000003,Barnet,34370,34690,35490,37340,37160,39030,39870,40790,42220,43010,44720,45170
E01000136,Barnet 038B,E09000003,Barnet,37470,38600,40280,43250,43900,47040,49010,51130,53980,56060,59440,61210
E01000137,Barnet 041A,E09000003,Barnet,24770,24900,25400,26690,26560,27940,28620,29390,30560,31280,32720,33260
E01000138,Barnet 040A,E09000003,Barnet,27330,27550,28190,29700,29620,31220,32030,32950,34310,35170,36840,37500
E01000139,Barnet 041B,E09000003,Barnet,29470,29700,30380,32010,31920,33650,34520,35510,36970,37900,39690,40390
E01000140,Barnet 041C,E09000003,Barnet,29530,29520,29950,31290,30960,32370,32950,33630,34760,35370,36780,37170
E01000141,Barnet 039A,E09000003,Barnet,26810,26710,27000,28130,27740,28920,29360,29880,30790,31260,32420,32680
E01000142,Barnet 040B,E09000003,Barnet,28220,28220,28640,29930,29610,30950,31490,32120,33170,33730,35040,35380
E01000143,Barnet 041D,E09000003,Barnet,23890,24100,24680,26040,26030,27510,28320,29230,30560,31470,33110,33860
E01000144,Barnet 038C,E09000003,Barnet,31250,31760,32720,34680,34760,36790,37880,39070,40780,41890,43950,44790
E01000145,Barnet 037A,E09000003,Barnet,33410,33570,34210,35880,35610,37320,38050,38870,40200,40910,42520,42950
E01000146,Barnet 038D,E09000003,Barnet,31500,31790,32520,34230,34080,35830,36640,37550,38950,39760,41460,42010
E01000147,Barnet 030A,E09000003,Barnet,24280,24590,25260,26720,26740,28270,29070,29950,31220,32030,33560,34160
E01000148,Barnet 030B,E09000003,Barnet,21500,21740,22310,23580,23580,24920,25620,26390,27520,28250,29610,30150
E01000150,Barnet 036A,E09000003,Barnet,23670,23890,24470,25820,25780,27210,27940,28760,29960,30720,32180,32750
E01000151,Barnet 026B,E09000003,Barnet,19710,19930,20450,21640,21670,22940,23630,24410,25510,26260,27600,28190
E01000152,Barnet 026C,E09000003,Barnet,21000,21080,21500,22580,22460,23620,24170,24800,25760,26340,27520,27940
E01000153,Barnet 026D,E09000003,Barnet,20280,20520,21090,22330,22390,23720,24470,25290,26450,27240,28650,29280
E01000154,Barnet 026E,E09000003,Barnet,19600,19800,20300,21460,21470,22710,23370,24120,25190,25900,27200,27750
E01000155,Barnet 030D,E09000003,Barnet,23210,23420,23980,25290,25240,26610,27300,28070,29200,29910,31300,31820
E01000156,Barnet 022A,E09000003,Barnet,28740,29080,29850,31550,31560,33340,34260,35290,36780,37720,39510,40200
E01000157,Barnet 022B,E09000003,Barnet,26650,26930,27620,29170,29150,30780,31620,32550,33920,34790,36450,37090
E01000158,Barnet 015A,E09000003,Barnet,26970,27350,28130,29780,29830,31560,32470,33480,34920,35850,37580,38270
E01000159,Barnet 015B,E09000003,Barnet,27630,28090,28980,30760,30890,32760,33800,34930,36520,37590,39500,40320
E01000160,Barnet 015C,E09000003,Barnet,30880,31200,31980,33720,33650,35450,36320,37290,38730,39600,41330,41910
E01000161,Barnet 015D,E09000003,Barnet,29120,29260,29830,31290,31060,32570,33220,33950,35120,35760,37190,37580
E01000162,Barnet 015E,E09000003,Barnet,27600,27890,28600,30180,30130,31770,32600,33500,34840,35670,37290,37870
E01000163,Barnet 022C,E09000003,Barnet,24230,24410,24950,26270,26180,27570,28260,29040,30200,30920,32340,32880
E01000164,Barnet 022D,E09000003,Barnet,24280,24570,25230,26680,26710,28250,29070,29990,31320,32190,33790,34470
E01000165,Barnet 022E,E09000003,Barnet,29770,29880,30430,31910,31660,33190,33860,34620,35830,36500,37990,38420
E01000166,Barnet 003A,E09000003,Barnet,28220,28640,29470,31210,31270,33080,34040,35100,36610,37580,39390,40100
E01000167,Barnet 002A,E09000003,Barnet,24980,25290,25970,27460,27490,29070,29920,30860,32210,33100,34740,35430
E01000168,Barnet 003B,E09000003,Barnet,29740,30320,31340,33330,33530,35610,36780,38040,39810,40990,43090,43990
E01000169,Barnet 003C,E09000003,Barnet,28100,28550,29410,31180,31260,33110,34100,35190,36740,37750,39600,40360
E01000170,Barnet 006A,E09000003,Barnet,26270,26650,27420,29050,29110,30820,31740,32750,34200,35140,36870,37590
E01000171,Barnet 006B,E09000003,Barnet,27530,27740,28350,29820,29690,31220,31940,32740,33970,34700,36200,36690
E01000172,Barnet 003D,E09000003,Barnet,29230,29660,30530,32340,32390,34270,35260,36340,37900,38890,40750,41470
E01000173,Barnet 006C,E09000003,Barnet,28240,28710,29600,31420,31540,33440,34490,35630,37250,38310,40240,41050
E01000174,Barnet 006D,E09000003,Barnet,26490,26780,27460,28990,28960,30560,31380,32290,33630,34480,36110,36740
E01000175,Barnet 006E,E09000003,Barnet,29310,29740,30600,32410,32470,34350,35360,36450,38030,39050,40940,41690
E01000176,Barnet 027A,E09000003,Barnet,24920,25170,25790,27230,27210,28730,29530,30420,31730,32570,34160,34800
E01000177,Barnet 029A,E09000003,Barnet,30770,31210,32090,33970,34000,35950,36960,38070,39680,40700,42630,43380
E01000178,Barnet 027B,E09000003,Barnet,30490,30790,31550,33280,33230,35050,35980,37010,38540,39500,41350,42070
E01000179,Barnet 029B,E09000003,Barnet,29630,30130,31070,32970,33090,35060,36140,37320,39000,40100,42100,42940
E01000180,Barnet 029C,E09000003,Barnet,27790,28190,29010,30720,30770,32560,33510,34550,36040,37010,38810,39530
E01000181,Barnet 029D,E09000003,Barnet,30680,31370,32530,34700,35010,37300,38650,40110,42110,43510,45890,47020
E01000182,Barnet 029E,E09000003,Barnet,29860,30430,31430,33410,33600,35670,36840,38110,39890,41090,43220,44160
E01000183,Barnet 033A,E09000003,Barnet,31260,31950,33090,35240,35480,37720,38990,40370,42290,43590,45880,46900
E01000184,Barnet 027C,E09000003,Barnet,24350,24580,25180,26560,26520,27990,28750,29590,30840,31630,33140,33740
E01000185,Barnet 029F,E09000003,Barnet,22890,23210,23880,25290,25350,26840,27650,28540,29820,30670,32220,32890
E01000186,Barnet 014A,E09000003,Barnet,31870,32220,33050,34890,34840,36760,37730,38800,40370,41350,43250,43950
E01000187,Barnet 014B,E09000003,Barnet,28410,28710,29430,31060,31020,32730,33600,34580,36010,36910,38650,39320
E01000188,Barnet 014C,E09000003,Barnet,32480,32840,33670,35540,35490,37440,38420,39500,41100,42090,44020,44730
E01000189,Barnet 014D,E09000003,Barnet,22330,22610,23220,24570,24600,26050,26840,27730,29000,29870,31430,32140
E01000190,Barnet 014E,E09000003,Barnet,30280,30670,31510,33330,33350,35240,36240,37340,38930,39950,41870,42630
E01000191,Barnet 014F,E09000003,Barnet,30260,30720,31620,33520,33610,35590,36680,37860,39560,40680,42710,43570
E01000192,Barnet 018A,E09000003,Barnet,29170,29290,29840,31300,31080,32610,33300,34080,35310,36010,37510,37980
E01000193,Barnet 018B,E09000003,Barnet,29460,29600,30190,31700,31500,33080,33820,34650,35930,36690,38270,38790
E01000194,Barnet 018C,E09000003,Barnet,27410,27530,28050,29450,29260,30730,31410,32180,33390,34110,35590,36090
E01000195,Barnet 013A,E09000003,Barnet,23380,23560,24090,25380,25310,26670,27370,28150,29310,30050,31470,32040
E01000196,Barnet 028A,E09000003,Barnet,30260,30580,31330,33040,32960,34730,35600,36570,38020,38910,40680,41320
E01000197,Barnet 023A,E09000003,Barnet,30650,31010,31810,33600,33570,35430,36390,37440,39000,39980,41870,42600
E01000198,Barnet 025A,E09000003,Barnet,31140,31610,32530,34450,34510,36510,37570,38730,40410,41480,43490,44290
E01000199,Barnet 025B,E09000003,Barnet,32850,33340,34310,36330,36390,38490,39600,40800,42550,43660,45740,46540
E01000200,Barnet 028B,E09000003,Barnet,31960,32350,33200,35070,35030,36960,37930,38990,40560,41520,43400,44070
E01000201,Barnet 028C,E09000003,Barnet,34940,35650,36870,39250,39510,41990,43410,44950,47100,48560,51120,52280
E01000202,Barnet 028D,E09000003,Barnet,32670,33240,34300,36410,36560,38760,39980,41310,43190,44440,46690,47650
E01000203,Barnet 028E,E09000003,Barnet,29040,29410,30200,31910,31900,33690,34600,35620,37100,38040,39830,40530
E01000204,Barnet 025C,E09000003,Barnet,32520,32870,33680,35520,35440,37330,38260,39280,40820,41740,43580,44210
E01000205,Barnet 035A,E09000003,Barnet,36090,36700,37820,40100,40200,42550,43800,45160,47110,48370,50700,51620
E01000206,Barnet 033B,E09000003,Barnet,51680,52530,54120,57360,57500,60850,62630,64560,67340,69110,72430,73720
E01000207,Barnet 033C,E09000003,Barnet,38090,38860,40180,42740,42980,45630,47110,48730,50990,52510,55210,56400
E01000208,Barnet 033D,E09000003,Barnet,35920,36660,37910,40320,40550,43050,44450,45970,48110,49540,52080,53190
E01000209,Barnet 035B,E09000003,Barnet,35940,36510,37580,39800,39860,42150,43340,44640,46520,47710,49950,50810
E01000210,Barnet 033E,E09000003,Barnet,35580,36270,37470,39810,40000,42430,43770,45230,47290,48650,51120,52170
E01000211,Barnet 035C,E09000003,Barnet,30470,30800,31550,33260,33170,34930,35780,36720,38150,39000,40730,41330
E01000212,Barnet 035D,E09000003,Barnet,38310,38850,39920,42210,42200,44550,45730,47020,48920,50070,52340,53140
E01000213,Barnet 033F,E09000003,Barnet,49520,50300,51780,54830,54900,58020,59640,61400,63950,65530,68560,69670
E01000214,Barnet 038E,E09000003,Barnet,34430,34970,36000,38130,38180,40370,41510,42750,44540,45670,47820,48640
E01000215,Barnet 037B,E09000003,Barnet,29640,30110,31030,32900,33000,34960,36030,37210,38870,39980,41980,42820
E01000216,Barnet 035E,E09000003,Barnet,33210,33690,34640,36640,36660,38740,39810,40990,42710,43790,45860,46650
E01000217,Barnet 035F,E09000003,Barnet,33640,34060,34960,36920,36870,38890,39890,40990,42630,43630,45590,46290
E01000218,Barnet 037C,E09000003,Barnet,30440,30840,31680,33500,33520,35410,36400,37490,39080,40100,42010,42770
E01000219,Barnet 037D,E09000003,Barnet,29410,29780,30570,32320,32310,34130,35080,36130,37660,38640,40490,41230
E01000220,Barnet 037E,E09000003,Barnet,30750,30920,31520,33080,32850,34460,35170,35970,37230,37940,39500,39950
E01000221,Barnet 039B,E09000003,Barnet,22650,22780,23270,24500,24430,25750,26430,27200,28350,29100,30520,31100
E01000222,Barnet 040C,E09000003,Barnet,27870,27860,28260,29520,29200,30520,31050,31680,32720,33280,34590,34940
E01000223,Barnet 039C,E09000003,Barnet,23730,23910,24470,25800,25770,27200,27960,28820,30070,30910,32440,33100
E01000224,Barnet 040D,E09000003,Barnet,28640,28740,29270,30690,30470,31960,32630,33400,34610,35320,36810,37290
E01000225,Barnet 037F,E09000003,Barnet,32320,32740,33640,35570,35570,37570,38600,39730,41380,42410,44390,45130
E01000226,Barnet 018D,E09000003,Barnet,23010,23160,23660,24900,24810,26140,26820,27580,28720,29460,30860,31430
E01000227,Barnet 018E,E09000003,Barnet,28350,28690,29470,31160,31180,32970,33930,34980,36510,37510,39350,40100
E01000228,Barnet 007A,E09000003,Barnet,29650,30350,31500,33630,33950,36190,37520,38960,40920,42300,44630,45750
E01000229,Barnet 013B,E09000003,Barnet,24800,25140,25860,27400,27480,29110,30010,31010,32440,33400,35120,35880
E01000230,Barnet 013C,E09000003,Barnet,28780,29060,29770,31400,31340,33050,33920,34890,36310,37210,38940,39600
E01000231,Barnet 013D,E09000003,Barnet,27010,27300,28000,29580,29570,31230,32090,33060,34470,35380,37090,37780
E01000232,Barnet 013E,E09000003,Barnet,28470,28780,29520,31180,31160,32900,33810,34810,36280,37230,39010,39710
E01000233,Barnet 013F,E09000003,Barnet,28880,29250,30050,31780,31810,33630,34600,35670,37210,38210,40070,40830
E01000234,Barnet 021D,E09000003,Barnet,28880,29270,30100,31870,31910,33760,34740,35820,37370,38370,40240,40990
E01000235,Barnet 021E,E09000003,Barnet,23770,24170,24940,26490,26630,28280,29210,30230,31670,32640,34360,35130
E01000236,Barnet 034A,E09000003,Barnet,28250,28750,29670,31520,31660,33600,34670,35850,37500,38600,40570,41410
E01000237,Barnet 032A,E09000003,Barnet,28690,29000,29730,31390,31360,33100,34000,34990,36460,37390,39160,39850
E01000238,Barnet 034B,E09000003,Barnet,29240,29540,30260,31910,31840,33560,34410,35360,36780,37650,39360,39990
E01000239,Barnet 031A,E09000003,Barnet,28000,28190,28790,30270,30110,31640,32350,33140,34370,35080,36580,37060
E01000240,Barnet 031B,E09000003,Barnet,28410,28720,29450,31080,31040,32730,33580,34530,35920,36790,38470,39090
E01000241,Barnet 031C,E09000003,Barnet,29290,29690,30520,32300,32330,34180,35150,36210,37760,38740,40600,41340
E01000242,Barnet 032B,E09000003,Barnet,29600,29890,30630,32320,32260,34030,34930,35920,37390,38310,40090,40760
E01000243,Barnet 032C,E09000003,Barnet,28090,28190,28710,30110,29890,31350,32000,32750,33930,34600,36060,36510
E01000244,Barnet 032D,E09000003,Barnet,28420,28580,29160,30640,30480,32020,32750,33580,34840,35600,37160,37690
E01000245,Barnet 032E,E09000003,Barnet,24220,24440,25030,26410,26380,27850,28620,29490,30760,31590,33150,33810
E01000246,Barnet 002B,E09000003,Barnet,30730,31090,31910,33710,33700,35590,36570,37650,39230,40240,42140,42880
E01000247,Barnet 002C,E09000003,Barnet,29350,29730,30540,32300,32320,34170,35150,36240,37800,38820,40710,41480
E01000248,Barnet 001A,E09000003,Barnet,31220,31780,32800,34830,34960,37060,38190,39420,41160,42290,44370,45210
E01000249,Barnet 001B,E09000003,Barnet,31270,32010,33210,35450,35770,38090,39450,40910,42900,44270,46630,47700
E01000250,Barnet 001C,E09000003,Barnet,29950,30440,31370,33250,33340,35280,36310,37430,39040,40060,41970,42720
E01000251,Barnet 002D,E09000003,Barnet,28410,28650,29310,30880,30780,32420,33230,34140,35500,36340,38000,38610
E01000252,Barnet 002E,E09000003,Barnet,28820,29150,29920,31610,31600,33370,34300,35320,36810,37770,39580,40290
E01000253,Barnet 007B,E09000003,Barnet,38350,38710,39620,41720,41550,43680,44670,45750,47400,48320,50290,50840
E01000254,Barnet 001D,E09000003,Barnet,31670,32320,33440,35590,35810,38030,39270,40610,42470,43710,45910,46840
E01000255,Barnet 017A,E09000003,Barnet,28210,28440,29080,30620,30500,32110,32880,33750,35060,35840,37430,37970
E01000256,Barnet 016A,E09000003,Barnet,30040,30620,31630,33610,33770,35820,36950,38170,39900,41030,43080,43940
E01000257,Barnet 017B,E09000003,Barnet,26010,26150,26670,28010,27850,29260,29930,30680,31840,32540,33970,34470
E01000258,Barnet 016B,E09000003,Barnet,30910,31420,32380,34320,34400,36400,37460,38620,40280,41330,43310,44090
E01000259,Barnet 025D,E09000003,Barnet,28910,29370,30250,32070,32160,34060,35090,36210,37810,38860,40780,41570
E01000260,Barnet 025E,E09000003,Barnet,29420,29690,30390,32010,31900,33570,34380,35280,36630,37450,39100,39670
E01000261,Barnet 017C,E09000003,Barnet,30840,31240,32100,33960,33980,35920,36940,38070,39700,40750,42710,43500
E01000262,Barnet 017D,E09000003,Barnet,31100,31190,31720,33220,32920,34460,35110,35850,37060,37710,39200,39600
E01000263,Barnet 016C,E09000003,Barnet,34790,35560,36830,39240,39520,42010,43430,44960,47080,48500,51000,52090
E01000264,Barnet 016D,E09000003,Barnet,28450,28870,29710,31450,31490,33300,34240,35280,36780,37740,39550,40260
E01000265,Barnet 011A,E09000003,Barnet,26830,27030,27630,29090,28980,30510,31260,32110,33380,34170,35730,36300
E01000266,Barnet 011B,E09000003,Barnet,33340,33670,34500,36380,36310,38280,39260,40350,41970,42970,44930,45630
E01000267,Barnet 005A,E09000003,Barnet,30240,30680,31550,33400,33440,35370,36390,37500,39110,40150,42080,42840
E01000268,Barnet 005B,E09000003,Barnet,28560,28920,29700,31390,31390,33150,34060,35070,36540,37470,39250,39940
E01000269,Barnet 005C,E09000003,Barnet,29510,29930,30780,32580,32630,34500,35490,36580,38150,39150,41030,41770
E01000270,Barnet 005D,E09000003,Barnet,29670,30170,31100,33000,33120,35100,36190,37370,39050,40160,42170,43010
E01000271,Barnet 008A,E09000003,Barnet,31340,31710,32540,34370,34330,36220,37180,38230,39780,40730,42590,43270
E01000272,Barnet 008B,E09000003,Barnet,37290,37560,38350,40300,40060,42040,42910,43880,45390,46210,48030,48490
E01000273,Barnet 008C,E09000003,Barnet,29080,29410,30170,31850,31810,33560,34450,35420,36870,37770,39510,40160
E01000274,Barnet 011C,E09000003,Barnet,27390,27620,28250,29760,29660,31250,32030,32910,34220,35040,36640,37220
E01000275,Barnet 012A,E09000003,Barnet,31680,31900,32580,34260,34100,35850,36680,37620,39050,39900,41650,42240
E01000276,Barnet 020A,E09000003,Barnet,33960,34710,35960,38310,38580,41010,42380,43850,45900,47270,49680,50720
E01000277,Barnet 012B,E09000003,Barnet,29650,29690,30160,31560,31250,32700,33310,34010,35160,35800,37240,37650
E01000278,Barnet 020B,E09000003,Barnet,33370,34130,35360,37680,37960,40350,41700,43160,45170,46510,48880,49900
E01000279,Barnet 007C,E09000003,Barnet,39190,39950,41300,43920,44170,46900,48440,50100,52430,53990,56760,57960
E01000280,Barnet 007D,E09000003,Barnet,35590,36290,37520,39910,40150,42640,44040,45550,47660,49080,51590,52670
E01000281,Barnet 008D,E09000003,Barnet,30210,30340,30890,32390,32120,33650,34310,35060,36260,36920,38400,38810
E01000282,Barnet 008E,E09000003,Barnet,32210,32650,33570,35510,35540,37560,38620,39780,41470,42540,44570,45360
E01000283,Barnet 012C,E09000003,Barnet,34470,34940,35930,38030,38090,40300,41480,42770,44640,45850,48090,49000
E01000284,Barnet 012D,E09000003,Barnet,28870,29070,29700,31250,31110,32730,33510,34380,35720,36530,38160,38740
E01000285,Barnet 004A,E09000003,Barnet,25850,26170,26870,28410,28430,30050,30900,31850,33210,34090,35740,36400
E01000286,Barnet 007E,E09000003,Barnet,24940,25330,26090,27660,27730,29370,30260,31230,32610,33520,35180,35880
E01000287,Barnet 004B,E09000003,Barnet,23890,24220,24910,26390,26460,28030,28890,29830,31180,32070,33690,34380
E01000288,Barnet 004C,E09000003,Barnet,26330,26730,27530,29200,29300,31050,32020,33080,34580,35570,37360,38110
E01000289,Barnet 004D,E09000003,Barnet,21790,22070,22690,24030,24090,25510,26300,27170,28410,29240,30730,31390
E01000290,Barnet 007F,E09000003,Barnet,26790,27210,28020,29700,29770,31510,32450,33470,34940,35890,37640,38350
E01000291,Barnet 004E,E09000003,Barnet,22850,23060,23630,24930,24900,26280,26990,27780,28950,29700,31120,31680
E01000292,Barnet 001E,E09000003,Barnet,27780,28310,29250,31080,31240,33140,34190,35320,36920,37970,39870,40660
E01000293,Barnet 001F,E09000003,Barnet,29960,30540,31550,33540,33710,35770,36910,38130,39860,40990,43040,43890
E01000294,Barnet 004F,E09000003,Barnet,27480,27800,28540,30160,30170,31870,32760,33740,35160,36070,37780,38450
E01000295,Barnet 023B,E09000003,Barnet,30670,31090,31970,33830,33870,35810,36840,37970,39600,40660,42630,43420
E01000296,Barnet 023C,E09000003,Barnet,30260,30580,31340,33060,32990,34780,35670,36660,38130,39040,40820,41470
E01000297,Barnet 027D,E09000003,Barnet,27450,27750,28480,30090,30090,31790,32680,33670,35120,36060,37810,38530
E01000298,Barnet 023D,E09000003,Barnet,29330,29710,30520,32270,32280,34110,35060,36120,37650,38640,40500,41240
E01000299,Barnet 019A,E09000003,Barnet,28060,28270,28910,30430,30320,31910,32690,33560,34870,35670,37270,37840
E01000300,Barnet 019B,E09000003,Barnet,29600,29880,30600,32260,32180,33920,34790,35760,37200,38090,39840,40490
E01000301,Barnet 020C,E09000003,Barnet,32290,33010,34200,36440,36700,39010,40320,41730,43690,45000,47310,48310
E01000302,Barnet 019C,E09000003,Barnet,29210,29370,29960,31470,31280,32860,33590,34420,35700,36450,38020,38540
E01000303,Barnet 020D,E09000003,Barnet,32150,32840,33990,36190,36420,38690,39970,41340,43260,44530,46800,47770
E01000304,Barnet 020E,E09000003,Barnet,30710,31210,32140,34050,34110,36070,37090,38200,39810,40820,42740,43470
E01000305,Barnet 036B,E09000003,Barnet,24370,24490,24970,26240,26100,27430,28070,28790,29900,30570,31930,32410
E01000306,Barnet 036C,E09000003,Barnet,25000,25200,25780,27170,27100,28570,29310,30140,31370,32150,33650,34230
E01000307,Barnet 039D,E09000003,Barnet,24840,24950,25450,26740,26610,27980,28660,29420,30580,31310,32740,33270
E01000308,Barnet 036D,E09000003,Barnet,21460,21680,22230,23490,23500,24860,25590,26410,27600,28400,29840,30480
E01000309,Barnet 031D,E09000003,Barnet,28230,28660,29510,31280,31360,33200,34190,35280,36830,37830,39690,40440
E01000310,Barnet 034C,E09000003,Barnet,26710,27040,27750,29330,29330,30980,31840,32800,34190,35080,36760,37430
E01000311,Barnet 034D,E09000003,Barnet,31650,32230,33290,35370,35550,37730,38950,40260,42110,43330,45520,46450
E01000312,Barnet 036E,E09000003,Barnet,23850,23990,24490,25760,25650,26990,27640,28390,29510,30210,31590,32100
E01000313,Barnet 036F,E09000003,Barnet,24800,24970,25510,26840,26740,28160,28850,29630,30810,31540,32980,33510
E01000314,Barnet 032F,E09000003,Barnet,29650,29880,30550,32170,32050,33740,34570,35500,36900,37760,39470,40090
E01000315,Barnet 022F,E09000003,Barnet,23130,23430,24080,25500,25570,27080,27920,28860,30190,31080,32690,33410
E01000316,Barnet 027E,E09000003,Barnet,28010,28110,28630,30020,29800,31260,31900,32640,33800,34460,35890,36320
E01000317,Barnet 019D,E09000003,Barnet,28630,28910,29600,31210,31150,32840,33690,34630,36040,36910,38620,39260
E01000318,Barnet 019E,E09000003,Barnet,28350,28660,29390,31030,31010,32740,33640,34630,36090,37020,38780,39480
E01000319,Barnet 027F,E09000003,Barnet,29610,29950,30720,32450,32440,34250,35190,36220,37740,38700,40530,41230
E01000320,Barnet 011D,E09000003,Barnet,29530,29850,30610,32320,32300,34100,35040,36080,37610,38590,40440,41180
E01000321,Barnet 012E,E09000003,Barnet,29260,29430,30020,31530,31340,32920,33650,34480,35770,36530,38110,38640
E01000322,Barnet 011E,E09000003,Barnet,27530,27780,28450,30000,29930,31560,32390,33310,34680,35540,37200,37850
E01000323,Barnet 019F,E09000003,Barnet,26970,27170,27770,29230,29120,30660,31420,32260,33540,34330,35900,36470
E01000324,Barnet 015F,E09000003,Barnet,27410,27900,28790,30590,30740,32630,33680,34830,36440,37520,39450,40280
E01033572,Barnet 030E,E09000003,Barnet,24230,24490,25120,26520,26500,27960,28710,29530,30730,31480,32930,33460
E01033573,Barnet 030F,E09000003,Barnet,24660,24850,25410,26760,26660,28070,28750,29510,30650,31350,32750,33240
E01000325,Bexley 014A,E09000004,Bexley,28430,29010,30020,31960,32180,34210,35370,36620,38350,39510,41550,42430
E01000326,Bexley 014B,E09000004,Bexley,26420,27000,27990,29850,30110,32070,33220,34450,36150,37320,39320,40240
E01000327,Bexley 017A,E09000004,Bexley,27930,28350,29200,30970,31090,32960,34000,35140,36760,37840,39760,40600
E01000328,Bexley 017B,E09000004,Bexley,27450,27760,28480,30100,30110,31830,32730,33740,35200,36150,37910,38630
E01000329,Bexley 017C,E09000004,Bexley,26710,27010,27720,29300,29310,30990,31880,32870,34300,35240,36970,37680
E01000330,Bexley 017D,E09000004,Bexley,25890,26130,26770,28240,28210,29780,30590,31500,32840,33700,35320,35970
E01000331,Bexley 017E,E09000004,Bexley,25400,25610,26220,27640,27590,29110,29890,30770,32060,32880,34450,35080
E01000332,Bexley 005A,E09000004,Bexley,24290,24660,25400,26950,27050,28680,29580,30570,31970,32900,34560,35270
E01000333,Bexley 003A,E09000004,Bexley,24090,24330,24940,26330,26310,27770,28530,29370,30600,31370,32850,33420
E01000334,Bexley 006A,E09000004,Bexley,25040,25510,26360,28040,28220,30000,31010,32110,33640,34680,36500,37310
E01000335,Bexley 003B,E09000004,Bexley,22350,22700,23390,24830,24950,26480,27340,28290,29610,30510,32090,32790
E01000336,Bexley 003C,E09000004,Bexley,22090,22360,22970,24320,24370,25800,26570,27430,28660,29470,30950,31580
E01000337,Bexley 003D,E09000004,Bexley,24260,24640,25400,26960,27070,28720,29650,30660,32080,33030,34720,35460
E01000338,Bexley 003E,E09000004,Bexley,24510,24820,25500,26990,27040,28610,29450,30380,31710,32580,34180,34830
E01000339,Bexley 025A,E09000004,Bexley,27710,28140,28990,30740,30850,32690,33710,34830,36420,37470,39380,40190
E01000340,Bexley 018A,E09000004,Bexley,26790,27150,27930,29580,29650,31400,32350,33410,34920,35920,37740,38520
E01000341,Bexley 022A,E09000004,Bexley,27760,28260,29170,31000,31160,33080,34150,35330,36970,38080,40040,40900
E01000342,Bexley 022B,E09000004,Bexley,27780,28270,29160,30970,31120,33020,34080,35250,36880,37980,39940,40790
E01000343,Bexley 022C,E09000004,Bexley,29020,29420,30260,32030,32080,33930,34910,35990,37540,38540,40410,41160
E01000344,Bexley 025B,E09000004,Bexley,27740,28240,29170,31020,31200,33150,34260,35470,37150,38300,40310,41210
E01000345,Bexley 022D,E09000004,Bexley,29150,29670,30630,32550,32710,34720,35840,37060,38780,39930,41970,42860
E01000346,Bexley 021A,E09000004,Bexley,27880,28200,28940,30590,30610,32360,33300,34340,35850,36840,38670,39430
E01000347,Bexley 021B,E09000004,Bexley,27160,27410,28080,29620,29590,31230,32090,33050,34460,35370,37080,37770
E01000348,Bexley 020A,E09000004,Bexley,30760,31280,32270,34260,34400,36490,37640,38890,40660,41820,43920,44810
E01000349,Bexley 020B,E09000004,Bexley,29480,29980,30920,32820,32950,34950,36050,37250,38950,40070,42090,42940
E01000350,Bexley 021C,E09000004,Bexley,28680,28990,29730,31410,31410,33190,34130,35180,36710,37710,39560,40330
E01000351,Bexley 024A,E09000004,Bexley,28280,28670,29470,31200,31260,33070,34050,35130,36680,37700,39570,40340
