,LSOA21NM,OBJECTID,LSOA21CD,SHAPE_Leng,SHAPE_Area,geometry
4413,Westminster 012A,4414,E01004657,2331.4507277370385,124103.09532960183,"POLYGON ((527829 181615, 527835 181594, 527874 181609, 528056 181033, 527888 180995, 527867 181090, 527819 181080, 527797 181148, 527816 181166, 527803 181231, 527773 181225, 527790 181168, 527739 181152, 527748 181122, 527719 181115, 527702 181181, 527744 181186, 527754 181211, 527708 181205, 527710 181230, 527688 181226, 527689 181246, 527711 181256, 527703 181305, 527720 181324, 527709 181338, 527790 181361, 527749 181470, 527725 181453, 527686 181572, 527732 181586, 527753 181563, 527773 181567, 527765 181596, 527829 181615))"
4414,Westminster 012B,4415,E01004658,2667.1374026876288,101540.19569943423,"POLYGON ((527428 181419, 527466 181431, 527455 181446, 527512 181450, 527507 181473, 527529 181467, 527529 181484, 527577 181453, 527594 181481, 527610 181438, 527631 181451, 527669 181326, 527655 181322, 527648 181352, 527634 181349, 527642 181318, 527595 181304, 527605 181236, 527706 181272, 527711 181256, 527689 181246, 527688 181226, 527710 181230, 527708 181205, 527754 181211, 527744 181186, 527702 181181, 527719 181115, 527748 181122, 527739 181152, 527790 181168, 527773 181225, 527803 181231, 527816 181166, 527797 181148, 527819 181080, 527867 181090, 527888 180995, 527765 180966, 527301 181452, 527348 181507, 527428 181419))"
4415,Westminster 008A,4416,E01004659,1552.045372202866,114145.72744516018,"POLYGON ((527720 182298, 527660 182290, 527686 182217, 527662 182206, 527677 182114, 527617 182074, 527640 181993, 527590 181978, 527488 181951, 527461 182007, 527390 181975, 527235 182161, 527308 182225, 527388 182269, 527654 182355, 527720 182298))"
4416,Westminster 008B,4417,E01004660,1457.4473866517676,68043.64829379698,"POLYGON ((527802 182234, 527853 182196, 527967 181832, 527819 181785, 527812 181801, 527789 181798, 527800 181812, 527776 181811, 527775 181826, 527804 181833, 527752 181997, 527709 181984, 527690 182012, 527732 182033, 527728 182074, 527751 182099, 527727 182164, 527747 182168, 527708 182246, 527712 182266, 527729 182293, 527802 182234))"
4417,Westminster 012C,4418,E01004661,2652.960317666224,132674.0561314147,"POLYGON ((527475 181978, 527488 181951, 527584 181978, 527617 181878, 527604 181873, 527638 181869, 527653 181823, 527630 181835, 527640 181777, 527668 181774, 527682 181707, 527693 181710, 527708 181678, 527736 181686, 527745 181657, 527711 181656, 527704 181676, 527697 181673, 527696 181650, 527672 181639, 527675 181603, 527659 181603, 527647 181634, 527626 181628, 527622 181559, 527599 181552, 527592 181592, 527563 181583, 527527 181690, 527509 181684, 527489 181708, 527452 181694, 527439 181644, 527409 181638, 527414 181661, 527376 181631, 527348 181654, 527247 181501, 527052 181701, 527455 181819, 527390 181975, 527461 182007, 527475 181978))"
4418,Westminster 012D,4419,E01004662,2621.394537952883,89625.37287167522,"POLYGON ((527728 182291, 527708 182246, 527747 182168, 527727 182164, 527751 182099, 527728 182074, 527732 182033, 527690 182012, 527709 181984, 527752 181997, 527804 181833, 527775 181826, 527776 181811, 527816 181796, 527874 181609, 527835 181594, 527829 181615, 527765 181596, 527773 181567, 527753 181563, 527732 181586, 527630 181561, 527626 181628, 527647 181634, 527659 181603, 527675 181603, 527672 181639, 527696 181650, 527697 181673, 527711 181656, 527745 181657, 527736 181686, 527708 181678, 527693 181710, 527682 181707, 527668 181774, 527640 181777, 527630 181835, 527653 181823, 527638 181869, 527604 181873, 527617 181878, 527584 181978, 527640 181993, 527617 182074, 527677 182114, 527662 182206, 527686 182217, 527660 182290, 527728 182291))"
4419,Westminster 012E,4420,E01004663,2455.2813778904365,92630.2771271681,"POLYGON ((527495 181702, 527509 181684, 527527 181690, 527563 181583, 527592 181592, 527599 181552, 527622 181559, 527616 181584, 527630 181561, 527686 181572, 527725 181453, 527749 181470, 527790 181361, 527709 181338, 527713 181274, 527605 181236, 527595 181304, 527642 181318, 527634 181349, 527648 181352, 527655 181322, 527669 181326, 527631 181451, 527610 181438, 527594 181481, 527577 181453, 527529 181484, 527529 181467, 527507 181473, 527512 181450, 527455 181446, 527466 181431, 527445 181435, 527432 181416, 527348 181507, 527301 181452, 527323 181419, 527247 181501, 527348 181654, 527376 181631, 527414 181661, 527409 181638, 527439 181644, 527452 181694, 527495 181702))"
4420,Westminster 024A,4421,E01004665,1137.9789434780764,47828.98357076296,"POLYGON ((529141 178174, 529150 178142, 529178 178148, 529189 178130, 529231 177982, 529189 177969, 529221 177942, 529235 177857, 529067 177899, 529118 177923, 529031 177949, 529021 178003, 528986 178010, 528984 178025, 529054 178088, 529036 178149, 529141 178174))"
4421,Westminster 023D,4422,E01004668,1392.9561011577846,55072.85239084526,"POLYGON ((529004 178142, 529042 178149, 529054 178088, 528984 178025, 528986 178010, 529021 178003, 529031 177949, 529111 177927, 529113 177913, 529066 177899, 528892 177932, 528906 178017, 528865 178020, 528875 178072, 528846 178081, 528761 178290, 528788 178302, 529004 178142))"
4422,Westminster 024B,4423,E01004669,2546.759711849334,71980.88056106537,"MULTIPOLYGON (((528602 177948, 528603 177937, 528581 177939, 528587 177954, 528602 177948)), ((529353 178177, 529428 177900, 529375 177883, 529375 177849, 529242 177847, 528990 177905, 528794 177931, 528618 177912, 528614 177937, 528808 177941, 529013 177911, 529235 177857, 529221 177942, 529189 177969, 529231 177982, 529189 178130, 529178 178148, 529150 178142, 529141 178174, 529342 178219, 529353 178177)))"
4423,Westminster 009A,4424,E01004670,1854.9872103908056,83072.7879117429,"POLYGON ((527389 182434, 527467 182292, 527388 182269, 527306 182223, 527284 182249, 527324 182282, 527299 182300, 527301 182332, 527285 182343, 527252 182315, 527176 182407, 527152 182388, 527106 182426, 527058 182381, 527031 182386, 526983 182284, 526921 182338, 526954 182389, 526912 182418, 527012 182433, 527101 182475, 527168 182545, 527227 182638, 527389 182434))"
4424,Westminster 005A,4425,E01004674,1698.8163281506886,87736.50638516573,"POLYGON ((524806 182518, 524800 182493, 524859 182483, 524870 182500, 524899 182491, 524898 182517, 524910 182517, 525056 182488, 525042 182447, 525074 182433, 525036 182379, 525118 182320, 525104 182257, 525086 182250, 525009 182303, 524996 182218, 524958 182203, 524960 182168, 524890 182142, 524862 182171, 524865 182277, 524773 182202, 524780 182186, 524748 182212, 524774 182517, 524806 182518))"
4425,Westminster 005B,4426,E01004675,1940.2747508374491,90098.72184699347,"POLYGON ((525227 182491, 525390 182402, 525298 182361, 525316 182329, 525270 182303, 525291 182266, 525230 182238, 525209 182247, 525195 182221, 525177 182224, 525165 182204, 525183 182143, 525163 182062, 525138 182070, 525137 182041, 524942 182083, 524865 182122, 524960 182168, 524958 182203, 524996 182218, 525009 182303, 525086 182250, 525110 182270, 525118 182320, 525148 182313, 525145 182538, 525175 182542, 525181 182521, 525227 182491))"
4426,Westminster 006A,4427,E01004676,1392.725573340724,82311.84954620419,"POLYGON ((525459 182359, 525562 182281, 525420 182168, 525304 182004, 525137 182041, 525138 182070, 525163 182062, 525180 182103, 525165 182204, 525209 182247, 525230 182238, 525291 182266, 525270 182303, 525316 182329, 525298 182361, 525390 182402, 525459 182359))"
4427,Westminster 005C,4428,E01004677,1277.9079506390974,71070.51789022578,"POLYGON ((525101 182742, 525098 182683, 524996 182705, 524989 182671, 524880 182706, 524868 182742, 524839 182736, 524741 183085, 524832 183057, 524887 182970, 524984 182906, 525073 182820, 525101 182742))"
4428,Westminster 005D,4429,E01004678,2037.2027955811793,86954.85240425722,"POLYGON ((524984 182672, 524996 182705, 525098 182683, 525094 182617, 525115 182538, 525145 182538, 525150 182521, 525148 182313, 525036 182379, 525074 182433, 525042 182447, 525056 182488, 524910 182517, 524898 182517, 524899 182491, 524870 182500, 524859 182483, 524800 182493, 524807 182520, 524774 182517, 524772 182490, 524740 182499, 524736 182446, 524704 182448, 524717 182649, 524864 182605, 524839 182736, 524868 182742, 524880 182706, 524984 182672))"
4429,Westminster 005E,4430,E01004679,1993.2413925903152,76514.56147323962,"POLYGON ((524769 182450, 524748 182212, 524780 182186, 524773 182202, 524865 182277, 524862 182171, 524890 182142, 524856 182128, 524849 182031, 524866 181958, 524705 182041, 524556 182292, 524460 182340, 524460 182364, 524586 182337, 524685 182264, 524704 182448, 524736 182446, 524740 182499, 524772 182490, 524769 182450))"
4430,Westminster 015A,4431,E01004680,1810.0524432767677,113934.50373904832,"POLYGON ((527558 181181, 527765 180966, 527216 180865, 527208 180913, 527187 180905, 527172 180931, 527170 180983, 527140 180999, 527136 181043, 527155 181048, 527151 181067, 527209 181078, 527215 181033, 527243 181035, 527292 181059, 527288 181081, 527331 181093, 527325 181111, 527339 181124, 527416 181129, 527433 181146, 527412 181168, 527427 181183, 527471 181158, 527536 181203, 527558 181181))"
4431,Westminster 016A,4432,E01004681,2515.238179221056,175811.1414116756,"POLYGON ((526532 181510, 526527 181436, 526496 181437, 526430 181382, 526517 181284, 526480 181248, 526495 181230, 526480 181216, 526508 181170, 526529 181172, 526546 181144, 526502 181127, 526578 181040, 526536 180953, 526246 181264, 526311 181324, 526023 181628, 526334 181697, 526464 181701, 526442 181697, 526516 181635, 526466 181576, 526532 181510))"
4432,Westminster 016B,4433,E01004682,1961.7460166651913,93427.86187672892,"POLYGON ((526547 181252, 526571 181276, 526665 181188, 526734 181251, 526846 181126, 526695 180998, 526713 180975, 526696 180938, 526676 180941, 526697 180913, 526724 180935, 526744 180917, 526740 180885, 526748 180892, 526796 180858, 526770 180838, 526782 180826, 526770 180784, 526668 180759, 526674 180832, 526650 180836, 526536 180953, 526578 181040, 526502 181127, 526546 181144, 526529 181172, 526508 181170, 526480 181216, 526495 181230, 526480 181248, 526517 181284, 526547 181252))"
4433,Westminster 015B,4434,E01004683,1989.0436113391092,129840.5531655438,"POLYGON ((527147 181177, 527158 181163, 527141 181144, 527160 181113, 527143 181103, 527155 181048, 527136 181043, 527140 180999, 527170 180983, 527172 180931, 527187 180905, 527208 180913, 527216 180865, 526770 180784, 526782 180826, 526770 180838, 526796 180858, 526748 180892, 526740 180885, 526744 180917, 526724 180935, 526697 180913, 526677 180935, 526696 180938, 526713 180975, 526695 180998, 526848 181126, 526918 181050, 527070 181191, 527057 181215, 527070 181222, 527138 181225, 527147 181177))"
4434,Westminster 015C,4435,E01004684,1757.9146428615768,80234.04735025985,"POLYGON ((527257 181490, 527372 181370, 527313 181313, 527329 181276, 527323 181233, 527298 181260, 527237 181244, 527240 181296, 527223 181278, 527235 181265, 527171 181204, 527142 181236, 527138 181225, 527102 181233, 527057 181215, 527070 181191, 527056 181177, 526985 181254, 527001 181270, 526957 181318, 527001 181357, 526950 181372, 526944 181426, 527004 181387, 527020 181403, 527042 181385, 527080 181400, 527098 181473, 527152 181464, 527206 181512, 527190 181519, 527194 181556, 527257 181490))"
4435,Westminster 015E,4436,E01004686,1566.5023640709064,62818.693324060696,"POLYGON ((527505 181236, 527536 181203, 527471 181158, 527427 181183, 527412 181168, 527433 181146, 527416 181129, 527339 181124, 527325 181111, 527331 181093, 527288 181081, 527292 181059, 527243 181035, 527215 181033, 527209 181078, 527151 181067, 527143 181103, 527160 181113, 527141 181144, 527158 181163, 527136 181198, 527142 181236, 527171 181204, 527235 181265, 527223 181278, 527240 181296, 527237 181244, 527298 181260, 527323 181233, 527329 181276, 527313 181313, 527372 181370, 527505 181236))"
4436,Westminster 019A,4437,E01004687,3734.193103322624,185080.29114607224,"POLYGON ((528492 179301, 528481 179284, 528492 179267, 528383 179163, 528412 179136, 528426 179151, 528461 179118, 528567 179230, 528601 179197, 528523 179112, 528540 179087, 528526 179047, 528508 179036, 528507 179064, 528429 178976, 528446 178936, 528397 178880, 528413 178864, 528447 178904, 528483 178870, 528453 178833, 528505 178815, 528546 178871, 528532 178887, 528540 178901, 528555 178889, 528590 178935, 528625 178937, 528410 178625, 528334 178690, 528199 178530, 528139 178513, 528129 178557, 528197 178616, 528112 178753, 528178 178826, 528107 178895, 528154 178960, 528125 179037, 528144 179035, 528168 179070, 528160 179080, 528140 179068, 528133 179098, 528146 179117, 528175 179091, 528225 179134, 528262 179081, 528309 179133, 528301 179148, 528319 179133, 528329 179141, 528306 179161, 528340 179154, 528352 179186, 528384 179194, 528462 179289, 528492 179301))"
4437,Westminster 019D,4438,E01004690,3701.8154381263244,236419.09085872083,"POLYGON ((528434 179676, 528616 179498, 528777 179206, 528626 178938, 528590 178935, 528555 178889, 528540 178901, 528532 178887, 528546 178871, 528505 178815, 528453 178833, 528483 178870, 528447 178904, 528413 178864, 528397 178880, 528446 178936, 528429 178976, 528507 179064, 528508 179036, 528526 179047, 528540 179087, 528523 179112, 528601 179197, 528567 179230, 528461 179118, 528426 179151, 528412 179136, 528383 179169, 528492 179267, 528488 179305, 528384 179194, 528357 179220, 528340 179203, 528308 179206, 528307 179170, 528292 179207, 528254 179190, 528212 179245, 528256 179254, 528231 179283, 528261 179302, 528215 179351, 528261 179412, 528257 179528, 528277 179540, 528316 179494, 528358 179509, 528332 179548, 528319 179614, 528336 179632, 528330 179652, 528421 179688, 528434 179676))"
4438,Westminster 019E,4439,E01004691,3921.2541315001554,348869.364914092,"POLYGON ((528340 179818, 528381 179730, 528421 179688, 528330 179652, 528336 179632, 528319 179614, 528332 179548, 528358 179509, 528316 179494, 528277 179540, 528257 179528, 528261 179412, 528215 179351, 528261 179302, 528231 179283, 528256 179254, 528212 179245, 528254 179190, 528292 179207, 528307 179170, 528308 179206, 528321 179211, 528340 179203, 528357 179220, 528380 179196, 528352 179186, 528332 179149, 528306 179161, 528329 179141, 528319 179133, 528301 179148, 528309 179133, 528262 179081, 528225 179134, 528175 179091, 528146 179117, 528133 179098, 528140 179068, 528160 179080, 528168 179070, 528135 179034, 528092 179258, 527965 179395, 527914 179643, 527903 179814, 527696 179781, 527803 180086, 528313 179951, 528350 179858, 528331 179842, 528340 179818))"
4439,Westminster 019F,4440,E01004692,2758.046852565101,151078.69245616614,"POLYGON ((527214 179690, 527386 179685, 527389 179572, 527374 179570, 527386 179543, 527301 179527, 527298 179560, 527340 179587, 527336 179612, 527300 179591, 527274 179533, 527182 179513, 527188 179525, 527170 179535, 527147 179521, 527150 179507, 527039 179492, 527053 179414, 527026 179389, 526999 179485, 526818 179455, 526807 179565, 526730 179507, 526739 179471, 526580 179450, 526603 179531, 526630 179540, 526652 179573, 526635 179646, 526798 179670, 526800 179653, 526860 179659, 526843 179717, 527182 179732, 527200 179691, 527214 179690))"
4440,Westminster 017B,4441,E01004693,1620.2317267992958,81800.06555679615,"POLYGON ((525624 180820, 525695 180831, 525701 180805, 525753 180816, 525768 180799, 525803 180806, 525829 180720, 525794 180652, 525827 180657, 525843 180635, 525798 180634, 525772 180682, 525695 180670, 525672 180637, 525689 180566, 525557 180542, 525493 180757, 525418 180749, 525395 180855, 525609 180898, 525624 180820))"
4441,Westminster 016C,4442,E01004694,1537.4002360442596,102457.17887501298,"POLYGON ((526503 180989, 526650 180836, 526674 180832, 526668 180759, 526203 180634, 526186 180717, 526155 180712, 526139 180813, 526222 180851, 526237 180818, 526290 180842, 526416 180920, 526397 180950, 526480 181014, 526503 180989))"
4442,Westminster 017C,4443,E01004695,1686.524958619965,56178.63645432826,"POLYGON ((525868 180811, 525883 180737, 525905 180781, 525956 180794, 525969 180739, 525994 180745, 525981 180803, 526019 180800, 526058 180618, 525687 180567, 525672 180637, 525695 180670, 525772 180682, 525798 180634, 525843 180635, 525827 180657, 525794 180652, 525829 180720, 525801 180817, 525819 180809, 525840 180825, 525825 180862, 525863 180872, 525868 180811))"
4443,Westminster 017D,4444,E01004696,1278.058822273409,66746.87638485635,"POLYGON ((526247 181264, 526185 181206, 526213 181173, 526151 181139, 526143 181168, 526088 181122, 525964 181166, 525955 181145, 525890 181163, 525909 181187, 525888 181197, 525901 181236, 525867 181244, 526227 181413, 526311 181324, 526247 181264))"
4444,Westminster 016D,4445,E01004697,2110.910876993287,55503.16551644943,"POLYGON ((526247 181263, 526480 181014, 526417 180960, 526345 181050, 526319 181036, 526298 181077, 526311 181082, 526312 181090, 526287 181086, 526272 181103, 526206 181084, 526206 181042, 526182 181029, 526152 181117, 526133 181110, 526137 181075, 526035 181037, 526032 181076, 525974 181105, 525890 181119, 525866 181244, 525901 181236, 525888 181197, 525909 181187, 525890 181163, 525955 181145, 525964 181166, 526088 181122, 526143 181168, 526151 181139, 526213 181173, 526185 181206, 526247 181263))"
4445,Westminster 017E,4446,E01004698,1727.3785864351103,93453.66631880015,"POLYGON ((525931 181109, 526032 181076, 526035 181037, 526111 181059, 526162 180832, 526139 180813, 526155 180712, 526186 180717, 526203 180634, 526058 180618, 526019 180800, 525981 180803, 525994 180745, 525969 180739, 525956 180794, 525905 180781, 525920 180841, 525894 180890, 525880 181021, 525907 181031, 525890 181119, 525931 181109))"
4446,Westminster 017F,4447,E01004699,1728.4623014317056,116654.97337642846,"POLYGON ((525893 180900, 525920 180841, 525883 180737, 525863 180872, 525825 180862, 525840 180825, 525819 180809, 525701 180805, 525695 180831, 525625 180817, 525550 181156, 525792 181206, 525864 181243, 525907 181031, 525880 181021, 525893 180900))"
4447,Westminster 016E,4448,E01004700,1208.6669776363906,57523.1979424264,"POLYGON ((526182 181030, 526206 181042, 526197 181065, 526230 181097, 526312 181090, 526298 181077, 526319 181036, 526345 181050, 526417 180960, 526397 180950, 526416 180920, 526237 180818, 526222 180851, 526164 180827, 526108 181074, 526137 181075, 526134 181112, 526158 181112, 526182 181030))"
4448,Westminster 007A,4449,E01004701,1717.5087067785182,79216.53428463833,"POLYGON ((526282 182580, 526394 182445, 526307 182375, 526275 182414, 526248 182385, 526230 182405, 526215 182387, 526184 182401, 526152 182387, 526127 182396, 526114 182322, 526073 182329, 526061 182216, 526038 182202, 526012 182225, 526009 182212, 525927 182304, 525995 182359, 526018 182354, 525974 182384, 525954 182425, 526030 182485, 526089 182509, 526105 182499, 526132 182520, 526098 182566, 526126 182593, 526135 182582, 526159 182602, 526188 182571, 526247 182621, 526282 182580))"
4449,Westminster 009E,4450,E01004702,2274.056745658533,164198.42330828242,"POLYGON ((526830 181948, 527052 181701, 526372 181701, 526303 181777, 526321 181796, 526318 181820, 526332 181808, 526423 181899, 526419 181848, 526445 181823, 526470 181844, 526527 181801, 526544 181817, 526563 181854, 526547 181890, 526569 181910, 526506 181959, 526515 182018, 526637 182151, 526830 181948))"
4450,Westminster 007B,4451,E01004703,2505.544637008401,207812.96540533425,"POLYGON ((526386 182290, 526421 182306, 526449 182267, 526498 182302, 526637 182151, 526515 182018, 526506 181959, 526569 181910, 526547 181890, 526563 181854, 526544 181817, 526527 181801, 526470 181844, 526445 181823, 526419 181848, 526423 181899, 526332 181808, 526318 181820, 526321 181796, 526303 181777, 526239 181809, 526124 181810, 525974 181879, 525992 181916, 526069 181931, 526080 181952, 526071 181998, 526047 182024, 526091 182075, 526074 182114, 526105 182140, 526104 182236, 526126 182236, 526129 182195, 526161 182189, 526191 182148, 526390 182308, 526386 182290))"
4451,Westminster 007D,4452,E01004705,1610.3395987590234,68365.224287815,"POLYGON ((526446 182375, 526498 182302, 526458 182272, 526421 182306, 526391 182285, 526390 182308, 526191 182148, 526161 182189, 526129 182195, 526126 182236, 526104 182236, 526105 182140, 526073 182104, 526061 182218, 526071 182324, 526114 182322, 526127 182396, 526152 182387, 526184 182401, 526215 182387, 526230 182405, 526248 182385, 526275 182414, 526307 182375, 526394 182445, 526446 182375))"
4452,Westminster 006B,4453,E01004706,2317.2270014175674,139502.1603030365,"POLYGON ((525549 182971, 525560 182819, 525647 182855, 525773 182833, 525823 182795, 525855 182791, 525813 182758, 525770 182785, 525642 182685, 525701 182612, 525617 182542, 525627 182504, 525693 182457, 525676 182429, 525688 182421, 525661 182384, 525620 182414, 525560 182343, 525530 182373, 525550 182402, 525361 182518, 525439 182686, 525425 182674, 525400 182697, 525423 182741, 525370 182766, 525469 182966, 525548 182987, 525549 182971))"
4453,Westminster 006C,4454,E01004707,2037.5135178785997,128944.18799686665,"POLYGON ((525738 182758, 525763 182725, 525780 182734, 525814 182700, 525766 182660, 525789 182630, 525823 182658, 525839 182645, 525850 182675, 525916 182711, 526037 182559, 526029 182519, 525998 182518, 525991 182485, 526029 182485, 525856 182346, 525729 182273, 525706 182290, 525680 182254, 525560 182343, 525620 182414, 525661 182384, 525688 182421, 525676 182429, 525693 182457, 525627 182504, 525617 182542, 525701 182612, 525642 182685, 525738 182758))"
4454,Westminster 006D,4455,E01004708,2210.973574936948,81151.4438938421,"POLYGON ((525401 182697, 525425 182674, 525439 182686, 525361 182518, 525550 182402, 525530 182373, 525680 182254, 525642 182219, 525460 182358, 525199 182506, 525436 183000, 525467 182963, 525370 182766, 525423 182741, 525401 182697))"
4455,Westminster 007E,4456,E01004709,2064.9184811398136,88828.59141408476,"POLYGON ((525905 182866, 525939 182881, 525982 182827, 526042 182875, 526247 182621, 526188 182571, 526159 182602, 526135 182582, 526126 182593, 526098 182566, 526132 182520, 526105 182499, 526089 182509, 525991 182485, 525998 182518, 526029 182519, 526037 182559, 525921 182705, 525888 182705, 525847 182672, 525839 182645, 525823 182658, 525789 182630, 525766 182660, 525814 182700, 525780 182734, 525763 182725, 525737 182759, 525780 182788, 525813 182758, 525895 182819, 525826 182907, 525860 182930, 525905 182866))"
4456,Westminster 002D,4457,E01004710,1790.861767927968,128847.46939140552,"POLYGON ((525715 183053, 525771 182979, 525682 182881, 525560 182819, 525548 182987, 525467 182963, 525436 183000, 525477 183137, 525429 183223, 525530 183482, 525719 183296, 525669 183235, 525747 183133, 525688 183089, 525715 183053))"
4457,Westminster 002E,4458,E01004711,1816.7672340680344,78998.75088302704,"POLYGON ((525988 182944, 526042 182875, 525982 182827, 525939 182881, 525908 182863, 525860 182930, 525826 182907, 525895 182819, 525855 182791, 525823 182795, 525773 182833, 525647 182855, 525771 182979, 525688 183089, 525747 183133, 525669 183235, 525719 183296, 525988 182944))"
4458,Westminster 008C,4459,E01004712,2261.0471207691667,100393.08044513832,"POLYGON ((528213 182056, 528226 181964, 528253 181966, 528252 181947, 528229 181934, 528227 181954, 528200 181950, 528206 181914, 528230 181913, 528204 181893, 528233 181882, 528197 181879, 528195 181904, 528164 181902, 528161 181926, 528139 181919, 528125 181872, 528141 181832, 528126 181803, 528201 181811, 528209 181745, 528163 181760, 528133 181705, 528092 181693, 528119 181674, 528104 181655, 528096 181670, 528068 181652, 528058 181683, 527916 181641, 527923 181618, 527897 181602, 527919 181543, 527896 181533, 527818 181785, 527967 181832, 527922 181967, 528213 182056))"
4459,Westminster 011A,4460,E01004713,3285.7231397487185,173920.53492396406,"POLYGON ((528693 181998, 528680 181963, 528741 181979, 528753 181941, 528716 181912, 528728 181845, 528812 181871, 528799 181894, 528839 181898, 528847 181881, 528914 181901, 528933 181843, 528892 181829, 528896 181795, 528865 181812, 528801 181777, 528816 181727, 528652 181676, 528749 181356, 528790 181298, 528675 181262, 528634 181367, 528580 181361, 528562 181445, 528532 181469, 528525 181515, 528578 181540, 528562 181595, 528538 181588, 528530 181609, 528505 181608, 528471 181578, 528459 181616, 528509 181631, 528471 181672, 528457 181632, 528451 181644, 528432 181619, 528392 181624, 528385 181678, 528422 181687, 528406 181794, 528379 181791, 528379 181807, 528398 181819, 528380 181826, 528401 181857, 528389 181898, 528402 181899, 528406 181880, 528419 181884, 528413 181906, 528432 181907, 528436 181889, 528572 181929, 528559 181968, 528582 181987, 528693 181998))"
4460,Westminster 011B,4461,E01004714,3328.4124608214306,339809.33952176094,"POLYGON ((528081 181651, 528096 181670, 528104 181655, 528120 181662, 528145 181605, 528235 181619, 528231 181603, 528168 181576, 528165 181555, 528213 181564, 528224 181529, 528319 181536, 528319 181514, 528351 181526, 528346 181564, 528369 181567, 528377 181612, 528363 181627, 528432 181619, 528471 181647, 528464 181666, 528487 181664, 528509 181631, 528459 181616, 528471 181578, 528505 181608, 528530 181609, 528538 181588, 528562 181595, 528578 181540, 528525 181515, 528532 181469, 528562 181445, 528580 181361, 528634 181367, 528675 181262, 528632 181249, 528680 181152, 528056 181033, 527896 181533, 527919 181543, 527897 181602, 527923 181618, 527918 181642, 528058 181683, 528068 181652, 528081 181651))"
4461,Westminster 013A,4462,E01004715,2040.461877984753,109895.6207463707,"POLYGON ((528891 182199, 528891 182188, 528934 182186, 529201 181852, 528816 181727, 528801 181777, 528865 181812, 528896 181795, 528892 181829, 528933 181843, 528914 181901, 528847 181881, 528839 181898, 528799 181894, 528811 181949, 528779 182054, 528810 182080, 528855 182089, 528831 182130, 528775 182143, 528771 182198, 528847 182197, 528843 182269, 528856 182274, 528897 182259, 528891 182199))"
4462,Westminster 011C,4463,E01004716,2861.1560339597704,178562.60925904225,"POLYGON ((528775 182142, 528831 182130, 528855 182089, 528810 182080, 528779 182054, 528811 181949, 528796 181889, 528812 181871, 528728 181845, 528716 181912, 528753 181941, 528741 181979, 528680 181963, 528696 181984, 528690 182007, 528582 181987, 528559 181968, 528572 181929, 528436 181889, 528432 181907, 528413 181906, 528419 181884, 528406 181880, 528402 181899, 528389 181898, 528401 181857, 528377 181825, 528348 181821, 528354 181864, 528314 181852, 528311 181889, 528285 181887, 528295 181913, 528317 181905, 528326 181931, 528303 181942, 528264 181926, 528267 181949, 528284 181949, 528312 181997, 528309 182027, 528355 182014, 528365 182083, 528356 182094, 528265 182081, 528234 182187, 528728 182335, 528773 182199, 528775 182142))"
4463,Westminster 011D,4464,E01004717,2769.050455628656,98681.61360645923,"POLYGON ((528356 182094, 528366 182061, 528355 182014, 528309 182027, 528312 181997, 528264 181929, 528303 181942, 528326 181931, 528317 181905, 528295 181913, 528285 181887, 528311 181889, 528314 181852, 528354 181864, 528348 181821, 528376 181831, 528398 181819, 528379 181791, 528406 181794, 528422 181687, 528385 181678, 528391 181627, 528380 181634, 528359 181618, 528377 181612, 528369 181567, 528346 181564, 528351 181526, 528319 181514, 528319 181536, 528224 181529, 528213 181564, 528165 181555, 528168 181576, 528231 181603, 528235 181619, 528145 181605, 528119 181674, 528092 181693, 528133 181705, 528163 181760, 528209 181745, 528201 181811, 528126 181803, 528141 181832, 528125 181872, 528139 181919, 528161 181926, 528164 181902, 528195 181904, 528197 181879, 528233 181882, 528204 181893, 528230 181913, 528206 181914, 528200 181950, 528227 181954, 528229 181934, 528252 181947, 528253 181966, 528226 181964, 528213 182056, 528268 182082, 528356 182094))"
4464,Westminster 004A,4465,E01004718,2200.729515791333,73926.0730094889,"POLYGON ((524771 182732, 524784 182654, 524857 182647, 524864 182605, 524717 182649, 524685 182264, 524628 182314, 524632 182350, 524605 182347, 524596 182372, 524562 182377, 524567 182421, 524475 182441, 524466 182390, 524443 182393, 524463 182531, 524440 182534, 524442 182555, 524574 182537, 524577 182561, 524619 182554, 524619 182585, 524654 182594, 524654 182690, 524685 182690, 524679 182722, 524710 182726, 524667 182871, 524726 182885, 524771 182732))"
4465,Westminster 004B,4466,E01004719,1841.6941466431597,96824.06743486451,"POLYGON ((524291 182990, 524339 182978, 524340 182911, 524461 182844, 524470 182816, 524412 182800, 524438 182667, 524411 182664, 524409 182636, 524434 182633, 524427 182608, 524154 182647, 524168 182752, 524144 182755, 524131 182680, 524075 182689, 524043 182664, 524047 182689, 524022 182695, 524030 182770, 524081 182764, 524078 182818, 524152 182825, 524154 182849, 524182 182849, 524199 182973, 524245 182940, 524250 182970, 524291 182990))"
